3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
в конце концов	4	3
героя и его	2	2
во всяком случае	3	4
в мире достоевского	4	3
записок из подполья	3	3
в отличие от	2	2
в его целом	5	2
о себе самом	6	5
к нему и	2	4
друг с другом	3	4
на самом деле	3	9
бы то ни	3	3
по отношению к	11	6
человек из подполья	3	7
в том что	7	2
как мы уже	2	2
подобно тому как	3	2
но в то	2	4
и в этом	3	2
в большинстве случаев	2	2
в романах достоевского	6	4
в то же	7	10
с точки зрения	15	2
с самого начала	2	8
же время не	2	3
человека из подполья	3	13
и в то	3	2
с другой стороны	2	3
можно было бы	3	2
не может быть	3	3
и не может	2	2
самого героя и	3	2
именно потому что	2	2
в этом смысле	9	3
в творчестве достоевского	4	4
то же время	7	10
в произведениях достоевского	2	2
то ни было	2	3
