3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram
в русской сказке	2	2
таким образом мы	2	2
о том что	2	3
в сказке есть	3	2
но все же	2	3
в лес и	2	2
то время как	2	3
мы видим что	4	8
в этих случаях	7	2
по отношению к	2	3
в том что	5	4
здесь мы имеем	3	2
что в сказке	3	2
в то время	2	3
но в сказке	3	2
тем не менее	5	6
выше мы видели	3	2
с другой стороны	7	5
с одной стороны	2	4
в немецкой сказке	3	2
и т д	15	22
в связи с	3	3
точно так же	2	3
мы увидим ниже	2	2
то и здесь	2	2
до сих пор	5	5
в царство мертвых	2	5
мы видели что	3	2
