2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
связи с	9	3
на которые	2	3
которую мы	5	2
никогда не	4	5
может возникнуть	2	2
их развития	2	5
так же	17	15
связи и	3	2
этого процесса	9	2
к тому	4	6
он имеет	2	3
по сравнению	4	5
у ребенка	19	9
в результате	3	4
с этим	4	3
переход от	3	7
ребенок к	2	2
и как	5	3
самого начала	6	5
пути развития	3	3
точки зрения	6	18
того как	3	5
вперед по	2	2
что они	10	5
в целом	13	4
как бы	10	5
показывает исследование	2	2
что в	17	16
и основной	2	2
исследования пиаже	2	2
в жизни	3	2
но как	3	3
той же	4	4
что развитие	3	8
для развития	3	6
нас к	2	3
было бы	10	10
в корне	2	2
таким образом	17	19
а в	4	3
высшей степени	6	2
когда ребенок	2	3
и т.д	5	4
речь в	2	3
приходит к	6	3
но только	3	2
отношению к	2	12
что эти	3	2
как она	3	3
и другое	5	4
в себя	3	3
образом что	2	2
с помощью	42	10
как показывают	2	2
является не	2	2
только в	10	10
помощью которого	2	2
имеет место	3	2
речевого развития	2	3
сравнению с	3	5
школьного возраста	3	12
наши исследования	2	2
и его	2	3
ребенка в	12	5
не может	6	18
он не	4	8
могли бы	11	6
не есть	3	4
по себе	7	7
интересующей нас	2	3
со всеми	6	2
экспериментального исследования	2	3
в них	2	2
понятий не	2	2
тем что	8	5
функции в	2	3
в котором	3	2
как показывает	2	4
в том	23	18
все же	6	3
в совершенно	2	2
приводит к	4	7
к одному	5	2
в частности	4	3
между двумя	2	3
для ребенка	10	3
его в	3	2
так и	5	7
является то	7	2
показал что	3	3
и в	25	16
вместе с	14	4
оба эти	3	4
объясняет нам	2	2
в качестве	12	4
понятия в	7	3
к жизни	2	3
не станем	4	2
другой стороны	3	2
все это	6	2
при этом	5	4
то в	3	3
этот вопрос	3	6
к которому	3	4
что мы	7	4
в центр	2	3
все что	2	2
тому как	2	4
что он	6	25
столь же	7	2
показывает что	8	5
с несомненностью	3	2
с тем	16	3
вытекает из	2	3
детской речи	6	2
мы говорили	4	2
в этом	14	25
этого возраста	2	4
должно быть	2	8
мы и	2	5
ребенка но	3	4
еще не	4	4
в то	4	5
этой точки	2	4
как уже	6	3
в самом	3	4
на основании	11	2
речь не	2	3
мышления и	23	4
отличие от	6	2
об отношении	2	2
по типу	5	2
которые не	4	2
то и	4	2
на основе	22	2
значение в	3	3
и не	10	12
известном смысле	2	7
функции и	2	3
именно это	2	2
мы можем	7	6
в одном	2	3
состоит в	3	6
это значит	4	5
с самого	6	5
из основных	3	3
ни на	2	2
бы в	2	4
но и	4	6
того чтобы	8	17
и отношения	2	3
ребенка и	17	4
для того	7	14
понятия и	3	2
таким же	2	3
потому что	6	21
эти связи	3	2
когда он	3	2
что ребенок	7	11
в его	15	11
бы сказать	3	2
одним из	5	2
с ним	4	5
тем самым	2	8
ребенка с	3	3
в своих	2	2
же как	6	7
раньше чем	2	3
мы не	9	3
указывает на	2	2
из которых	5	3
уже по	2	4
ребенок не	9	6
в сфере	2	5
же в	2	2
ступени в	2	2
по отношению	3	12
которые являются	2	2
а с	3	2
этих процессов	3	3
в какой	4	6
и отношение	2	2
в зависимости	5	2
это мы	2	2
в нем	2	7
и того	4	3
можно было	6	5
что она	5	2
в своей	2	2
в свете	2	4
прежде всего	4	3
в высшей	6	2
но это	5	3
но не	6	10
речи не	2	4
если бы	5	8
если в	3	3
тот же	2	5
для него	5	5
именно в	5	4
что оно	4	6
психологической природе	2	4
и мышление	2	3
мы будем	2	2
понятий таким	2	2
к овладению	4	4
что с	4	5
так что	2	4
и эти	2	2
развития в	2	6
вопрос об	2	3
во всем	3	2
на этом	3	3
своего развития	3	6
представляет собой	6	7
и их	3	4
включает в	2	3
которых он	2	2
с которыми	3	2
с одной	5	3
совпадает с	6	2
совершенно ясно	2	2
из того	2	11
связанные с	2	6
детского мышления	8	4
то обстоятельство	3	2
основе этого	2	2
в ряде	4	2
как известно	3	4
мы имели	4	2
совершенно иным	2	2
по своему	11	3
если мы	3	7
друг с	5	7
тогда когда	4	5
с необходимостью	2	5
мы видим	3	4
находится в	2	2
значит что	4	5
между собой	13	13
внутренней речи	19	7
одного и	4	3
обе эти	3	5
приводит нас	3	2
мы должны	6	8
мышления ребенка	7	2
не является	8	5
из нее	2	5
как он	3	6
речи и	8	6
в этих	2	3
то что	15	26
мы видели	6	3
мышления а	2	3
ступень в	7	3
в области	7	12
с другом	5	7
и здесь	2	2
говорит он	4	2
с этой	3	4
заключается в	9	5
не только	6	16
том что	20	15
на этот	2	4
ступени развития	5	2
могут быть	5	4
мы могли	9	7
от того	4	3
речи но	2	2
экспериментальный анализ	2	2
процесса образования	14	2
к внутренней	2	3
который мы	2	2
само по	2	2
и на	6	6
отношения между	5	3
во всяком	4	2
процесса в	6	3
образования понятия	6	2
внутренняя речь	5	7
речи как	4	4
и от	2	2
это речь	2	4
сказать что	4	13
и может	2	3
между тем	3	3
как на	2	3
понятие в	4	2
речи в	4	6
нами в	2	2
зависимости от	6	2
в процессе	27	13
в силу	6	10
как с	4	3
еще в	2	3
развитии ребенка	4	3
процесс развития	2	2
в свою	3	4
вслед за	3	2
и потому	2	2
ребенка как	3	2
того что	10	16
слов и	5	2
в отношении	6	9
не менее	6	3
в чем	2	3
в своем	4	5
обстоятельство что	3	2
понятий в	6	8
то же	2	8
к этому	3	3
является для	2	2
представления о	2	2
того же	6	7
понятий мы	4	2
к данному	2	2
ничего общего	3	3
так как	12	16
и другими	2	2
с их	2	4
оно является	3	3
в известном	4	8
психологической природы	2	2
возрасте и	4	2
как мы	8	10
все эти	7	4
не могут	4	4
как это	7	8
мышление ребенка	2	3
не в	6	6
ребенка к	2	4
но все	2	2
может быть	13	9
мы знаем	4	3
о том	5	8
в этой	5	6
и к	5	2
самый процесс	2	2
своей психологической	2	2
этом отношении	3	5
свою очередь	2	3
