2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
связи с	3	9
которую мы	4	2
формы мышления	2	2
никогда не	2	8
так же	16	4
и мышления	11	3
речь идет	2	2
в данном	2	3
и функционирование	2	2
к тому	4	7
перед нами	5	2
мы склонны	2	2
своих исследований	3	2
по сравнению	6	5
у ребенка	6	15
в результате	4	3
с этим	6	3
к действительности	5	8
и как	5	2
едва ли	2	7
точки зрения	26	26
того как	2	4
же самое	3	2
психологии в	2	2
нам думается	6	3
говорит что	4	5
что они	3	3
в целом	20	10
как бы	11	7
что в	14	14
и речь	4	2
пиаже в	6	8
исследования пиаже	3	3
что как	2	3
лежит в	2	3
он в	3	3
той же	2	2
нас к	8	2
учения о	6	2
с другими	2	3
было бы	4	10
смысле этого	3	3
ребенок говорит	2	2
и речью	2	6
таким образом	26	14
а в	2	4
мышления с	6	2
что если	2	2
речь ребенка	12	8
высшей степени	4	7
развития мышления	4	3
пользу того	3	2
и т.д	5	12
речь в	2	3
на которой	2	2
рассматривается как	2	3
экспериментальных исследований	3	2
отношению к	7	5
точку зрения	2	6
с помощью	13	5
с собой	2	3
по существу	4	5
в себе	6	2
с логикой	3	2
только в	6	4
психологическую субстанцию	3	2
от этого	2	2
не имеет	2	4
в генетическом	2	7
только для	3	3
современной психологии	5	2
сравнению с	5	5
и это	3	3
и его	6	4
ребенка в	8	10
собственном смысле	5	3
не может	12	9
он не	5	7
могли бы	6	4
по себе	5	7
интересующей нас	2	4
и тем	6	2
в них	2	4
тем что	6	2
в теории	4	6
в котором	4	2
сам пиаже	4	6
мы хотели	3	2
в том	24	33
ребенка это	4	3
но в	5	6
все же	3	4
приводит к	4	5
в частности	2	6
и ее	7	3
пиаже является	2	4
что это	3	6
действия и	2	3
так и	5	8
об этом	3	3
с точки	18	18
существу дела	2	2
является то	2	2
говорить о	2	2
с пиаже	2	3
и в	23	15
вместе с	9	6
оба эти	3	2
в качестве	9	4
этой проблемы	8	2
не станем	5	2
в такой	3	2
все это	6	4
при этом	4	3
детей в	3	3
о развитии	4	7
этот вопрос	3	5
и с	9	4
мышления но	4	2
со всей	4	4
уже в	3	5
у пиаже	2	3
что мы	5	9
между мышлением	2	5
что он	7	12
столь же	6	2
только тогда	2	2
этих фактов	2	2
эгоцентрическую речь	5	2
детской речи	9	19
ребенка не	2	5
в исследовании	3	4
в этом	17	19
должно быть	2	2
не могло	3	2
в их	3	2
в поведении	3	2
пиаже и	7	7
как раз	4	4
как уже	7	2
в самом	7	11
речь не	3	2
мышления и	40	16
к выводу	4	6
и до	2	3
об отношении	12	3
должен быть	4	2
ее в	2	2
что для	5	3
которые не	3	2
человеческой речи	8	12
всей его	3	2
мысль и	3	2
во всех	3	2
связь между	6	5
мышления в	8	9
значение в	3	3
и не	9	7
за пределы	2	2
смысле слова	3	5
показать что	2	5
особенности детского	3	3
мы можем	6	10
в одном	4	2
говоря словами	3	2
но и	14	10
в другом	7	2
того чтобы	17	12
этих двух	3	2
ребенка и	5	4
представление о	2	5
для того	15	10
друг от	3	2
потому что	6	7
в собственном	5	3
формы речи	2	2
в которой	3	4
в пользу	4	4
он должен	2	2
когда он	2	3
что ребенок	4	8
тем более	5	3
в его	14	2
и речи	38	13
можно сказать	5	2
аутистическое мышление	17	3
тем самым	5	3
ребенка с	2	4
же как	6	2
мы не	7	10
из которых	3	3
указывает на	2	2
этого слова	4	3
должны были	3	3
ребенок не	4	2
детского развития	3	3
что именно	3	3
мышлении ребенка	2	2
развитии детского	2	5
к вопросу	2	2
по отношению	7	6
от друга	3	2
вот почему	2	3
том чтобы	3	4
в детском	9	2
с мы	3	3
говорит пиаже	10	5
что пиаже	3	7
а с	4	4
иначе говоря	2	2
речи является	4	3
речью и	2	5
исследований пиаже	5	3
на всем	2	2
заметить что	2	2
с такой	2	2
в зависимости	2	6
мышлением и	3	7
можно было	3	5
что она	4	3
несмотря на	2	4
в своей	4	4
прежде всего	10	4
в высшей	4	7
ребенка по	2	2
но не	4	3
для всех	4	4
если бы	5	8
данном случае	2	3
независимо от	6	4
для него	2	3
именно в	6	2
что оно	3	4
человека и	3	3
говорили выше	2	2
к логике	6	2
речи у	2	6
что с	2	5
взрослого человека	6	3
развития в	2	6
вопрос об	6	2
думается что	5	2
ребенка а	2	2
во всем	3	2
представляет собой	11	2
свою собственную	2	2
лишь в	6	3
с одной	8	7
детской мысли	13	7
из того	5	4
что между	2	2
детского мышления	34	23
речи так	2	2
пиаже полагает	2	2
и той	2	2
от аутизма	2	2
как известно	3	6
всем протяжении	2	2
вопрос о	7	5
в стороне	2	2
если мы	2	6
друг с	4	2
тогда когда	3	5
его мысли	2	4
мышление и	3	3
мы видим	4	4
полагает что	3	5
даже в	2	4
как функция	2	2
внутренней речи	9	5
человека к	2	2
приводит нас	2	2
больше того	2	3
мы должны	5	6
что эгоцентрическая	13	3
мышления ребенка	5	3
не является	9	9
из всех	2	2
для этого	5	3
как он	3	6
к установлению	3	3
речи и	28	15
и более	5	2
в этих	2	2
идет о	2	3
то что	17	20
мы видели	2	6
что все	4	4
с другом	4	2
говорит он	15	12
с этой	6	2
как говорит	2	2
социализированной речи	3	2
заключается в	8	8
с его	4	4
не только	16	15
том что	21	27
свести к	3	2
на этот	3	6
могут быть	3	2
основное положение	2	2
мы могли	7	4
от того	6	2
а не	3	3
и даже	2	5
речи но	3	3
уже сказано	6	3
мы находим	3	6
с но	3	8
в общем	3	3
во всяком	3	7
поведение ребенка	2	2
что его	2	4
теории пиаже	8	8
для себя	4	3
ничего не	3	3
все время	6	3
всяком случае	3	6
внутренняя речь	4	3
реалистического мышления	3	2
речи как	8	3
другом месте	6	2
во всей	4	5
в сущности	6	9
сказать что	11	6
к его	2	2
из этих	3	4
с это	2	2
детского эгоцентризма	15	5
речи в	14	6
которое мы	3	3
не хотим	2	2
зависимости от	2	6
в процессе	8	11
в силу	6	2
с действительностью	4	2
развитии ребенка	2	4
связана с	2	4
ребенка как	4	3
того что	15	17
в отношении	10	6
в своем	3	9
что эта	2	6
мышления как	5	5
то же	8	5
к этому	4	4
на все	3	2
в противоположность	2	2
является для	2	4
в которых	3	3
эгоцентрическая речь	19	10
том же	2	2
пиаже не	4	3
до лет	8	2
так как	7	4
и мы	3	2
с ней	2	2
он как	2	2
речи ребенка	9	3
речи от	3	2
в известном	2	2
речью в	2	2
за собой	2	2
на то	5	6
вовсе не	3	6
как мы	5	6
на вопрос	2	4
он показывает	2	2
все эти	4	3
бы что	2	2
как это	2	6
мышление ребенка	3	7
не в	4	8
но все	2	2
об эгоцентрической	3	3
может быть	14	9
ни в	4	2
с таким	3	6
и все	5	3
о том	6	9
в этой	7	6
и к	4	6
что у	2	3
детской логики	10	2
характер детской	2	2
этом отношении	4	3
от речи	2	4
мы думаем	2	2
исследований и	2	2
как в	4	4
как и	14	6
в развитии	12	26
сам с	2	2
в течение	2	2
развития детского	2	7
показали что	4	2
самом деле	3	6
пиаже утверждает	2	2
мысль ребенка	7	3
функция речи	2	3
развитии мышления	8	5
вопроса относительно	2	2
на которых	2	2
деятельности ребенка	7	4
что мышление	2	3
речь и	2	5
их в	4	4
с развитием	2	4
и других	3	2
бы и	2	3
целый ряд	4	2
эгоцентрической речи	38	13
который в	3	4
по своей	5	6
только что	4	3
пиаже как	5	5
хотя бы	4	4
в основе	8	3
речи с	2	5
раньше всего	3	2
одной стороны	9	7
в один	2	2
там где	2	6
для пиаже	3	6
и что	5	8
с другой	10	6
речи мы	4	4
