3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram
в русской сказке	2	5
в ином мире	4	5
мы имеем в	2	4
таким образом мы	2	2
о том что	2	5
и в других	2	2
но все же	2	2
то время как	2	2
мы видим что	4	3
как и в	2	2
в этих случаях	7	10
в том что	5	4
здесь мы имеем	3	2
в то время	2	2
в ином царстве	2	6
что в сказке	3	2
и здесь мы	2	2
в русских сказках	2	2
быть поставлен вопрос	2	2
тем не менее	5	4
в данном случае	3	3
с пребыванием в	2	3
с другой стороны	7	8
мы уже знаем	2	3
еще не все	3	3
с одной стороны	2	4
другой стороны и	3	2
и т д	15	16
точно так же	2	2
но тем не	2	2
что и здесь	2	3
случай мы имеем	2	3
до сих пор	5	2
что и в	2	2
