2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram
представлений о	2	7
мы имеем	7	14
связи с	3	8
и этим	2	2
в античности	4	2
можно показать	2	2
эти случаи	2	2
еще один	2	2
наряду с	3	4
никогда не	2	3
что это	2	5
в нем	2	7
так же	18	5
и при	3	2
видели что	3	2
его в	9	9
к нему	6	3
об этом	7	2
в лодке	2	5
и рыб	2	2
в своей	4	2
это не	5	6
после того	2	3
иногда он	3	2
в лесу	12	2
в свете	3	3
сказке герой	3	5
в форме	2	3
но это	3	7
и он	3	6
в данном	3	3
и в	26	25
одна из	2	2
но не	5	5
в русской	3	3
вместе с	6	22
если бы	2	2
этих случаях	8	8
сказке в	2	5
в качестве	7	7
она не	3	2
перед нами	3	2
данном случае	3	2
и т	27	20
для нас	3	5
он делает	2	2
другой стороны	4	8
на птице	2	2
все это	2	4
у него	5	2
знаем что	7	6
на берегу	2	2
он живет	2	3
волшебные предметы	4	2
живет в	2	5
связь с	12	8
связан с	3	2
герой в	3	4
мы опять	2	3
ему в	2	3
в царство	2	3
становится понятным	2	2
с этим	2	5
и с	5	3
что герой	2	3
уже в	2	2
с представлением	3	2
помощи которой	2	2
и как	5	3
что мы	3	2
того что	2	2
предположение что	2	3
того как	4	4
не менее	2	4
себя в	2	6
что он	10	22
показывает что	10	5
так что	2	2
это уже	2	2
в америке	3	4
или на	2	2
тем не	2	4
но для	2	2
с появлением	4	5
и конь	2	4
здесь можно	2	2
в иной	6	7
только тогда	3	2
с тем	2	8
во всем	3	2
то же	8	4
огонь и	4	3
в целом	2	3
на этом	2	3
к этому	5	2
как бы	3	2
представляет собой	2	7
в иное	7	5
попасть в	2	2
то здесь	2	2
что в	14	8
сих пор	5	2
животное не	2	2
уже не	5	11
иногда даже	3	2
в этом	7	10
в которых	4	3
представления о	3	3
сибирских народов	2	2
же представление	2	4
его и	2	2
видим что	2	5
в мифе	2	7
не всегда	6	4
в некотором	2	2
формы и	2	2
в обряде	2	5
о чем	3	2
нет необходимости	3	3
к сказке	4	3
совершенно ясно	2	4
героя в	7	9
от них	2	2
этого мотива	3	8
но мы	3	3
еще не	6	8
умершего в	2	4
т е	18	16
время обряда	2	2
связанные с	3	2
этом случае	3	7
так как	9	11
он же	2	2
подземный мир	2	2
и др	5	3
представлением о	2	3
таким образом	10	9
а в	8	3
в животное	5	6
его на	4	4
до сих	5	2
на то	3	2
уже выше	2	2
на том	2	3
как мы	5	5
а именно	3	4
вопрос о	4	2
вовсе не	4	2
представляют собой	4	3
все эти	3	8
например в	3	5
в африке	3	4
в других	2	2
на которой	2	2
показывают что	2	3
все еще	3	4
его к	3	3
он бросает	3	2
неи это	2	2
в некоторых	5	4
на смену	3	4
не в	5	6
но есть	2	2
некоторых случаях	4	2
так например	2	2
но все	5	5
со змеем	2	3
сказке о	3	2
мы видим	6	8
или он	3	2
и не	9	11
даже в	4	2
а сам	2	2
может быть	14	17
на него	3	8
в виде	2	9
мы знаем	8	8
такое же	4	2
которой он	2	2
и все	2	3
мы можем	6	2
о том	4	7
так в	4	2
у племени	3	2
в этой	2	3
при помощи	10	7
по существу	3	2
аф вар	3	2
в связи	2	4
е в	3	3
что у	3	4
мы должны	5	4
имеет форму	2	2
что здесь	7	3
только в	3	7
но и	12	13
мы здесь	2	4
в дальнейшем	6	4
садится на	2	4
аф неи	3	5
в истории	2	4
из них	2	2
рассмотрим сперва	2	3
в этих	7	6
выше мы	2	2
что и	9	6
как в	7	6
змея или	2	3
то что	16	7
мы видели	6	7
таким же	6	2
мы увидим	3	5
потому что	6	7
в другой	3	3
указывают на	2	2
неи в	4	9
как и	7	7
т д	24	18
на коне	8	2
этот случай	9	3
в мифах	2	6
в особенности	2	3
том как	2	2
и здесь	5	7
что этот	4	2
при смерти	2	4
говорит о	2	2
тогда он	2	2
и пр	11	3
с этой	2	2
и его	10	9
когда он	6	2
чтобы он	2	2
в роли	2	3
к которым	5	2
не может	6	6
он не	7	4
русской сказке	4	4
в его	5	12
в образе	3	5
когда герой	4	4
тех же	2	2
не только	15	13
по себе	2	2
том что	3	8
мы уже	5	4
а затем	3	7
и они	2	2
и тем	2	4
или же	3	3
а как	2	2
во время	7	7
на себя	4	3
могут быть	6	6
попадает в	3	2
тем что	5	10
тридесятого царства	2	2
же как	13	4
раньше чем	5	4
а не	6	2
из которых	5	2
их в	7	3
и других	3	2
бы мы	2	2
это происходит	2	2
то это	5	3
на гору	2	3
и действительно	3	5
дает ему	4	3
и на	2	8
т д.<неи	3	2
можно найти	2	2
же в	3	2
а на	4	2
таких случаях	2	2
животное в	4	2
эта связь	5	2
этот мотив	4	6
в могиле	4	2
на небо	7	6
или в	3	6
он может	2	2
ничего не	5	2
иной мир	6	6
сказка знает	2	2
frobenius б	3	13
представление об	3	2
превращается в	7	7
в том	3	6
там где	3	6
это же	2	3
иное царство	6	4
в таких	2	3
здесь мы	2	5
в сказке	47	18
и что	5	8
с другой	4	9
но он	4	2
и по	5	2
сказать что	2	2
все же	9	10
можно наблюдать	2	3
птиц и	2	3
в частности	2	7
