3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part6_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram
и прежде всего	3	2
то есть в	4	2
мы уже сказали	3	3
во всех его	2	3
и т.п все	2	2
нужно сказать что	4	2
или меньшей степени	4	2
в большей или	4	3
гротескной концепции тела	3	4
и в литературе	2	2
и вовсе не	2	2
в том что	6	2
большей или меньшей	4	3
народной смеховой культуры	21	2
как мы уже	5	6
во всех этих	2	2
в этом отношении	3	3
в большинстве случаев	2	4
мы уже говорили	7	11
с точки зрения	3	2
литературе и в	2	2
но и в	2	2
сих пор еще	3	3
комедии дель арте	2	2
существенную роль в	2	2
с одной стороны	2	4
в средние века	4	4
уже говорили что	2	2
в xvii веке	2	2
вполне понятно что	2	2
до сих пор	4	3
то есть только	2	2
