2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
связи с	3	3
никогда не	8	5
их развития	5	5
так же	15	11
к общему	2	2
в данном	2	2
к тому	10	6
для нас	2	4
собственной мысли	2	2
он имеет	2	2
по сравнению	15	4
у ребенка	13	13
между обучением	6	2
с этим	4	5
переход от	4	2
и как	6	9
снизу вверх	4	2
пути развития	2	5
точки зрения	13	24
том смысле	2	2
того как	5	2
же самое	6	7
же ребенка	3	2
понятий которые	4	4
что они	2	14
в целом	3	11
как бы	11	7
мы называем	2	2
что в	17	19
слова к	2	3
обучением и	5	2
отличается от	3	2
этом смысле	2	8
что всякое	2	2
но как	3	2
той же	4	6
образования понятий	2	19
что развитие	6	6
для развития	5	2
нас к	4	3
от понятия	3	2
в первую	3	4
иначе как	5	2
было бы	9	8
между этими	4	2
только на	2	2
таким образом	18	25
а в	2	2
убеждает нас	2	2
что если	2	2
этой области	2	2
когда ребенок	3	2
и т.д	3	2
умственного развития	5	8
общего к	2	2
приходит к	2	3
понятия как	12	3
предметов в	3	2
опирается на	2	2
в школьном	9	5
ребенка мы	2	3
причинных отношений	2	2
понятиями в	4	2
с помощью	13	31
по существу	2	3
в связи	2	3
в себе	4	10
которые в	4	4
является не	2	4
только в	18	10
не имеет	6	2
к другой	6	2
отношений и	2	3
сравнению с	14	3
школьного возраста	3	2
свою силу	4	2
и его	3	5
и только	3	4
высшую ступень	2	2
мы пытались	2	2
ребенка в	8	4
не может	19	6
могли бы	9	9
но что	4	3
детских понятий	5	17
как только	2	2
и тем	5	8
этим понятием	2	2
понятий не	4	3
нашего исследования	5	4
тем что	8	7
а только	2	3
все основные	2	2
связей и	2	3
мысли и	2	2
как показывает	7	2
неспонтанных понятий	2	4
в том	28	42
ребенка это	2	2
но в	5	3
понятий но	2	3
и между	2	6
все же	2	5
в совершенно	2	3
приводит к	6	3
к одному	2	6
в частности	4	5
между двумя	2	2
мы имеем	4	2
вообще не	6	2
для ребенка	6	2
по мере	3	4
его в	6	6
так и	6	5
от одной	4	2
с точки	10	11
видим в	2	2
и в	28	20
вместе с	7	8
не совпадают	4	5
в качестве	4	21
понятия в	6	8
исследования в	3	2
этом вопросе	2	2
как оно	3	2
нас в	2	3
другой стороны	2	9
при этом	3	12
понятий на	4	4
в сознании	4	4
представить себе	3	2
имели возможность	2	2
спонтанных понятий	15	10
не являются	2	3
к которому	2	3
другие понятия	2	4
что мы	11	7
что он	18	6
этого понятия	3	3
показывает что	7	2
не знает	3	2
развития как	3	3
понятие о	2	2
с тем	5	6
детской речи	5	2
ребенка не	4	7
развития ребенка	4	7
в этом	27	24
понятий ребенка	14	4
у одного	2	2
мы и	4	2
в их	3	12
в мышлении	6	21
еще не	8	2
понятия ребенка	12	8
в самом	8	6
в ходе	3	4
мышления и	7	14
спонтанных и	4	3
по типу	2	2
обучения в	4	2
научных и	7	2
развития понятия	2	3
на данной	4	3
связь между	4	2
на основе	4	10
мышления в	5	16
себе и	2	3
и не	11	8
мы можем	9	5
состоит в	2	4
бы в	3	3
но и	10	9
не по	3	2
того чтобы	10	7
и отношения	3	2
ребенка и	2	9
для того	8	5
понятия и	10	9
этого вопроса	2	2
научного понятия	10	3
потому что	22	12
и развитием	5	2
в которой	7	3
в каждом	3	2
только не	3	5
житейских и	6	2
когда он	2	3
что ребенок	13	12
ход развития	3	6
в его	3	11
совершается в	3	2
бы сказать	2	3
что понятия	2	3
одним из	2	2
и отношений	6	3
в той	4	2
чем в	2	3
детских слов	3	2
житейских понятий	12	9
сторона этого	2	2
раз в	3	2
тем самым	8	7
спонтанные понятия	6	2
ребенка с	2	4
мышление как	2	4
же как	6	6
раньше чем	2	5
одной и	3	5
этого слова	2	11
особенности детской	2	3
в школе	12	4
детского развития	3	3
ребенок не	3	2
ступени в	2	6
мышлении ребенка	4	6
нами выше	2	4
все более	2	2
а другой	5	2
что на	4	2
развитие спонтанных	2	3
это в	2	2
что такое	3	5
развитие научных	6	5
это мы	3	2
в нем	7	2
и того	4	5
видели что	3	2
можно было	7	6
в своей	2	7
это не	5	5
прежде всего	2	2
в высшей	2	2
в уме	2	5
но не	10	3
переходе от	5	2
если бы	7	5
для него	6	2
именно в	4	3
что оно	7	4
у него	2	2
когда оно	2	2
и развития	6	6
всякую возможность	2	2
понятия а	2	3
что с	3	4
так что	6	3
развития в	6	6
на этом	4	3
своего развития	4	10
представляет собой	3	3
первую очередь	3	4
в мысли	4	2
между ними	7	4
и которое	3	2
категория причинных	2	2
развития житейских	3	4
детской мысли	11	17
в понятиях	5	15
этом случае	2	3
они не	4	2
с более	2	2
и житейских	5	2
развития научных	5	10
детского мышления	2	24
основе этого	2	2
и той	3	4
на каждой	11	2
как известно	7	3
же самую	2	3
истории умственного	2	2
в настоящей	2	2
на том	2	4
на одном	2	2
тех и	5	4
по своему	2	4
если мы	2	10
друг с	5	7
тогда когда	6	8
мы видим	7	10
между собой	9	5
одного и	4	6
мы должны	3	11
и более	2	7
в этих	2	3
научные понятия	23	14
более сложные	2	2
то что	28	15
мы видели	8	6
ребенок приходит	2	2
в другой	3	2
что все	5	3
мышления на	3	2
ступень в	5	3
в области	6	4
с другом	5	7
и здесь	3	2
с этой	2	4
вербального мышления	2	2
заключается в	7	18
не только	16	15
том что	19	35
животных и	2	2
на этот	4	3
ступени развития	6	2
могут быть	5	7
мы могли	12	9
от того	10	3
а не	3	7
к частному	2	2
житейские и	2	2
и на	5	6
на высшую	3	2
более сложных	2	2
на котором	2	2
все время	3	4
обучения и	7	6
и от	2	3
друг друга	4	4
частному и	2	2
в нашем	4	4
ключ к	2	4
в сущности	7	4
сказать что	13	6
мы уже	2	5
школьного обучения	6	5
развитии понятий	5	2
из этих	3	2
дает в	2	2
понятие в	2	8
которое мы	2	2
нами в	2	4
зависимости от	5	2
в процессе	9	27
в силу	17	6
научных понятий	40	28
развитии ребенка	2	2
остановиться на	3	2
становится возможным	5	4
и другие	2	9
нас что	2	2
того что	24	10
в отношении	10	10
только к	3	3
не менее	2	3
в чем	6	3
в своем	7	4
что при	4	2
что эта	2	3
мышления как	2	2
понятий в	12	16
и является	2	3
то же	7	16
между отдельными	3	3
развитии научных	3	2
том же	5	2
того же	7	9
понятий мы	3	2
житейские понятия	14	2
частного к	2	2
так как	10	10
развития и	10	3
должно обнаружить	2	3
на то	4	5
как мы	10	13
все эти	2	5
установить что	4	2
не могут	5	3
как это	3	9
в наших	4	2
внимание на	2	3
в ином	3	2
не в	4	4
процессе обучения	7	4
других понятий	7	2
может быть	13	12
различие между	2	3
в этой	5	3
школьном возрасте	8	5
и научных	9	4
и к	6	5
что обучение	10	2
этом отношении	3	7
что уже	2	2
развития понятий	6	13
из них	2	4
когда мы	6	2
что и	4	9
как в	3	5
от развития	2	2
как и	6	9
в развитии	24	25
возрастной ступени	2	2
один из	3	3
ясно что	4	2
понятий и	10	9
показали что	4	4
самом деле	2	7
что научные	4	6
в нашей	3	2
и то	4	10
как они	2	4
языке и	2	2
ту же	3	2
понятия не	4	7
и других	7	3
целый ряд	4	5
тому что	11	4
значение слова	3	7
по своей	3	6
данной ступени	4	2
это означает	3	2
только что	2	4
для объяснения	2	2
те же	3	6
в основе	3	17
и что	6	8
ребенком в	3	3
на его	3	3
с другой	2	12
