3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram
то есть в	4	3
о том что	2	2
в отличие от	3	2
себе еще не	2	2
о себе самом	3	6
друг с другом	5	3
по отношению к	5	11
в том что	2	7
как мы уже	2	2
но в то	2	2
в большинстве случаев	8	2
в самом деле	4	2
в романах достоевского	4	6
в то же	5	7
сами по себе	2	3
с точки зрения	9	15
нам кажется что	3	2
можно сказать что	2	2
с другой стороны	3	2
можно было бы	2	3
по себе еще	2	2
то перед нами	4	2
как бы в	3	2
в одной плоскости	2	3
не может быть	8	3
и не может	7	2
в этом смысле	2	9
то же время	5	7
до сих пор	8	2
в произведениях достоевского	2	2
в одном из	2	2
как нам кажется	2	2
