2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
о мире	8	5
никогда не	4	17
на них	7	2
в нем	16	20
всего этого	3	3
так же	7	5
можно было	2	2
друг к	3	3
его в	4	3
к нему	13	11
так и	8	3
в своей	4	6
и вы	2	2
это не	3	3
для достоевского	2	4
с точки	2	9
переходит в	2	2
прежде всего	12	11
в ее	3	3
и он	2	3
в форме	3	2
но это	6	2
в одной	3	5
не о	4	2
и в	35	45
но не	6	6
то есть	16	50
тот же	4	2
для него	14	9
отношение к	6	8
у него	4	6
как к	5	2
при этом	2	2
и внутренне	2	2
все это	14	5
связан с	2	2
подобно тому	2	2
в чужих	2	2
и слово	8	6
и с	12	7
но на	4	2
уже в	3	4
их в	2	7
про себя	2	3
герой не	2	2
и как	2	2
того что	3	3
точки зрения	7	19
не менее	2	2
себя в	2	2
в чем	4	2
тому как	2	2
в своем	2	5
в голове	2	2
так сказать	2	7
что он	24	7
так что	5	2
не знает	6	4
так чтобы	4	2
протяжении всего	4	2
в большинстве	2	2
из подполья	35	4
романах достоевского	4	6
нет и	4	3
вступает в	2	4
что они	6	3
то же	15	5
в целом	3	5
словом о	2	2
переходим к	4	2
в диалоге	3	3
а что	2	2
как бы	31	15
им в	2	4
на протяжении	5	3
что в	6	6
произведениях достоевского	2	4
уже не	3	6
мы остановимся	3	2
в этом	14	20
должно быть	3	4
братьях карамазовых	3	2
и самое	2	2
в жизни	2	3
этом смысле	3	5
его и	3	3
героя и	10	7
лишь в	7	2
с которыми	2	2
здесь в	2	2
героя в	5	5
но как	4	2
себе самом	5	3
лежит в	2	2
к другу	3	3
в мире	4	3
еще не	7	9
в то	11	5
и для	8	2
так как	4	5
иной степени	2	2
как раз	4	6
и у	4	2
с другими	2	7
но уже	2	2
точек зрения	2	3
было бы	3	4
в самом	6	13
смысле этого	2	2
и прежде	4	2
он как	4	3
таким образом	7	11
а в	7	3
дело идет	3	6
образа героя	3	2
его целом	2	3
у достоевского	12	14
ни одного	9	3
за собой	3	2
действующими лицами	2	2
вовсе не	7	7
и т.п	6	6
как мы	8	8
о них	2	2
все эти	3	4
например в	2	2
он и	5	4
всего романа	2	2
и т.д	3	3
нет ни	2	3
всем этим	2	2
конце концов	3	3
слово о	7	6
достоевского в	3	4
во всех	3	4
о нем	2	6
не в	10	8
друг с	4	2
конечно в	2	2
отношению к	7	8
но только	3	2
но все	4	4
этого слова	5	2
сознания и	4	6
и не	27	42
за пределы	3	5
в произведении	2	5
даже в	5	6
ни в	2	2
может быть	14	18
его с	5	2
на него	5	2
показать что	2	2
одного сознания	3	6
мире достоевского	3	6
достоевского как	2	5
конечно не	2	6
даже и	3	2
мы можем	2	4
в одном	6	6
о том	2	3
большинстве случаев	2	2
в произведениях	2	3
о себе	17	3
не как	3	6
я и	2	3
и к	12	2
я не	8	6
что у	6	4
в себе	5	5
мы должны	3	4
но ведь	2	3
завершенный образ	2	2
ивана карамазова	4	4
и со	3	2
что не	4	5
но и	14	15
бы в	4	5
себя и	8	2
только в	6	9
в дальнейшем	2	2
уже говорили	5	2
для этого	2	3
чужое слово	6	3
что же	7	4
жизнь и	2	3
из них	3	9
как он	2	4
обращено к	2	3
и сам	7	3
достоевского это	3	2
что и	3	5
в этих	2	4
как в	5	4
или иной	4	3
него нет	2	3
слово в	2	3
то что	10	5
как и	18	14
можем сказать	2	2
мы видели	2	3
потому что	8	8
бы не	2	3
что все	2	3
достоевского и	2	2
в которой	2	2
в каждом	6	4
это как	3	2
сознание и	2	4
с другом	4	2
рядом с	4	3
в братьях	3	2
он сам	6	6
это было	2	2
и его	14	8
в пределах	11	4
до конца	4	7
самом деле	10	4
с ними	5	4
не может	18	24
он не	13	9
сливается с	4	4
в его	21	22
с ним	7	8
с его	7	8
с самим	15	2
в той	4	3
том что	3	7
по себе	4	8
не только	10	16
он уже	3	2
мы уже	8	3
одной из	2	2
а как	2	4
в них	4	4
и мир	2	5
слово и	2	2
в виду	3	2
тем что	4	2
той или	4	3
а не	4	10
у меня	6	3
хотя и	2	2
и даже	5	3
кажется что	2	2
как его	3	2
самого героя	3	2
в кругозор	2	2
диалог в	2	2
бы он	2	2
бы и	2	3
же время	10	3
и на	6	7
в ней	2	7
есть только	2	4
в рассказе	2	3
героев достоевского	3	4
он есть	2	2
в сторону	2	2
с ее	3	3
только что	3	2
человек из	7	2
в котором	3	7
по отношению	6	8
быть в	2	2
в конце	5	4
для себя	7	3
в романах	5	8
хотя бы	2	5
или в	2	2
те же	2	2
в диалогах	4	2
все его	4	3
ничего не	3	3
слова в	6	4
в начале	3	2
все время	4	3
и по	2	2
среди других	2	2
человека как	2	2
там где	7	6
увидеть и	2	2
в том	5	8
а с	3	3
человека с	3	2
тотчас же	4	2
и что	6	2
но в	19	6
на его	4	5
от него	6	3
и от	3	3
и вот	4	2
друг друга	2	7
в сущности	14	7
не хочу	4	2
к герою	8	5
сказать что	3	5
все же	8	4
и голос	5	2
