3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram
в известной мере	3	2
в xvi веке	6	2
раз в году	2	2
в романе рабле	4	7
нужно сказать что	3	2
в другом месте	2	2
в эпоху рабле	4	3
в этом веке	2	2
как мы видели	2	4
в этом отношении	3	5
но в то	3	5
и во всех	3	3
мы уже говорили	5	2
зрения на мир	2	4
благоговения и страха	3	4
в то же	6	9
с точки зрения	5	2
сих пор еще	2	2
можно сказать что	2	2
и страха божия	2	4
не может быть	4	2
в средние века	8	2
в xvii веке	10	2
жизни и смерти	5	2
еды и питья	2	9
то же время	6	9
до сих пор	4	3
