3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
в конце концов	4	3
достоевский прежде всего	2	2
то есть в	3	8
с их мирами	4	2
о том что	2	3
в мире достоевского	4	2
в его целом	5	3
человека в человеке	3	2
о себе самом	6	3
в зависимости от	3	3
друг с другом	3	2
в его творчестве	2	3
по крайней мере	2	2
полифоническом романе достоевского	3	2
по отношению к	11	8
романа в его	2	3
человек из подполья	3	2
в том что	7	4
дело идет не	3	3
в этом отношении	5	2
подобно тому как	3	2
но в то	2	3
и в этом	3	6
в большинстве случаев	2	2
в самом деле	2	3
в романах достоевского	6	5
в то же	7	3
с точки зрения	15	9
видения и изображения	4	2
в полифоническом романе	2	3
хотя бы и	2	2
можно сказать что	2	2
как бы в	2	2
само по себе	2	2
в одной плоскости	3	4
не может быть	3	6
и не может	2	2
в этом смысле	9	5
из одного куска	2	2
то же время	7	3
до сих пор	2	2
в произведениях достоевского	2	3
идет не об	3	3
дело идет о	2	2
