2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
он был	2	3
мы имеем	14	15
и ее	3	2
же мы	5	2
в античности	4	3
такой же	3	2
из этих	4	3
эти случаи	2	4
наряду с	3	6
никогда не	13	15
как будто	3	3
что это	2	6
так же	2	13
в нем	8	7
видели что	3	3
можно было	2	5
его в	5	10
так и	5	5
что она	3	5
это не	4	2
после того	2	3
прежде всего	4	5
но это	4	4
в одной	2	4
очень часто	5	4
и в	26	15
одна из	2	2
но не	2	2
в русской	6	5
вместе с	8	7
к тому	2	5
сказке в	2	3
в качестве	3	3
она не	3	5
перед нами	2	2
а потом	2	4
и т	10	19
при обряде	2	2
для нас	2	4
здесь не	2	2
другой стороны	8	2
у него	7	4
он имеет	4	2
при этом	3	4
знаем что	2	12
также как	2	2
живет в	2	2
неи этот	4	3
связан с	6	5
связь с	11	4
связана с	3	6
в царство	11	7
и другие	3	4
с этим	2	5
и с	6	4
что герой	2	5
что мы	2	3
интересно что	2	2
того что	2	3
того как	3	4
что он	9	24
показывает что	3	4
здесь она	2	2
после этого	4	4
так что	3	6
и эти	5	2
главным образом	3	2
что при	2	5
пока не	2	4
здесь можно	7	5
зависит от	4	2
что они	2	10
есть и	4	2
с тем	4	9
то же	5	10
не происходит	3	3
а также	4	2
как бы	4	6
в иное	5	5
представляет собой	2	5
в руки	2	2
сих пор	4	7
что в	12	12
в которых	2	2
в этом	12	11
представления о	10	5
в мифе	4	2
нет необходимости	2	2
с одной	7	4
кроме того	3	2
к сказке	2	2
совершенно ясно	4	2
этого мотива	4	5
еще не	9	9
видно что	2	6
здесь нет	2	2
т е	22	29
этом случае	6	5
они не	3	4
что иное	2	2
имеем и	3	2
так как	18	14
в него	3	2
я его	2	3
в тех	3	2
было бы	2	5
другими словами	3	4
и др	2	4
таким образом	12	7
а в	3	12
пор мы	2	2
ее в	6	2
до сих	4	6
смерти и	2	7
на то	2	3
также не	2	2
имеется в	3	2
вопрос о	3	4
а именно	9	3
неи но	2	2
установить что	2	3
например в	7	2
он и	2	3
в других	4	3
показывают что	5	2
все эти	8	4
представления и	2	2
книги мертвых	5	2
в некоторых	2	2
точно так	2	6
как это	5	3
не в	3	7
но есть	3	2
некоторых случаях	2	2
же можно	3	3
имеем в	4	5
но все	2	5
отношению к	2	3
его пути	2	3
что эти	2	4
мы видим	5	8
царство мертвых	4	6
и не	10	11
или он	2	3
человека в	2	2
может быть	11	17
ни в	2	2
на него	2	5
и наконец	3	5
уже знаем	2	3
мы знаем	2	11
мы можем	7	8
к себе	2	2
в одном	3	5
мы рассмотрим	3	2
так в	6	3
о том	7	3
в этой	2	4
при помощи	3	2
что смерть	2	2
на этой	2	2
в тридесятое	4	3
в себе	3	4
мы должны	2	4
что у	2	2
вход в	4	6
сказке она	2	3
тридесятое царство	6	4
что здесь	3	4
только в	5	6
но и	9	14
не будем	2	4
более ранних	6	2
как он	6	3
когда мы	2	2
представление о	9	2
в этих	2	11
что и	4	6
как в	6	5
то что	6	12
как и	5	2
увидим что	2	3
мы видели	11	2
силу и	2	3
потому что	13	9
т д	8	18
случаев в	2	2
в очень	4	3
этот случай	6	4
один из	3	8
в мифах	4	4
и это	8	3
что этот	2	3
и его	7	3
в сказках	3	8
и только	3	2
когда он	3	3
эти обряды	2	2
с ними	2	2
он не	2	8
не может	6	5
русской сказке	6	6
в его	5	6
и то	3	2
не только	10	18
том что	10	7
мы уже	6	6
тем самым	2	2
уже видели	3	4
и они	2	4
могут быть	3	2
попадает в	3	5
тем что	5	4
а не	2	5
же как	3	5
мы не	6	3
их в	3	2
должны были	2	8
в ней	5	4
то это	5	6
и на	12	4
случай мы	2	3
под названием	2	2
не было	3	2
эти представления	5	3
по отношению	2	3
так у	3	2
эта связь	6	3
это явление	2	2
этот мотив	5	4
или в	3	2
предположить что	3	3
ничего не	2	7
на котором	3	2
дает нам	2	2
иной мир	3	4
одной стороны	7	3
в северной	2	2
превращается в	7	2
в эту	2	2
в том	12	6
а с	2	2
книге мертвых	2	2
иное царство	6	4
но в	7	6
здесь мы	4	3
в сказке	23	21
и что	5	6
долганский фольклор	2	3
на его	4	2
как указано	3	3
с другой	10	2
но он	2	4
власть над	7	4
и по	4	2
сказать что	3	2
все же	8	9
его не	2	2
из него	2	2
на островах	3	4
