2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
мы имеем	19	7
я тебя	2	2
связи с	6	3
относится к	2	3
из этих	3	3
эти случаи	3	2
в этот	2	4
никогда не	3	2
в нем	9	2
так же	3	18
видели что	4	3
его в	3	9
к нему	5	6
так и	2	10
что она	5	3
это не	6	5
в лесу	26	12
после того	2	2
в свете	5	3
сказке герой	4	3
но это	3	3
и он	2	3
в одной	3	3
в данном	4	3
и в	22	26
одна из	2	2
в брак	14	2
но не	7	5
в русской	3	3
стоит на	3	2
вместе с	9	6
если бы	6	2
в немецкой	3	2
в силу	2	5
этих случаях	7	8
сказке в	4	2
в качестве	2	7
она не	4	3
данном случае	3	3
и т	16	27
сказка не	2	2
для нас	4	3
должен был	3	3
здесь не	3	4
отношение к	4	2
другой стороны	7	4
у него	3	5
при этом	2	3
происходит в	2	2
знаем что	2	7
живет в	5	2
связь с	6	12
связан с	2	3
герой в	2	3
вступают в	2	2
связана с	3	2
этот вопрос	2	2
в царство	4	2
и другие	4	3
с этим	8	2
и с	4	5
и есть	2	2
что герой	3	2
частный случай	2	4
не сохранила	2	3
и как	3	5
того что	5	2
не менее	5	2
указать что	3	2
не дает	2	2
все что	3	4
что он	9	10
одной сказке	3	2
показывает что	5	10
так что	5	2
в своем	2	2
тем не	5	2
с появлением	4	4
здесь можно	6	2
есть и	5	2
что они	8	6
с тем	2	2
то же	6	8
в целом	3	2
на этом	4	2
к этому	7	5
а также	2	3
представляет собой	3	2
здесь на	2	2
во все	2	2
сих пор	5	5
что в	15	14
уже не	7	5
в которых	2	4
в этом	17	7
представления о	2	3
на могилу	12	2
и там	4	2
его и	4	2
видим что	4	2
у тебя	2	2
не всегда	4	6
не мог	2	3
в обряде	5	2
на острове	3	2
видели как	3	2
от них	3	2
этого мотива	4	3
еще не	10	6
т е	16	18
этом случае	5	3
имеем и	3	2
что иное	3	3
так как	7	9
и у	3	5
в тех	2	4
было бы	3	2
в могилу	2	2
с того	2	3
и др	2	5
таким образом	10	10
а в	6	8
с миром	2	3
случаи когда	4	2
в животное	3	5
и и	2	3
его на	2	4
до сих	5	5
уже выше	2	2
на том	3	2
как мы	8	5
а именно	4	3
вопрос о	2	4
вовсе не	2	4
ж ст	5	2
представляют собой	4	4
все эти	4	3
например в	2	3
белый цвет	4	2
в других	4	2
в лес	12	3
за это	2	2
свете этих	2	4
все еще	6	3
точно так	2	5
в некоторых	5	5
на смену	4	3
как это	4	3
между прочим	3	2
не в	4	5
но есть	2	2
некоторых случаях	3	4
имеем в	4	2
у нас	4	2
но все	2	5
сказке о	4	3
в русских	3	2
мы видим	8	6
возможно что	6	2
и не	12	9
может быть	11	14
даже в	2	4
ни в	2	2
в виде	2	2
мы знаем	2	8
не видно	3	2
и все	3	2
мы можем	6	6
в одном	2	5
мы рассмотрим	2	7
о том	3	4
с собой	2	5
так в	6	4
в этой	5	2
при помощи	3	10
обряда посвящения	4	5
в связи	3	2
иное как	3	3
мы должны	7	5
что у	3	3
что здесь	6	7
только в	4	3
но и	12	12
в другом	2	5
не что	3	3
мы здесь	4	2
в дальнейшем	4	6
аф неи	5	3
известно что	2	2
из них	7	2
не имеет	2	3
у нее	2	2
и более	2	3
в этих	11	7
выше мы	3	2
в доме	12	4
то мы	2	2
что и	9	9
как в	2	7
то что	7	16
как и	3	7
мы видели	13	6
т д	15	24
мы увидим	3	3
потому что	3	6
в другой	4	3
неи в	8	4
указать на	2	3
этот случай	8	9
в особенности	2	2
и здесь	7	5
и пр	11	11
поставить вопрос	2	2
и его	4	10
с переходом	2	2
с ними	3	5
не может	4	6
он не	5	7
ему как	2	2
русской сказке	2	4
в его	3	5
и то	2	6
когда герой	2	4
не только	14	15
том что	8	3
мы уже	6	5
видели выше	3	2
а затем	3	3
здесь сказка	2	2
и они	4	2
на себя	2	4
во время	6	7
могут быть	5	6
попадает в	11	3
и яга	3	3
тем что	4	5
а не	6	6
случаи показывают	2	2
хотя и	2	2
этих материалов	3	2
же как	2	13
раньше чем	3	5
и даже	2	4
их в	3	7
то это	2	5
на это	2	2
и действительно	2	3
и на	4	2
есть только	2	3
можно найти	4	2
же в	2	3
из-за могилы	2	2
связанных с	2	2
но этот	2	2
этот мотив	5	4
немецкой сказке	3	2
или в	11	3
предположить что	7	6
что на	4	2
ничего не	6	5
в северной	3	2
там где	7	3
превращается в	3	7
в том	9	3
русских сказках	2	2
в сказке	50	47
но в	10	5
здесь мы	5	2
и что	2	5
на его	3	3
как указано	2	2
с другой	7	4
от него	2	2
и вот	2	2
но он	4	4
власть над	4	11
сказать что	3	2
все же	5	9
в частности	5	2
