2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
мы имеем	15	13
к чему	2	3
связи с	8	4
наряду с	6	3
никогда не	15	14
как будто	3	4
по мере	3	2
так же	13	7
что это	6	8
не совсем	3	3
мы в	2	2
в нем	7	2
на смерть	2	2
его в	10	6
так и	5	9
об этом	11	4
видели что	3	3
можно было	5	5
что она	5	5
это не	2	7
в лесу	15	8
в свете	2	2
прежде всего	5	10
но это	4	4
и обряд	2	4
очень часто	4	3
и в	15	28
одна из	2	2
но если	3	2
но не	2	5
в русской	5	2
она дает	2	2
вместе с	7	6
в избушке	9	2
в немецкой	2	2
в силу	2	5
этих случаях	10	2
к тому	5	6
сказке в	3	3
в качестве	3	5
и т	19	25
перед нами	2	3
на крыльцо	2	2
для нас	4	13
должен был	3	3
здесь не	2	4
именно в	2	3
другой стороны	2	5
все это	3	4
при этом	4	3
детей в	8	3
живет в	2	2
связь с	4	4
обряд посвящения	9	2
в царство	7	7
и другие	4	4
с этим	5	4
и с	4	4
что герой	5	9
очень разнообразны	2	3
к которому	5	5
сказка сохранила	2	9
самого начала	2	2
что мы	3	7
того что	3	4
того как	4	3
не все	2	4
что он	24	10
показывает что	4	3
так что	6	4
не знает	2	5
и эти	2	3
или на	4	3
пока не	4	2
возвращается с	2	2
здесь можно	5	2
в иной	5	4
зависит от	2	2
что они	10	5
дома не	3	2
с тем	9	4
см неи	5	3
то же	10	12
не знают	2	3
как бы	6	2
в иное	5	4
представляет собой	5	4
и их	2	3
в руки	2	3
что в	12	12
сих пор	7	5
в этом	11	8
представления о	5	3
некоторое время	2	2
его и	4	2
видим что	5	9
в мифе	2	2
в обряде	7	3
нет необходимости	2	2
к яге	5	2
дремучий лес	3	2
с одной	4	4
к сказке	2	3
здесь в	2	2
он в	3	2
в их	3	3
куда ты	2	2
этого мотива	5	2
еще не	9	7
видно что	6	6
и для	2	4
т е	29	10
они не	4	4
так как	14	6
нисколько не	2	2
в тех	2	2
очень много	8	3
было бы	5	7
другими словами	4	4
синяя борода	2	2
и др	4	7
в избушку	4	5
этого обряда	2	5
таким образом	7	8
а в	12	7
пор мы	2	2
ее в	2	5
пути в	2	2
до сих	6	5
на нее	2	2
на то	3	4
момент когда	2	2
вопрос о	4	5
а именно	3	4
неи но	2	2
ж ст	6	2
представляют собой	3	6
на вопрос	2	2
например в	2	5
из дома	4	6
установить что	3	4
показывают что	2	5
все эти	4	4
книги мертвых	2	2
в лес	27	8
в некоторых	2	2
попадает к	4	2
точно так	6	3
как это	3	3
во всех	2	2
о нем	4	2
увидим ниже	4	2
не в	7	9
это так	2	4
но все	5	4
отношению к	3	3
и часто	2	2
мы видим	8	11
находится в	2	4
царство мертвых	6	5
всех этих	3	2
и не	11	9
может быть	17	25
на него	5	4
только с	2	2
мы знаем	11	4
в одном	5	5
о том	3	9
так в	3	4
в этой	4	6
при помощи	2	2
обряда посвящения	3	2
по существу	2	5
в связи	5	4
с самого	2	2
я не	2	3
в тридесятое	3	2
в себе	4	2
мы должны	4	13
вход в	6	6
что здесь	4	5
только в	6	11
не просто	2	3
не будем	4	5
но и	14	10
и когда	2	2
в другом	9	3
дело не	4	5
мы здесь	6	3
более ранних	2	3
из них	2	3
как он	3	2
когда мы	2	2
то мы	2	4
выше мы	3	3
в доме	3	2
в этих	11	7
что и	6	6
как в	5	2
то что	12	9
как и	2	4
обряду посвящения	3	2
увидим что	3	5
мы увидим	8	10
потому что	9	4
мы видели	2	2
т д	18	22
в очень	3	2
право на	3	2
один из	8	4
в особенности	2	2
будто бы	2	3
и здесь	9	7
что этот	3	2
он должен	2	2
был бы	2	2
и пр	7	4
что яга	6	3
и его	3	3
и только	2	2
когда он	3	6
сказки с	2	6
ни один	2	6
он не	8	2
не может	5	15
умершую жену	3	3
русской сказке	6	2
в его	6	5
и она	3	2
и если	2	2
не только	18	12
том что	7	7
а затем	2	2
одной из	4	2
во время	2	3
этот материал	2	3
мере того	2	2
ко мне	2	2
могут быть	2	4
попадает в	5	5
тем что	4	3
а не	5	15
же как	5	2
раньше чем	3	4
мы не	3	10
их в	2	5
должны были	8	2
в ней	4	7
то это	6	3
и на	4	4
в основном	2	2
это за	2	3
таких случаях	2	2
по отношению	3	3
в котором	5	3
это явление	2	2
немецкой сказке	2	2
хотя бы	2	4
или в	2	5
ничего не	7	2
не должен	4	5
на котором	2	3
иной мир	4	3
но они	4	2
охраняет вход	2	2
одной стороны	3	4
превращается в	2	4
в том	6	9
а с	2	2
иное царство	4	6
но в	6	8
в таких	2	2
неи все	3	2
здесь мы	3	7
в сказке	21	44
и что	6	10
с другой	2	6
лес и	6	2
ключ к	2	3
и по	2	3
сказать что	2	5
все же	9	10
приводит к	2	2
