2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
в чужом	4	2
мы имеем	3	2
друга но	2	2
в свое	2	2
никогда не	6	17
в нем	17	20
так же	3	5
в художественном	2	3
можно было	2	2
на почве	2	4
есть в	6	8
в своей	3	6
в словах	4	2
к нему	5	11
об этом	2	3
так и	4	3
это не	5	3
для достоевского	2	4
с точки	9	9
из одного	2	2
прежде всего	9	11
и он	6	3
но это	6	2
в одной	2	5
одна из	2	3
и в	46	45
карнавального мироощущения	2	4
в процессе	4	2
но не	4	6
которую он	2	3
то есть	40	50
если бы	3	2
она не	3	5
перед нами	12	4
для него	2	9
диалогических отношений	8	2
отношение к	3	8
здесь не	4	2
не входит	2	2
у него	5	6
при этом	5	2
все это	6	5
и одновременно	2	2
человека и	3	2
в результате	2	3
этот вопрос	2	4
и другие	3	4
и с	7	7
но на	2	2
уже в	4	4
их в	3	7
и как	2	2
поэтому и	2	3
точки зрения	11	19
того как	2	3
себя в	3	2
не менее	2	2
отношения к	2	2
все что	2	3
может стать	2	2
в своем	3	5
что он	6	7
так сказать	5	7
так что	2	2
не знает	4	4
так чтобы	3	2
все же	4	4
в большинстве	9	2
романах достоевского	7	6
нет и	2	3
есть и	2	3
то же	6	5
чужих слов	4	2
переходим к	2	2
в диалоге	3	3
как бы	19	15
а что	4	2
и их	3	6
это вовсе	2	2
между ними	10	4
сих пор	8	2
что в	4	6
произведениях достоевского	3	4
диалогического общения	4	2
уже не	4	6
в этом	16	20
друг в	3	3
должно быть	4	4
братьях карамазовых	2	2
одной плоскости	2	4
в жизни	5	3
этом смысле	2	5
себя на	2	2
героя и	4	7
лишь в	2	2
должна быть	2	3
мы слышим	4	2
здесь в	2	2
героя в	3	5
здесь конечно	2	2
себе самом	5	3
и понимает	3	3
мы и	3	3
в их	4	4
от них	2	2
видения и	2	3
в последующих	3	2
и о	3	2
еще не	7	9
в мире	3	3
в то	5	5
здесь нет	3	2
и для	3	2
они не	2	2
так как	5	5
как раз	7	6
значение для	3	3
точек зрения	4	3
было бы	3	4
карнавальное мироощущение	2	2
в самом	9	13
авторского слова	2	2
он как	2	3
и до	3	4
таким образом	4	11
а в	2	3
у достоевского	16	14
авторской речи	2	2
его творчества	3	5
до сих	8	2
на то	3	2
сознании и	2	2
авторским словом	3	2
и т.п	14	6
достоевского но	3	3
вовсе не	9	7
произведений достоевского	6	3
как мы	12	8
все эти	4	4
например в	4	2
он и	4	4
и т.д	3	3
жизни и	5	15
к ним	4	3
преступлении и	2	2
достоевского в	8	4
слово о	4	6
в романе	6	3
во всех	5	4
здесь и	3	2
о нем	6	6
не в	10	8
друг с	5	2
к достоевскому	2	3
имеем в	3	2
но все	2	4
отношению к	5	8
у нас	2	2
сознания и	2	6
остановимся на	2	2
и не	27	42
за пределы	5	5
в произведении	2	5
может быть	23	18
ни в	6	2
автора и	2	2
на него	3	2
на пороге	12	4
в особом	2	2
мире достоевского	2	6
конечно не	8	6
большинстве случаев	8	2
мы можем	4	4
в одном	11	6
о том	5	3
о себе	5	3
в произведениях	2	3
не как	3	6
более того	3	5
и к	9	2
в себе	7	5
но ведь	2	3
которые в	2	2
от автора	2	4
правда в	3	2
бы в	3	5
но и	12	15
себя и	3	2
только в	6	9
для этого	2	3
автор не	2	4
для понимания	2	2
чужое слово	40	3
что же	3	4
жизнь и	3	3
как он	3	4
самого достоевского	2	2
и сам	5	3
достоевского это	2	2
что и	3	5
в этих	4	4
как в	4	4
или иной	2	3
творчества достоевского	2	2
слово в	6	3
то что	4	5
как и	12	14
потому что	4	8
бы не	2	3
достоевского и	2	2
мы сказали	3	3
в каждом	6	4
с другом	5	2
рядом с	5	3
и здесь	4	2
том числе	4	2
и пр	2	2
он сам	2	6
в братьях	2	2
и его	6	8
самом деле	4	4
в пределах	10	4
до конца	4	7
числе и	3	2
не может	19	24
он не	4	9
в его	9	22
одним из	3	3
и наказании	2	2
с ним	2	8
с его	5	8
с самим	5	2
в той	3	3
том что	4	7
по себе	7	8
можно сказать	4	2
он уже	2	2
не только	14	16
отражаются друг	2	2
мы уже	3	3
слова героя	2	2
меньшей степени	2	2
а как	2	4
свое время	2	2
могут быть	2	4
слово и	7	2
в виду	4	2
тем что	3	2
той или	2	3
же как	2	4
у меня	3	3
хотя и	6	2
и даже	3	3
кажется что	3	2
этого слова	2	2
и идеи	3	5
а не	11	10
из своих	2	2
бы и	2	3
и других	4	3
же время	5	3
и на	11	7
он есть	2	2
в рассказе	2	3
героев достоевского	3	4
в условиях	3	2
сама по	2	5
но с	2	3
не было	2	2
и следовательно	2	7
с ее	3	3
по отношению	5	8
в котором	5	7
в самой	5	3
в конце	3	4
в романах	5	8
мысли и	2	3
хотя бы	2	5
или в	8	2
те же	2	2
в диалогах	2	2
ничего не	2	3
как слово	2	5
слова в	13	4
все время	2	3
героя с	2	2
людей и	4	2
в друге	2	3
там где	2	6
превращается в	4	4
в том	9	8
самосознания и	2	2
и что	3	2
и через	2	2
конечно и	3	2
но в	6	6
в преступлении	2	2
диалогические отношения	15	3
друг друга	6	7
в сущности	7	7
и по	2	2
сказать что	2	5
далеко не	3	4
