2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
связи с	3	3
интересующих нас	2	3
никогда не	8	2
так же	15	16
друг другу	2	3
в данном	2	2
системы в	4	2
к тому	10	4
по сравнению	15	6
у ребенка	13	6
с этим	4	6
и как	6	5
самого начала	7	8
пути развития	2	2
точки зрения	13	26
того как	5	2
отношения к	3	3
же самое	6	3
в психологии	3	10
нам думается	5	6
что они	2	3
в целом	3	20
как бы	11	11
мы называем	2	3
что в	17	14
тем и	3	3
является как	3	2
лежит в	3	2
той же	4	2
нас к	4	8
с другими	2	2
в первую	3	3
пиаже но	2	2
было бы	9	4
между этими	4	6
таким образом	18	26
а в	2	2
что если	2	2
представляют собой	3	2
и т.д	3	5
речь в	2	2
рассматривается как	2	2
приходит к	2	3
отношению к	10	7
точку зрения	2	2
в школьном	9	3
новом направлении	2	2
с помощью	13	13
по существу	2	4
в себе	4	6
не с	2	2
только в	18	6
от этого	3	2
не имеет	6	2
сравнению с	14	5
школьного возраста	3	3
и его	3	6
мы пытались	2	5
ребенка в	8	8
не может	19	12
он не	7	5
могли бы	9	6
по себе	3	5
и тем	5	6
в них	3	2
мысли в	4	5
нашего исследования	5	8
тем что	8	6
хотя и	3	2
связи между	6	3
все основные	2	2
связей и	2	2
и следовательно	4	3
в котором	2	4
мысли и	2	6
сам пиаже	3	4
он может	2	2
в том	28	24
ребенка это	2	4
но в	5	5
все же	2	3
к анализу	3	3
приводит к	6	4
в частности	4	2
между двумя	2	2
о природе	2	4
по мере	3	4
из этого	2	5
действия и	3	2
так и	6	5
с точки	10	18
в одной	4	3
и в	28	23
исследования мы	2	2
вместе с	7	9
оба эти	3	3
в качестве	4	9
она не	2	3
исследования в	3	4
не станем	2	5
этом вопросе	2	4
в такой	2	3
другой стороны	2	9
все это	2	6
при этом	3	4
представить себе	3	5
этот вопрос	3	3
к решению	2	2
мышления но	2	4
что мы	11	5
что он	18	7
показывает что	7	3
нуждается в	3	2
с тем	5	7
только тогда	4	2
детской речи	5	9
ребенка не	4	2
в исследовании	4	3
в этом	27	17
своей природе	4	2
понятий ребенка	14	3
стороны речи	2	8
не могло	2	3
гласит что	2	2
мы и	4	3
к другу	4	2
в их	3	3
в то	6	7
как раз	6	4
в самом	8	7
в ходе	3	8
мышления и	7	40
ее в	2	2
до сих	3	4
письменной речи	7	2
