3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram
в развитии мышления	6	4
на то что	3	6
во всяком случае	4	6
по сравнению с	3	5
для того чтобы	7	10
ступень в развитии	6	3
в собственном смысле	6	3
о том что	3	4
в отличие от	6	3
мы склонны видеть	2	2
в зависимости от	5	6
смысле этого слова	4	3
в эту пору	2	3
друг с другом	5	2
заключается в том	7	7
мы знаем о	2	2
отношения между знаком	2	3
с помощью которого	2	2
развития мышления и	3	2
мышление и речь	3	2
по отношению к	2	5
в том что	17	21
мы могли бы	7	4
как мы уже	2	3
в развитии речи	4	10
в генетическом отношении	2	2
мышления и речи	18	9
фазу в развитии	2	4
в этом отношении	3	3
мы уже говорили	5	3
речи и мышления	2	3
собственном смысле слова	2	3
все что мы	2	4
является то что	4	2
как уже сказано	5	2
в последнее время	3	4
в развитии ребенка	2	3
в высшей степени	6	7
а с другой	3	4
можно было бы	5	5
между знаком и	2	3
мы не станем	4	2
по своей психологической	2	3
с одной стороны	5	7
само по себе	2	2
в связи с	5	6
не может быть	2	6
в пользу того	2	2
функциональное употребление знака	2	2
что мы знаем	3	6
в этом смысле	2	2
развития детского мышления	2	7
мы видели что	3	3
зависимости от этого	2	2
состоит в том	3	3
