3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram
пир на весь	2	3
в известной мере	2	3
то есть в	2	2
во время пира	2	2
для того чтобы	6	3
в романе рабле	7	8
нужно сказать что	2	2
в эпоху рабле	3	15
как мы видели	4	2
но вернемся к	2	2
доме де баше	3	3
в доме де	3	3
в то время	2	2
в большинстве случаев	2	5
на весь мир	3	5
мы уже говорили	2	5
в то же	9	8
с точки зрения	2	2
кн iii гл	3	4
том числе и	2	2
кн i гл	2	5
то же время	9	8
в материально-телесном плане	2	2
в том числе	4	3
