2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
связи с	9	3
значением слова	3	3
интеллектуальных операций	4	3
отдельных конкретных	2	2
наряду с	3	3
формы мышления	7	3
никогда не	4	5
их развития	2	5
так же	17	11
человека мы	2	2
тому или	2	2
и мышления	2	3
в комплекс	4	6
что процесс	2	2
в своеобразном	2	2
и понятие	2	3
к тому	4	6
перед нами	10	5
для нас	2	4
он имеет	2	2
по сравнению	4	4
у ребенка	19	13
в результате	3	8
с этим	4	5
переход от	3	2
и как	5	9
что слово	4	2
с понятиями	4	2
пути развития	3	5
едва ли	2	2
точки зрения	6	24
того как	3	2
экспериментальное исследование	3	2
образовании понятий	5	5
что они	10	14
в целом	13	11
как бы	10	7
мы называем	2	2
что в	17	19
своеобразном сочетании	2	2
отличается от	3	2
этом смысле	2	8
но как	3	2
той же	4	6
образования понятий	45	19
что развитие	3	6
для развития	3	2
нас к	2	3
от понятия	3	2
и у	6	2
в него	3	2
было бы	10	8
смысле этого	4	7
образовании понятия	2	2
таким образом	17	25
переходном возрасте	9	3
а в	4	2
мышления с	2	4
в экспериментальных	4	2
высшей степени	6	2
когда ребенок	2	2
и т.д	5	2
общего к	3	2
приходит к	6	3
предметов в	3	2
в эксперименте	4	3
основе их	4	3
что эти	3	2
ребенка мы	2	3
предметов и	4	2
образом что	2	4
с помощью	42	31
в связи	6	3
в себе	2	10
которые в	3	4
является не	2	4
только в	10	10
помощью которого	2	2
для образования	3	3
и которые	3	2
сравнению с	3	3
интеллектуальной деятельности	7	2
школьного возраста	3	2
и это	4	2
и его	2	5
и только	2	4
ребенка в	12	4
функциональное значение	5	2
собственном смысле	6	7
не может	6	6
могли бы	11	9
понятий у	5	2
не есть	3	2
значения слова	2	8
интересующей нас	2	4
со всеми	6	3
экспериментального исследования	2	3
понятий не	2	3
тем что	8	7
мышлением в	4	4
экспериментального анализа	3	7
как показывает	2	2
том виде	2	2
слова в	2	9
в том	23	42
понятий но	4	3
в другую	2	3
все же	6	5
в совершенно	2	3
в экспериментальном	4	2
приводит к	4	3
в частности	4	5
к одному	5	6
между двумя	2	2
мы имеем	4	2
для ребенка	10	2
к мышлению	3	5
что это	5	2
его в	3	6
так и	5	5
очень часто	2	2
является в	3	3
и в	25	20
целом мы	2	2
вместе с	14	8
помощью речи	2	2
в качестве	12	21
понятия в	7	8
как оно	3	2
другой стороны	3	9
при этом	5	12
понятий на	2	4
имели возможность	4	2
со всей	2	2
уже в	7	6
к которому	3	3
что мы	7	7
тому как	2	2
что он	6	6
столь же	7	3
показывает что	8	2
на первый	2	4
понятие возникает	2	6
с тем	16	6
место в	2	2
детской речи	6	2
по пути	4	2
мы говорили	4	3
развития поведения	2	2
отдельных элементов	3	3
в этом	14	24
понятий ребенка	2	4
должно быть	2	3
мы и	2	2
в мышлении	11	21
еще не	4	2
этой точки	2	4
как уже	6	4
процессе образования	7	2
в самом	3	6
мышления и	23	14
отличие от	6	2
к выводу	2	2
по типу	5	2
которые не	4	2
форм мышления	2	2
его развитии	2	2
предметы в	2	3
на данной	2	3
это положение	2	5
связь между	4	2
на основе	22	10
мышления в	17	16
и не	10	8
находит свое	2	2
в виде	3	3
же слова	2	2
мы можем	7	5
состоит в	3	4
это значит	4	2
из основных	3	4
употребления слова	3	3
бы в	2	3
но и	4	9
процесс образования	12	12
того чтобы	8	7
и отношения	2	2
ребенка и	17	9
для того	7	5
понятия и	3	9
таким же	2	2
потому что	6	12
в собственном	6	7
слова и	6	5
когда он	3	3
что ребенок	7	12
в его	15	11
факт что	5	2
бы сказать	3	3
одним из	5	2
мышлении в	2	2
и речи	20	2
тем самым	2	7
в каком	2	2
ребенка с	3	4
же как	6	6
раньше чем	2	5
одной и	2	5
указывает на	2	2
этого слова	4	11
ребенок не	9	2
ступени в	2	6
мышлении ребенка	7	6
все более	2	2
в детском	4	4
в начале	2	2
ребенком и	3	3
а с	3	2
в какой	4	3
значения слов	5	3
образование понятий	6	5
это мы	2	2
мы в	2	2
в нем	2	2
и того	4	5
видели что	3	2
можно было	6	6
в своей	2	7
прежде всего	4	2
в высшей	6	2
но не	6	3
речи не	2	2
если бы	5	5
тот же	2	9
для него	5	2
именно в	5	3
что оно	4	4
между ребенком	2	2
решающую роль	4	2
и мышление	2	3
мы будем	2	2
говорили выше	2	3
и взрослый	3	6
слова мы	2	3
понятий таким	2	3
понятия а	2	3
что с	4	4
так что	2	3
взрослого человека	10	8
развития в	2	6
возникает на	2	2
в таком	2	2
во всем	3	3
на этом	3	3
своего развития	3	10
что понятие	4	4
а также	2	2
момента в	2	2
представляет собой	6	3
между ними	3	4
очень рано	2	2
роль слова	2	2
по внешнему	5	2
в деле	4	3
с одной	5	9
слова не	2	3
от взрослых	2	2
в понятиях	13	15
и для	2	4
детского мышления	8	24
то обстоятельство	3	3
основе этого	2	2
в речи	2	4
тем же	4	4
и той	2	4
и взрослого	10	2
мышления которая	3	3
на каждой	2	2
невозможно без	2	2
как известно	3	3
относятся к	2	2
на том	3	4
одним и	2	3
мы имели	4	5
по своему	11	4
если мы	3	10
друг с	5	7
тогда когда	4	8
мы видим	3	10
значит что	4	2
между собой	13	5
от мышления	3	2
виде в	2	2
в основу	4	2
одного и	4	6
комплексным мышлением	2	5
синкретических образов	2	2
обе эти	3	5
приводит нас	3	3
мы должны	6	11
мышления ребенка	7	4
не является	8	5
как он	3	4
к образованию	8	2
в этих	2	3
то что	15	15
мы видели	6	6
мышления а	2	3
ступень в	7	3
в области	7	4
с другом	5	7
в действии	3	5
и здесь	2	2
говорит он	4	5
с этой	3	4
со взрослыми	3	2
как говорит	5	2
формы комплексного	2	4
заключается в	9	18
не только	6	15
мышления от	3	2
том что	20	35
животных и	2	2
на этот	2	3
ступени развития	5	2
могут быть	5	7
мы могли	9	9
от того	4	3
комплексное мышление	3	8
уже сказано	5	4
к частному	4	2
экспериментальный анализ	2	3
процесса образования	14	6
они являются	2	7
и на	6	6
во всяком	4	4
с той	2	2
мышления мы	3	5
на котором	2	2
все время	2	4
образования понятия	6	5
всяком случае	4	3
здесь мы	2	2
ряда конкретных	2	2
и от	2	3
друг друга	4	4
сказать что	4	6
мы уже	5	5
между тем	3	9
развитии понятий	3	2
из этих	4	2
или иному	2	2
опыта ребенка	2	3
понятие в	4	8
нами в	2	4
зависимости от	6	2
в процессе	27	27
в силу	6	6
чрезвычайно рано	4	2
на деле	3	3
развитии ребенка	4	2
остановиться на	3	2
процесс развития	2	13
в свою	3	2
входит в	5	2
вслед за	3	2
становится возможным	2	4
конкретных предметов	9	9
ребенка как	3	2
того что	10	10
в отношении	6	10
не менее	6	3
в чем	2	3
в своем	4	4
подростка не	2	2
детском возрасте	2	2
обстоятельство что	3	3
понятий в	6	16
этот процесс	3	6
то же	2	16
между отдельными	5	3
функционального употребления	3	2
к этому	3	4
центральным моментом	2	2
взрослых и	5	2
группы предметов	4	2
в готовом	2	5
того же	6	9
выводу что	4	2
понятий мы	4	2
что слова	2	5
понятий является	3	3
ничего общего	3	3
так как	12	10
лежащих в	3	2
в известном	4	2
внешнему виду	5	2
на то	4	5
как мы	8	13
все эти	7	5
его к	3	4
не могут	4	3
какой степени	4	2
как это	7	9
внимание на	2	3
мышление ребенка	2	3
не в	6	4
