3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram
то что ребенок	3	3
в свою очередь	3	2
по сравнению с	5	3
для того чтобы	14	7
ступень в развитии	2	6
о том что	4	3
включает в себя	2	2
в отличие от	2	6
как показывает исследование	2	2
в зависимости от	2	5
и то что	2	2
друг с другом	7	5
заключается в том	5	7
то время как	4	4
мы могли бы	6	7
с помощью которого	2	2
по отношению к	12	2
то и другое	2	4
как мы видели	2	3
в том что	11	17
в то время	4	4
вместе с тем	2	10
так как она	2	2
в этом отношении	5	3
с этой точки	4	2
это значит что	4	4
с самого начала	5	6
является то что	2	4
этой точки зрения	4	2
в известном смысле	7	2
с другой стороны	2	3
и того же	3	4
в высшей степени	2	6
а с другой	2	3
можно было бы	3	5
то обстоятельство что	2	3
своей психологической природе	2	2
таким образом что	2	2
по своей психологической	2	2
с одной стороны	3	5
само по себе	2	2
мы не станем	2	4
не может быть	3	2
так же как	7	6
могли бы сказать	2	3
одного и того	3	4
состоит в том	3	3
