3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram
с временем и	2	2
в ту эпоху	7	2
для того чтобы	3	3
с начала и	4	3
до наших дней	2	2
о том что	2	2
у рабле в	2	2
в романе рабле	15	8
и в других	2	2
в эпоху рабле	6	15
в гротескном реализме	2	2
как мы видели	2	2
и xvi веков	2	2
но вернемся к	2	2
как мы уже	5	5
и до конца	5	3
и все образы	3	2
эпоху рабле было	2	2
мы уже говорили	3	5
начала и до	4	3
в то же	6	8
в своем романе	2	2
но и в	2	3
том числе и	2	2
xv и xvi	2	2
как и все	3	5
то же время	6	8
в том числе	3	3
