2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram
и стал	2	3
мы имеем	14	12
связи с	8	3
герой например	3	3
и этим	2	3
эти случаи	2	7
еще один	2	2
никогда не	3	4
что это	5	6
под землей	2	2
так же	5	6
не совсем	6	2
в нем	7	6
его в	9	3
к нему	3	7
об этом	2	6
пребывание в	5	2
это не	6	10
в лесу	2	2
после того	3	4
в свете	3	3
прежде всего	6	2
в ее	4	2
но это	7	3
в форме	3	2
и он	6	3
со стороны	2	2
в данном	3	4
и в	25	24
одна из	2	7
но не	5	6
в русской	3	5
вместе с	22	7
если в	3	2
этих случаях	8	16
в качестве	7	3
она не	2	2
данном случае	2	3
перед нами	2	2
во сне	2	2
и т	20	17
для нас	5	6
другой стороны	8	8
все это	4	8
у него	2	10
знаем что	6	3
связь с	8	2
герой в	4	2
д или	2	2
с этим	5	2
что герой	3	12
уже в	2	3
герой не	3	3
случаях мы	2	2
что мы	2	3
того что	2	6
того как	4	3
точки зрения	2	4
время посвящения	2	2
не менее	4	5
здесь имеем	2	2
ее за	2	3
что он	22	21
показывает что	5	8
их на	2	2
после этого	2	3
так что	2	3
что при	3	2
тем не	4	4
в преисподнюю	4	2
но для	2	2
здесь можно	2	2
в иной	7	2
не ясно	3	2
во всем	2	2
то же	4	8
огонь и	3	2
в различных	2	3
к этому	2	2
как бы	2	4
и герой	2	3
представляет собой	7	4
сих пор	2	3
что в	8	13
время боя	3	3
оказывается что	2	2
уже не	11	2
в этом	10	12
представления о	3	4
видим что	5	3
в мифе	7	2
не всегда	4	4
героя и	3	5
того же	2	2
в обряде	5	3
нет необходимости	3	2
с одной	7	5
к сказке	3	2
совершенно ясно	4	4
этого мотива	8	5
еще не	8	8
связанные с	2	2
в то	3	2
т е	16	16
они не	3	2
так как	11	8
этой сказки	2	2
за тридевять	4	5
с ней	2	3
и др	3	2
этого обряда	3	2
сюда же	3	2
таким образом	9	7
а в	3	10
эти материалы	6	2
ее в	2	3
он побывал	2	2
этот обряд	6	2
его на	4	2
до сих	2	2
на то	2	3
уже выше	2	6
на том	3	2
что во	2	2
как мы	5	3
а именно	4	6
вопрос о	2	3
вовсе не	2	4
представляют собой	3	5
все эти	8	2
например в	5	3
показывают что	3	6
в других	2	4
ли он	2	4
во всех	2	7
в ином	3	12
не в	6	9
но есть	2	3
тогда когда	2	3
так например	2	2
но все	5	4
со змеем	3	3
сказке о	2	3
мы видим	8	10
или он	2	3
и не	11	4
может быть	17	14
на него	8	2
на ней	2	3
связано с	5	3
мы знаем	8	2
такое же	2	2
которой он	2	3
и все	3	6
мы можем	2	4
о том	7	9
с солнцем	3	2
так в	2	4
это значит	2	2
героя но	2	2
при помощи	7	3
по существу	2	4
аф вар	2	4
в связи	4	2
е в	3	2
что у	4	4
мы должны	4	4
и начал	2	2
что здесь	3	7
только в	7	6
но и	13	11
мы здесь	4	2
образом мы	2	2
в дальнейшем	4	3
аф неи	5	4
ином мире	2	5
из них	2	2
представление о	17	3
в этих	6	13
выше мы	2	3
что и	6	8
как в	6	12
должно было	2	2
то что	7	7
это представление	2	2
мы видели	7	7
т д	18	16
мы увидим	5	6
потому что	7	9
тридевять земель	3	5
в другой	3	3
как и	7	6
в которой	4	2
на коне	2	2
если не	4	4
этот случай	3	9
один из	2	7
в особенности	3	2
в мифах	6	3
и это	4	2
и здесь	7	12
что этот	2	2
говорит о	2	2
с этой	2	6
в материалах	2	2
он на	2	2
и его	9	3
в сказках	2	4
в целях	3	2
когда он	2	3
материалы показывают	3	3
него и	5	3
русская сказка	6	3
не может	6	14
он не	4	6
неи эти	2	2
русской сказке	4	5
в образе	5	3
и она	3	3
когда герой	4	4
с ним	4	5
не только	13	21
том что	8	10
мы уже	4	4
что за	2	3
и тем	4	2
во время	7	6
на себя	3	2
попадает в	2	2
не знал	2	2
тем что	10	6
а не	2	8
же как	4	4
мы не	5	4
раньше чем	4	3
это происходит	2	3
то это	3	5
дает ему	3	2
и на	8	2
в основном	4	2
можно найти	2	2
очень ясно	2	2
после смерти	3	3
что его	3	2
эта связь	2	3
том чтобы	2	3
этот мотив	6	3
или в	6	8
он может	2	4
все его	2	2
ничего не	2	5
но оно	3	2
иной мир	6	2
одной стороны	7	5
по которому	3	2
представление об	2	5
превращается в	7	3
в том	6	7
там где	6	5
иное царство	4	2
в таких	3	2
здесь мы	5	5
в сказке	18	36
и что	8	10
с другой	9	9
тот кто	7	5
но он	2	2
друг друга	3	2
а если	2	2
и по	2	3
сказать что	2	2
все же	10	9
его не	3	2
только после	3	2
