3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram
подобно тому как	3	2
мы уже говорили	5	5
и в то	4	2
с одной стороны	2	3
в эпоху рабле	15	4
в известной мере	3	3
в то же	8	6
с точки зрения	2	5
смены и обновления	2	3
в ту эпоху	2	2
до наших дней	2	2
о том что	2	3
но и в	3	4
самого рабле в	2	2
как мы уже	5	3
то же время	8	6
не только в	2	5
в романе рабле	8	4
с другой стороны	3	3
как мы видели	2	2
нужно сказать что	2	3
