2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
связи с	3	3
ходе развития	5	2
что следовательно	2	3
никогда не	5	5
их развития	5	5
так же	11	15
путем простого	2	2
к нему	2	3
стадии в	2	2
к тому	6	6
собственной мысли	2	5
к мысли	2	4
он имеет	2	3
по сравнению	4	5
у ребенка	13	9
между обучением	2	12
в результате	8	4
с этим	5	3
переход от	2	7
определенной системе	3	2
и как	9	3
пути развития	5	3
точки зрения	24	18
того как	2	5
которое дает	2	2
же самое	7	4
говорит что	3	5
понятий которые	4	4
что они	14	5
в целом	11	4
как бы	7	5
что в	19	16
обучением и	2	12
одному и	4	2
но как	2	3
никак не	2	3
той же	6	4
что развитие	6	8
для развития	2	6
нас к	3	3
то как	2	3
иначе как	2	2
было бы	8	10
только на	2	2
таким образом	25	19
а в	2	3
что если	2	4
высшей степени	2	2
этой теории	4	5
когда ребенок	2	3
и т.д	2	4
умственного развития	8	6
приходит к	3	3
опирается на	2	4
в школьном	5	18
что эти	2	2
же по	2	2
понятиями в	2	2
образом что	4	2
с помощью	31	10
по существу	3	3
является не	4	2
только в	10	10
помощью которого	2	2
не имеет	2	4
знает что	3	2
сравнению с	3	5
проблемы обучения	2	5
школьного возраста	2	12
школьное обучение	4	3
и тому	5	2
гипотезы и	2	3
и его	5	3
высшую ступень	2	5
мы пытались	2	2
ребенка в	4	5
не может	6	18
могли бы	9	6
но что	3	3
не есть	2	4
детских понятий	17	12
интересующей нас	4	3
со всеми	3	2
экспериментального исследования	3	3
и тем	8	3
понятий не	3	2
тем что	7	5
а только	3	4
все основные	2	3
связей и	3	4
мысли и	2	5
как показывает	2	4
неспонтанных понятий	4	2
в том	42	18
но в	3	6
и между	6	2
по одному	3	4
все же	5	3
в совершенно	3	2
приводит к	3	7
к одному	6	2
в частности	5	3
между двумя	2	3
вообще не	2	4
для ребенка	2	3
в свое	2	2
по мере	4	2
эта проблема	2	2
его в	6	2
так и	5	7
с точки	11	9
и в	20	16
вместе с	8	4
в качестве	21	4
понятия в	8	3
этом вопросе	2	2
другой стороны	9	2
при этом	12	4
спонтанных понятий	10	7
и с	4	3
к которому	3	4
что мы	7	4
один и	7	3
же самого	2	3
тому как	2	4
что он	6	25
столь же	3	2
показывает что	2	5
не знает	2	5
с тем	6	3
детской речи	2	2
не имеют	3	2
мы говорили	3	2
мыслит в	3	2
ребенка не	7	3
развития ребенка	7	11
в этом	24	25
должно быть	3	8
мысли ребенка	3	4
видим что	2	2
мы и	2	5
в их	12	3
особенностей детской	2	2
еще не	2	4
этой точки	4	4
школьного преподавания	2	2
как уже	4	3
в самом	6	4
в ходе	4	12
мышления и	14	4
отличие от	2	2
спонтанных и	3	3
по типу	2	2
обучения в	2	4
научных и	2	4
которые не	2	2
момент когда	2	2
этой операции	2	2
на основе	10	2
и не	8	12
мы можем	5	6
состоит в	4	6
это значит	2	5
совершенно не	3	2
из основных	4	3
в вопросе	2	2
бы в	3	4
но и	9	6
того чтобы	7	17
оно имеет	2	2
и отношения	2	3
ребенка и	9	4
для того	5	14
и поэтому	3	2
понятия и	9	2
этого вопроса	2	3
научного понятия	3	5
таким же	2	3
потому что	12	21
и развитием	2	14
в которой	3	5
одинаковой мере	2	2
только не	5	3
когда он	3	2
что ребенок	12	11
не означает	3	4
в его	11	11
совершается в	2	2
бы сказать	3	2
одним из	2	2
и отношений	3	3
в той	2	6
чем в	3	3
житейских понятий	9	6
тем самым	7	8
развитие ребенка	3	3
спонтанные понятия	2	3
одной из	3	3
ребенка с	4	3
же как	6	7
раньше чем	5	3
указывает на	2	2
в ней	2	2
настоящего исследования	2	3
в школе	4	6
ребенок не	2	6
ступени в	6	2
а с	2	2
на всем	2	2
в какой	3	6
в действительности	5	3
такой же	2	4
понятия являются	2	2
это мы	2	2
в нем	2	7
и того	5	3
приводят к	3	2
можно было	6	5
в своей	7	2
это не	5	4
прежде всего	2	3
в высшей	2	2
но не	3	10
речи не	2	4
если бы	5	8
тот же	9	5
для него	2	5
именно в	3	4
в одинаковой	2	2
что оно	4	6
у него	2	6
и развития	6	12
мы постараемся	2	2
и мышление	3	3
мы будем	2	2
понятий таким	3	2
что с	4	5
так что	3	4
развития в	6	6
во всем	3	2
которая в	2	2
на этом	3	3
частности научных	2	2
своего развития	10	6
представляет собой	3	7
в мысли	2	6
активности детской	2	2
должна быть	2	5
с одной	9	3
детской мысли	17	12
этом случае	3	3
они не	2	3
и житейских	2	4
развития научных	10	3
развитие понятий	3	2
детского мышления	24	4
то обстоятельство	3	2
основе этого	2	2
как известно	3	4
всем протяжении	2	2
в обучении	2	5
находятся в	2	2
мы имели	5	2
понятий с	5	6
по своему	4	3
если мы	10	7
друг с	7	7
тогда когда	8	5
мы видим	10	4
значит что	2	5
между собой	5	13
одного и	6	3
при анализе	2	2
обе эти	5	5
приводит нас	3	2
мы должны	11	8
понятий как	2	3
мышления ребенка	4	2
не является	5	5
в истории	10	2
как он	4	6
и более	7	3
в этих	3	3
научные понятия	14	13
более сложные	2	2
то что	15	26
мы видели	6	3
развития его	3	2
мышления а	3	3
что все	3	6
ступень в	3	3
в области	4	12
с другом	7	7
стороны и	2	2
и здесь	2	2
говорит он	5	2
с этой	4	4
понятий может	2	2
заключается в	18	5
не только	15	16
том что	35	15
на этот	3	4
