2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
он был	3	2
мы имеем	15	14
и ее	2	3
же мы	2	5
в античности	3	4
такой же	2	3
из этих	3	4
эти случаи	4	2
наряду с	6	3
никогда не	15	13
как будто	3	3
что это	6	2
так же	13	2
в нем	7	8
видели что	3	3
можно было	5	2
его в	10	5
так и	5	5
что она	5	3
это не	2	4
после того	3	2
прежде всего	5	4
но это	4	4
в одной	4	2
очень часто	4	5
и в	15	26
одна из	2	2
но не	2	2
в русской	5	6
вместе с	7	8
к тому	5	2
сказке в	3	2
в качестве	3	3
она не	5	3
перед нами	2	2
а потом	4	2
и т	19	10
при обряде	2	2
для нас	4	2
здесь не	2	2
другой стороны	2	8
у него	4	7
он имеет	2	4
при этом	4	3
знаем что	12	2
также как	2	2
живет в	2	2
неи этот	3	4
связан с	5	6
связь с	4	11
связана с	6	3
в царство	7	11
и другие	4	3
с этим	5	2
и с	4	6
что герой	5	2
что мы	3	2
интересно что	2	2
того что	3	2
того как	4	3
что он	24	9
показывает что	4	3
здесь она	2	2
после этого	4	4
так что	6	3
и эти	2	5
главным образом	2	3
что при	5	2
пока не	4	2
здесь можно	5	7
зависит от	2	4
что они	10	2
есть и	2	4
с тем	9	4
то же	10	5
не происходит	3	3
а также	2	4
как бы	6	4
в иное	5	5
представляет собой	5	2
в руки	2	2
сих пор	7	4
что в	12	12
в которых	2	2
в этом	11	12
представления о	5	10
в мифе	2	4
нет необходимости	2	2
с одной	4	7
кроме того	2	3
к сказке	2	2
совершенно ясно	2	4
этого мотива	5	4
еще не	9	9
видно что	6	2
здесь нет	2	2
т е	29	22
этом случае	5	6
они не	4	3
что иное	2	2
имеем и	2	3
так как	14	18
в него	2	3
я его	3	2
в тех	2	3
было бы	5	2
другими словами	4	3
и др	4	2
таким образом	7	12
а в	12	3
пор мы	2	2
ее в	2	6
до сих	6	4
смерти и	7	2
на то	3	2
также не	2	2
имеется в	2	3
вопрос о	4	3
а именно	3	9
неи но	2	2
установить что	3	2
например в	2	7
он и	3	2
в других	3	4
показывают что	2	5
все эти	4	8
представления и	2	2
книги мертвых	2	5
в некоторых	2	2
точно так	6	2
как это	3	5
не в	7	3
но есть	2	3
некоторых случаях	2	2
же можно	3	3
имеем в	5	4
но все	5	2
отношению к	3	2
его пути	3	2
что эти	4	2
мы видим	8	5
царство мертвых	6	4
и не	11	10
или он	3	2
человека в	2	2
может быть	17	11
ни в	2	2
на него	5	2
и наконец	5	3
уже знаем	3	2
мы знаем	11	2
мы можем	8	7
к себе	2	2
в одном	5	3
мы рассмотрим	2	3
так в	3	6
о том	3	7
в этой	4	2
при помощи	2	3
что смерть	2	2
на этой	2	2
в тридесятое	3	4
в себе	4	3
мы должны	4	2
что у	2	2
вход в	6	4
сказке она	3	2
тридесятое царство	4	6
что здесь	4	3
только в	6	5
но и	14	9
не будем	4	2
более ранних	2	6
как он	3	6
когда мы	2	2
представление о	2	9
в этих	11	2
что и	6	4
как в	5	6
то что	12	6
как и	2	5
увидим что	3	2
мы видели	2	11
силу и	3	2
потому что	9	13
т д	18	8
случаев в	2	2
в очень	3	4
этот случай	4	6
один из	8	3
в мифах	4	4
и это	3	8
что этот	3	2
и его	3	7
в сказках	8	3
и только	2	3
когда он	3	3
эти обряды	2	2
с ними	2	2
он не	8	2
не может	5	6
русской сказке	6	6
в его	6	5
и то	2	3
не только	18	10
том что	7	10
мы уже	6	6
тем самым	2	2
уже видели	4	3
и они	4	2
могут быть	2	3
попадает в	5	3
тем что	4	5
а не	5	2
же как	5	3
мы не	3	6
их в	2	3
должны были	8	2
в ней	4	5
то это	6	5
и на	4	12
случай мы	3	2
под названием	2	2
не было	2	3
эти представления	3	5
по отношению	3	2
так у	2	3
эта связь	3	6
это явление	2	2
этот мотив	4	5
или в	2	3
предположить что	3	3
ничего не	7	2
на котором	2	3
дает нам	2	2
иной мир	4	3
одной стороны	3	7
в северной	2	2
превращается в	2	7
в эту	2	2
в том	6	12
а с	2	2
книге мертвых	2	2
иное царство	4	6
но в	6	7
здесь мы	3	4
в сказке	21	23
и что	6	5
долганский фольклор	3	2
на его	2	4
как указано	3	3
с другой	2	10
но он	4	2
власть над	4	7
и по	2	4
сказать что	2	3
все же	9	8
его не	2	2
из него	2	2
на островах	4	3
