3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram
в русской сказке	5	2
сказка начинается с	2	2
с того что	3	2
после того как	2	2
мы имеем в	4	2
о том что	5	2
т е в	2	3
тех случаях когда	3	2
так и в	2	2
но все же	2	4
так как он	2	2
с этой стороны	3	2
на этот вопрос	2	2
в этих случаях	10	7
что в сказке	2	4
не только в	5	2
можно предположить что	2	3
в русских сказках	2	2
в тридесятое царство	3	3
тем не менее	4	2
этот случай показывает	2	2
начинается с того	3	2
в данном случае	3	3
с другой стороны	8	4
и т д	16	24
мы увидим что	2	2
точно так же	2	5
не может быть	3	4
так же как	4	12
до сих пор	2	5
в тех случаях	4	2
