2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram
змей или	3	4
представлений о	7	7
мы имеем	14	14
такой же	2	3
и этим	2	5
в античности	2	4
что змей	7	7
эти случаи	2	2
наряду с	4	3
никогда не	3	13
в свое	2	2
что это	5	2
так же	5	2
под землей	2	4
в нем	7	8
видели что	2	3
его в	9	5
заключению что	3	3
в своей	2	3
змея на	2	3
это не	6	4
после того	3	2
прежде всего	6	4
сказке герой	5	5
в форме	3	2
но это	7	4
со стороны	2	3
в данном	3	3
и он	6	4
и в	25	26
не потому	2	3
одна из	2	2
но не	5	2
в русской	3	6
вместе с	22	8
если бы	2	3
но эти	3	2
еще в	2	3
сказке в	5	2
в качестве	7	3
представление что	2	5
перед нами	2	2
она не	2	3
до боя	2	2
во сне	2	3
для нас	5	2
данном случае	2	3
и т	20	10
живет на	2	2
при обряде	2	2
другой стороны	8	8
у него	2	7
в одно	2	2
здесь еще	3	4
знаем что	6	2
на берегу	2	3
живет в	5	2
неи этот	2	4
связан с	2	6
связь с	8	11
в царство	3	11
с этим	5	2
и с	3	6
к змею	2	3
что герой	3	2
с представлением	2	2
и как	3	2
что мы	2	2
быть рассмотрен	2	2
того что	2	2
того как	4	3
но так	2	3
что он	22	9
показывает что	5	3
после этого	2	4
змея в	9	8
так что	2	3
что при	3	2
и других	2	3
но для	2	2
с появлением	5	6
здесь можно	2	7
с тем	8	4
по воздуху	3	3
есть условие	4	2
то же	4	5
к этому	2	3
и хотя	4	2
как бы	2	4
представляет собой	7	2
в иное	5	5
попасть в	2	4
сих пор	2	4
что в	8	12
змей в	4	8
уже не	11	7
на горы	2	2
в которых	3	2
в индии	4	3
в этом	10	12
представления о	3	10
же представление	4	2
в мифе	7	4
не всегда	4	4
того же	2	2
нет необходимости	3	2
о чем	2	2
с одной	7	7
книга мертвых	3	2
меня в	2	3
в это	2	4
совершенно ясно	4	4
или как	2	2
героя в	9	2
к сказке	3	2
в австралии	6	2
этого мотива	8	4
еще не	8	9
но мы	3	2
в то	3	5
у народов	9	6
т е	16	22
этом случае	7	6
они не	3	3
так как	11	18
в него	5	3
за тридевять	4	3
змей не	2	4
и др	3	2
и водяной	2	2
представлением о	3	2
таким образом	9	12
без всяких	2	2
а в	3	3
эти материалы	6	6
ее в	2	6
этот обряд	6	3
уже только	2	2
до сих	2	4
фигура змея	2	2
на то	2	2
уже выше	2	2
на том	3	8
пасть змея	3	2
в более	3	6
а именно	4	9
также не	2	2
неи но	2	2
вопрос о	2	3
как мы	5	4
вовсе не	2	2
например в	5	7
в африке	4	5
в других	2	4
жизни и	2	2
все эти	8	8
показывают что	3	5
в некоторых	4	2
его не	3	2
в ином	3	6
змея и	6	12
не в	6	3
но есть	2	3
некоторых случаях	2	2
так например	2	3
в жертву	3	5
же можно	4	3
отношению к	2	2
но все	5	2
со змеем	3	4
сказке о	2	3
мы видим	8	5
или он	2	2
царство мертвых	2	4
и не	11	10
человека в	3	2
даже в	2	2
значит что	2	2
может быть	17	11
на него	8	2
в виде	9	6
связано с	5	4
мы знаем	8	2
идут от	2	2
мы можем	2	7
в греции	3	6
с солнцем	3	3
так в	2	6
о том	7	7
в этой	3	2
в книге	3	4
при помощи	7	3
на этой	4	2
аф вар	2	4
е в	3	2
герой убивает	2	2
что у	4	2
мы должны	4	2
что здесь	3	3
только в	7	5
но и	13	9
не будем	5	2
от этого	4	3
ином мире	2	7
в пасть	18	5
и сам	2	2
представление о	17	9
в этих	6	2
что и	6	4
как в	6	6
то что	7	6
это представление	2	12
мы видели	7	11
таким же	2	3
потому что	7	13
силу и	2	2
тридевять земель	3	3
неи в	9	4
т д	18	8
как и	7	5
в желудке	13	4
когда змей	2	2
миф о	5	2
египте в	2	2
этот случай	3	6
один из	2	3
том как	2	3
в мифах	6	4
змея а	2	2
и это	4	8
что этот	2	2
с этой	2	2
материалы показывают	3	2
и его	9	7
в сказках	2	3
когда он	2	3
есть царство	2	2
по морю	2	2
него и	5	3
русская сказка	6	3
не может	6	6
он не	4	2
русской сказке	4	6
в его	12	5
в образе	5	10
с ним	4	8
не только	13	10
по воде	2	2
к заключению	3	3
том что	8	10
можно сказать	2	2
мы уже	4	6
и они	2	2
и тем	4	4
или же	3	2
могут быть	6	3
попадает в	2	3
ту же	2	2
попал в	2	3
тем что	10	5
тридесятого царства	2	6
же как	4	3
мы не	5	6
а не	2	2
из которых	2	3
как у	2	2
в ней	5	5
их в	3	3
то это	3	5
никто не	3	2
именно на	2	2
и действительно	5	3
т д.<неи	2	2
и на	8	12
очень ясно	2	2
после смерти	3	2
каждый месяц	2	2
по отношению	2	2
о змее	6	4
до неба	3	2
эта связь	2	6
на горах	3	3
на небо	6	8
этот мотив	6	5
или в	6	3
первобытных народов	2	2
ничего не	2	2
иной мир	6	3
одной стороны	7	7
frobenius б	13	2
там где	6	5
превращается в	7	7
в том	6	12
в египте	9	16
книге мертвых	2	2
иное царство	4	6
в сказке	18	23
здесь мы	5	4
и что	8	5
с другой	9	10
но он	2	2
и по	2	4
сказать что	2	3
все же	10	8
можно наблюдать	3	2
из него	2	2
в частности	7	3
