2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram
в чужом	2	4
мы имеем	2	3
друга но	2	2
в свое	2	2
никогда не	17	6
в нем	20	17
так же	5	3
в художественном	3	2
можно было	2	2
на почве	4	2
есть в	8	6
в своей	6	3
в словах	2	4
к нему	11	5
об этом	3	2
так и	3	4
это не	3	5
для достоевского	4	2
с точки	9	9
из одного	2	2
прежде всего	11	9
и он	3	6
но это	2	6
в одной	5	2
одна из	3	2
и в	45	46
карнавального мироощущения	4	2
в процессе	2	4
но не	6	4
которую он	3	2
то есть	50	40
если бы	2	3
она не	5	3
перед нами	4	12
для него	9	2
диалогических отношений	2	8
отношение к	8	3
здесь не	2	4
не входит	2	2
у него	6	5
при этом	2	5
все это	5	6
и одновременно	2	2
человека и	2	3
в результате	3	2
этот вопрос	4	2
и другие	4	3
и с	7	7
но на	2	2
уже в	4	4
их в	7	3
и как	2	2
поэтому и	3	2
точки зрения	19	11
того как	3	2
себя в	2	3
не менее	2	2
отношения к	2	2
все что	3	2
может стать	2	2
в своем	5	3
что он	7	6
так сказать	7	5
так что	2	2
не знает	4	4
так чтобы	2	3
все же	4	4
в большинстве	2	9
романах достоевского	6	7
нет и	3	2
есть и	3	2
то же	5	6
чужих слов	2	4
переходим к	2	2
в диалоге	3	3
как бы	15	19
а что	2	4
и их	6	3
это вовсе	2	2
между ними	4	10
сих пор	2	8
что в	6	4
произведениях достоевского	4	3
диалогического общения	2	4
уже не	6	4
в этом	20	16
друг в	3	3
должно быть	4	4
братьях карамазовых	2	2
одной плоскости	4	2
в жизни	3	5
этом смысле	5	2
себя на	2	2
героя и	7	4
лишь в	2	2
должна быть	3	2
мы слышим	2	4
здесь в	2	2
героя в	5	3
здесь конечно	2	2
себе самом	3	5
и понимает	3	3
мы и	3	3
в их	4	4
от них	2	2
видения и	3	2
в последующих	2	3
и о	2	3
еще не	9	7
в мире	3	3
в то	5	5
здесь нет	2	3
и для	2	3
они не	2	2
так как	5	5
как раз	6	7
значение для	3	3
точек зрения	3	4
было бы	4	3
карнавальное мироощущение	2	2
в самом	13	9
авторского слова	2	2
он как	3	2
и до	4	3
таким образом	11	4
а в	3	2
у достоевского	14	16
авторской речи	2	2
его творчества	5	3
до сих	2	8
на то	2	3
сознании и	2	2
авторским словом	2	3
и т.п	6	14
достоевского но	3	3
вовсе не	7	9
произведений достоевского	3	6
как мы	8	12
все эти	4	4
например в	2	4
он и	4	4
и т.д	3	3
жизни и	15	5
к ним	3	4
преступлении и	2	2
достоевского в	4	8
слово о	6	4
в романе	3	6
во всех	4	5
здесь и	2	3
о нем	6	6
не в	8	10
друг с	2	5
к достоевскому	3	2
имеем в	2	3
но все	4	2
отношению к	8	5
у нас	2	2
сознания и	6	2
остановимся на	2	2
и не	42	27
за пределы	5	5
в произведении	5	2
может быть	18	23
ни в	2	6
автора и	2	2
на него	2	3
на пороге	4	12
в особом	2	2
мире достоевского	6	2
конечно не	6	8
большинстве случаев	2	8
мы можем	4	4
в одном	6	11
о том	3	5
о себе	3	5
в произведениях	3	2
не как	6	3
более того	5	3
и к	2	9
в себе	5	7
но ведь	3	2
которые в	2	2
от автора	4	2
правда в	2	3
бы в	5	3
но и	15	12
себя и	2	3
только в	9	6
для этого	3	2
автор не	4	2
для понимания	2	2
чужое слово	3	40
что же	4	3
жизнь и	3	3
как он	4	3
самого достоевского	2	2
и сам	3	5
достоевского это	2	2
что и	5	3
в этих	4	4
как в	4	4
или иной	3	2
творчества достоевского	2	2
слово в	3	6
то что	5	4
как и	14	12
потому что	8	4
бы не	3	2
достоевского и	2	2
мы сказали	3	3
в каждом	4	6
с другом	2	5
рядом с	3	5
и здесь	2	4
том числе	2	4
и пр	2	2
он сам	6	2
в братьях	2	2
и его	8	6
самом деле	4	4
в пределах	4	10
до конца	7	4
числе и	2	3
не может	24	19
он не	9	4
в его	22	9
одним из	3	3
и наказании	2	2
с ним	8	2
с его	8	5
с самим	2	5
в той	3	3
том что	7	4
по себе	8	7
можно сказать	2	4
он уже	2	2
не только	16	14
отражаются друг	2	2
мы уже	3	3
слова героя	2	2
меньшей степени	2	2
а как	4	2
свое время	2	2
могут быть	4	2
слово и	2	7
в виду	2	4
тем что	2	3
той или	3	2
же как	4	2
у меня	3	3
хотя и	2	6
и даже	3	3
кажется что	2	3
этого слова	2	2
и идеи	5	3
а не	10	11
из своих	2	2
бы и	3	2
и других	3	4
же время	3	5
и на	7	11
он есть	2	2
в рассказе	3	2
героев достоевского	4	3
в условиях	2	3
сама по	5	2
но с	3	2
не было	2	2
и следовательно	7	2
с ее	3	3
по отношению	8	5
в котором	7	5
в самой	3	5
в конце	4	3
в романах	8	5
мысли и	3	2
хотя бы	5	2
или в	2	8
те же	2	2
в диалогах	2	2
ничего не	3	2
как слово	5	2
слова в	4	13
все время	3	2
героя с	2	2
людей и	2	4
в друге	3	2
там где	6	2
превращается в	4	4
в том	8	9
самосознания и	2	2
и что	2	3
и через	2	2
конечно и	2	3
но в	6	6
в преступлении	2	2
диалогические отношения	3	15
друг друга	7	6
в сущности	7	7
и по	2	2
сказать что	5	2
далеко не	4	3
