3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram
в русской сказке	5	6
сих пор мы	2	2
после того как	2	2
мы имеем в	5	4
о том что	2	4
но все же	4	2
же мы видим	2	2
мы уже видели	3	3
по отношению к	3	2
уже знаем что	2	2
в том что	5	5
вместе с тем	5	3
не только в	4	4
все же можно	2	2
то же мы	2	2
мы не будем	2	2
в этом случае	5	6
но и в	2	2
с другой стороны	2	8
и в сказке	2	3
можно было бы	3	2
в некоторых случаях	2	2
в царство мертвых	5	4
мы уже знаем	3	2
потому что он	2	2
с одной стороны	3	7
и т д	18	8
точно так же	6	2
не может быть	2	3
случай мы имеем	2	2
на его пути	2	2
до сих пор	6	4
в иное царство	4	5
