3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part6_wordlist_3gram
и прежде всего	2	3
о том что	5	2
и т.п все	2	2
или меньшей степени	2	2
в эпоху рабле	5	6
в большей или	3	2
все то что	4	2
народной смеховой культуры	2	6
большей или меньшей	3	3
как мы уже	6	5
в этом отношении	3	2
мы уже говорили	11	3
в то же	5	6
нечто среднее между	2	2
но и в	2	2
в той же	4	4
в данном случае	2	2
в первой книге	2	2
жизни и смерти	2	2
то же время	5	6
а также и	2	3
до сих пор	3	4
