3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram
в известной мере	2	3
в xvi веке	2	6
раз в году	2	2
в романе рабле	7	4
нужно сказать что	2	3
в другом месте	2	2
в эпоху рабле	3	4
в этом веке	2	2
как мы видели	4	2
в этом отношении	5	3
но в то	5	3
и во всех	3	3
мы уже говорили	2	5
зрения на мир	4	2
благоговения и страха	4	3
в то же	9	6
с точки зрения	2	5
сих пор еще	2	2
можно сказать что	2	2
и страха божия	4	2
не может быть	2	4
в средние века	2	8
в xvii веке	2	10
жизни и смерти	2	5
еды и питья	9	2
то же время	9	6
до сих пор	3	4
