3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
материалы показывают что	2	2
в русской сказке	3	6
в ином мире	2	6
после того как	3	2
что и в	2	2
о том что	4	4
т е в	3	2
к заключению что	3	3
но все же	4	2
в египте в	2	2
неи в этом	3	2
с представлением о	2	2
как и в	2	2
по отношению к	2	2
в том что	2	5
здесь мы имеем	3	4
вместе с тем	6	3
не только в	2	4
о том как	2	3
мы не будем	2	2
но так как	2	3
в этом случае	7	6
но и в	2	2
в данном случае	2	3
с другой стороны	8	8
в некоторых случаях	2	2
и т д.<неи	2	2
потому что он	2	2
с одной стороны	7	7
и т д	18	8
в книге мертвых	2	2
за тридевять земель	3	3
все эти материалы	3	2
не может быть	3	3
до сих пор	2	4
в иное царство	4	5
мы видели что	2	3
