2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
змей или	4	3
представлений о	7	7
мы имеем	14	14
такой же	3	2
и этим	5	2
в античности	4	2
что змей	7	7
эти случаи	2	2
наряду с	3	4
никогда не	13	3
в свое	2	2
что это	2	5
так же	2	5
под землей	4	2
в нем	8	7
видели что	3	2
его в	5	9
заключению что	3	3
в своей	3	2
змея на	3	2
это не	4	6
после того	2	3
прежде всего	4	6
сказке герой	5	5
в форме	2	3
но это	4	7
со стороны	3	2
в данном	3	3
и он	4	6
и в	26	25
не потому	3	2
одна из	2	2
но не	2	5
в русской	6	3
вместе с	8	22
если бы	3	2
но эти	2	3
еще в	3	2
сказке в	2	5
в качестве	3	7
представление что	5	2
перед нами	2	2
она не	3	2
до боя	2	2
во сне	3	2
для нас	2	5
данном случае	3	2
и т	10	20
живет на	2	2
при обряде	2	2
другой стороны	8	8
у него	7	2
в одно	2	2
здесь еще	4	3
знаем что	2	6
на берегу	3	2
живет в	2	5
неи этот	4	2
связан с	6	2
связь с	11	8
в царство	11	3
с этим	2	5
и с	6	3
к змею	3	2
что герой	2	3
с представлением	2	2
и как	2	3
что мы	2	2
быть рассмотрен	2	2
того что	2	2
того как	3	4
но так	3	2
что он	9	22
показывает что	3	5
после этого	4	2
змея в	8	9
так что	3	2
что при	2	3
и других	3	2
но для	2	2
с появлением	6	5
здесь можно	7	2
с тем	4	8
по воздуху	3	3
есть условие	2	4
то же	5	4
к этому	3	2
и хотя	2	4
как бы	4	2
представляет собой	2	7
в иное	5	5
попасть в	4	2
сих пор	4	2
что в	12	8
змей в	8	4
уже не	7	11
на горы	2	2
в которых	2	3
в индии	3	4
в этом	12	10
представления о	10	3
же представление	2	4
в мифе	4	7
не всегда	4	4
того же	2	2
нет необходимости	2	3
о чем	2	2
с одной	7	7
книга мертвых	2	3
меня в	3	2
в это	4	2
совершенно ясно	4	4
или как	2	2
героя в	2	9
к сказке	2	3
в австралии	2	6
этого мотива	4	8
еще не	9	8
но мы	2	3
в то	5	3
у народов	6	9
т е	22	16
этом случае	6	7
они не	3	3
так как	18	11
в него	3	5
за тридевять	3	4
змей не	4	2
и др	2	3
и водяной	2	2
представлением о	2	3
таким образом	12	9
без всяких	2	2
а в	3	3
эти материалы	6	6
ее в	6	2
этот обряд	3	6
уже только	2	2
до сих	4	2
фигура змея	2	2
на то	2	2
уже выше	2	2
на том	8	3
пасть змея	2	3
в более	6	3
а именно	9	4
также не	2	2
неи но	2	2
вопрос о	3	2
как мы	4	5
вовсе не	2	2
например в	7	5
в африке	5	4
в других	4	2
жизни и	2	2
все эти	8	8
показывают что	5	3
в некоторых	2	4
его не	2	3
в ином	6	3
змея и	12	6
не в	3	6
но есть	3	2
некоторых случаях	2	2
так например	3	2
в жертву	5	3
же можно	3	4
отношению к	2	2
но все	2	5
со змеем	4	3
сказке о	3	2
мы видим	5	8
или он	2	2
царство мертвых	4	2
и не	10	11
человека в	2	3
даже в	2	2
значит что	2	2
может быть	11	17
на него	2	8
в виде	6	9
связано с	4	5
мы знаем	2	8
идут от	2	2
мы можем	7	2
в греции	6	3
с солнцем	3	3
так в	6	2
о том	7	7
в этой	2	3
в книге	4	3
при помощи	3	7
на этой	2	4
аф вар	4	2
е в	2	3
герой убивает	2	2
что у	2	4
мы должны	2	4
что здесь	3	3
только в	5	7
но и	9	13
не будем	2	5
от этого	3	4
ином мире	7	2
в пасть	5	18
и сам	2	2
представление о	9	17
в этих	2	6
что и	4	6
как в	6	6
то что	6	7
это представление	12	2
мы видели	11	7
таким же	3	2
потому что	13	7
силу и	2	2
тридевять земель	3	3
неи в	4	9
т д	8	18
как и	5	7
в желудке	4	13
когда змей	2	2
миф о	2	5
египте в	2	2
этот случай	6	3
один из	3	2
том как	3	2
в мифах	4	6
змея а	2	2
и это	8	4
что этот	2	2
с этой	2	2
материалы показывают	2	3
и его	7	9
в сказках	3	2
когда он	3	2
есть царство	2	2
по морю	2	2
него и	3	5
русская сказка	3	6
не может	6	6
он не	2	4
русской сказке	6	4
в его	5	12
в образе	10	5
с ним	8	4
не только	10	13
по воде	2	2
к заключению	3	3
том что	10	8
можно сказать	2	2
мы уже	6	4
и они	2	2
и тем	4	4
или же	2	3
могут быть	3	6
попадает в	3	2
ту же	2	2
попал в	3	2
тем что	5	10
тридесятого царства	6	2
же как	3	4
мы не	6	5
а не	2	2
из которых	3	2
как у	2	2
в ней	5	5
их в	3	3
то это	5	3
никто не	2	3
именно на	2	2
и действительно	3	5
т д.<неи	2	2
и на	12	8
очень ясно	2	2
после смерти	2	3
каждый месяц	2	2
по отношению	2	2
о змее	4	6
до неба	2	3
эта связь	6	2
на горах	3	3
на небо	8	6
этот мотив	5	6
или в	3	6
первобытных народов	2	2
ничего не	2	2
иной мир	3	6
одной стороны	7	7
frobenius б	2	13
там где	5	6
превращается в	7	7
в том	12	6
в египте	16	9
книге мертвых	2	2
иное царство	6	4
в сказке	23	18
здесь мы	4	5
и что	5	8
с другой	10	9
но он	2	2
и по	4	2
сказать что	3	2
все же	8	10
можно наблюдать	2	3
из него	2	2
в частности	3	7
