3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
в русской сказке	2	5
власть над животными	3	2
после того как	2	2
на то что	3	2
мы имеем в	2	5
о том что	2	2
но все же	4	4
мы знаем что	7	10
в иной мир	6	4
в этих случаях	7	8
не что иное	3	2
не только в	2	4
в таких случаях	2	2
в русских сказках	2	2
в тридесятое царство	3	3
в одном случае	3	2
в этом случае	3	5
с другой стороны	4	2
в некоторых случаях	3	2
то же происходит	2	2
в немецкой сказке	2	2
мы увидим что	2	3
в связи с	2	4
точно так же	5	6
д к зеленин	5	2
не может быть	4	2
и т д	24	18
что иное как	3	2
так же как	12	4
до сих пор	5	6
в иное царство	6	4
