2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
связи с	9	3
которую мы	2	4
формы мышления	2	2
никогда не	8	2
так же	4	16
и мышления	3	11
речь идет	2	2
в данном	3	2
и функционирование	2	2
к тому	7	4
перед нами	2	5
мы склонны	2	2
своих исследований	2	3
по сравнению	5	6
у ребенка	15	6
в результате	3	4
с этим	3	6
к действительности	8	5
и как	2	5
едва ли	7	2
точки зрения	26	26
того как	4	2
же самое	2	3
психологии в	2	2
нам думается	3	6
говорит что	5	4
что они	3	3
в целом	10	20
как бы	7	11
что в	14	14
и речь	2	4
пиаже в	8	6
исследования пиаже	3	3
что как	3	2
лежит в	3	2
он в	3	3
той же	2	2
нас к	2	8
учения о	2	6
с другими	3	2
было бы	10	4
смысле этого	3	3
ребенок говорит	2	2
и речью	6	2
таким образом	14	26
а в	4	2
мышления с	2	6
что если	2	2
речь ребенка	8	12
высшей степени	7	4
развития мышления	3	4
пользу того	2	3
и т.д	12	5
речь в	3	2
на которой	2	2
рассматривается как	3	2
экспериментальных исследований	2	3
отношению к	5	7
точку зрения	6	2
с помощью	5	13
с собой	3	2
по существу	5	4
в себе	2	6
с логикой	2	3
только в	4	6
психологическую субстанцию	2	3
от этого	2	2
не имеет	4	2
в генетическом	7	2
только для	3	3
современной психологии	2	5
сравнению с	5	5
и это	3	3
и его	4	6
ребенка в	10	8
собственном смысле	3	5
не может	9	12
он не	7	5
могли бы	4	6
по себе	7	5
интересующей нас	4	2
и тем	2	6
в них	4	2
тем что	2	6
в теории	6	4
в котором	2	4
сам пиаже	6	4
мы хотели	2	3
в том	33	24
ребенка это	3	4
но в	6	5
все же	4	3
приводит к	5	4
в частности	6	2
и ее	3	7
пиаже является	4	2
что это	6	3
действия и	3	2
так и	8	5
об этом	3	3
с точки	18	18
существу дела	2	2
является то	2	2
говорить о	2	2
с пиаже	3	2
и в	15	23
вместе с	6	9
оба эти	2	3
в качестве	4	9
этой проблемы	2	8
не станем	2	5
в такой	2	3
все это	4	6
при этом	3	4
детей в	3	3
о развитии	7	4
этот вопрос	5	3
и с	4	9
мышления но	2	4
со всей	4	4
уже в	5	3
у пиаже	3	2
что мы	9	5
между мышлением	5	2
что он	12	7
столь же	2	6
только тогда	2	2
этих фактов	2	2
эгоцентрическую речь	2	5
детской речи	19	9
ребенка не	5	2
в исследовании	4	3
в этом	19	17
должно быть	2	2
не могло	2	3
в их	2	3
в поведении	2	3
пиаже и	7	7
как раз	4	4
как уже	2	7
в самом	11	7
речь не	2	3
мышления и	16	40
к выводу	6	4
и до	3	2
об отношении	3	12
должен быть	2	4
ее в	2	2
что для	3	5
которые не	2	3
человеческой речи	12	8
всей его	2	3
мысль и	2	3
во всех	2	3
связь между	5	6
мышления в	9	8
значение в	3	3
и не	7	9
за пределы	2	2
смысле слова	5	3
показать что	5	2
особенности детского	3	3
мы можем	10	6
в одном	2	4
говоря словами	2	3
но и	10	14
в другом	2	7
того чтобы	12	17
этих двух	2	3
ребенка и	4	5
представление о	5	2
для того	10	15
друг от	2	3
потому что	7	6
в собственном	3	5
формы речи	2	2
в которой	4	3
в пользу	4	4
он должен	2	2
когда он	3	2
что ребенок	8	4
тем более	3	5
в его	2	14
и речи	13	38
можно сказать	2	5
аутистическое мышление	3	17
тем самым	3	5
ребенка с	4	2
же как	2	6
мы не	10	7
из которых	3	3
указывает на	2	2
этого слова	3	4
должны были	3	3
ребенок не	2	4
детского развития	3	3
что именно	3	3
мышлении ребенка	2	2
развитии детского	5	2
к вопросу	2	2
по отношению	6	7
от друга	2	3
вот почему	3	2
том чтобы	4	3
в детском	2	9
с мы	3	3
говорит пиаже	5	10
что пиаже	7	3
а с	4	4
иначе говоря	2	2
речи является	3	4
речью и	5	2
исследований пиаже	3	5
на всем	2	2
заметить что	2	2
с такой	2	2
в зависимости	6	2
мышлением и	7	3
можно было	5	3
что она	3	4
несмотря на	4	2
в своей	4	4
прежде всего	4	10
в высшей	7	4
ребенка по	2	2
но не	3	4
для всех	4	4
если бы	8	5
данном случае	3	2
независимо от	4	6
для него	3	2
именно в	2	6
что оно	4	3
человека и	3	3
говорили выше	2	2
к логике	2	6
речи у	6	2
что с	5	2
взрослого человека	3	6
развития в	6	2
вопрос об	2	6
думается что	2	5
ребенка а	2	2
во всем	2	3
представляет собой	2	11
свою собственную	2	2
лишь в	3	6
с одной	7	8
детской мысли	7	13
из того	4	5
что между	2	2
детского мышления	23	34
речи так	2	2
пиаже полагает	2	2
и той	2	2
от аутизма	2	2
как известно	6	3
всем протяжении	2	2
вопрос о	5	7
в стороне	2	2
если мы	6	2
друг с	2	4
тогда когда	5	3
его мысли	4	2
мышление и	3	3
мы видим	4	4
полагает что	5	3
даже в	4	2
как функция	2	2
внутренней речи	5	9
человека к	2	2
приводит нас	2	2
больше того	3	2
мы должны	6	5
что эгоцентрическая	3	13
мышления ребенка	3	5
не является	9	9
из всех	2	2
для этого	3	5
как он	6	3
к установлению	3	3
речи и	15	28
и более	2	5
в этих	2	2
идет о	3	2
то что	20	17
мы видели	6	2
что все	4	4
с другом	2	4
говорит он	12	15
с этой	2	6
как говорит	2	2
социализированной речи	2	3
заключается в	8	8
с его	4	4
не только	15	16
том что	27	21
свести к	2	3
на этот	6	3
могут быть	2	3
основное положение	2	2
мы могли	4	7
от того	2	6
а не	3	3
и даже	5	2
речи но	3	3
уже сказано	3	6
мы находим	6	3
с но	8	3
в общем	3	3
во всяком	7	3
поведение ребенка	2	2
что его	4	2
теории пиаже	8	8
для себя	3	4
ничего не	3	3
все время	3	6
всяком случае	6	3
внутренняя речь	3	4
реалистического мышления	2	3
речи как	3	8
другом месте	2	6
во всей	5	4
в сущности	9	6
сказать что	6	11
к его	2	2
из этих	4	3
с это	2	2
детского эгоцентризма	5	15
речи в	6	14
которое мы	3	3
не хотим	2	2
зависимости от	6	2
в процессе	11	8
в силу	2	6
с действительностью	2	4
развитии ребенка	4	2
связана с	4	2
ребенка как	3	4
того что	17	15
в отношении	6	10
в своем	9	3
что эта	6	2
мышления как	5	5
то же	5	8
к этому	4	4
на все	2	3
в противоположность	2	2
является для	4	2
в которых	3	3
эгоцентрическая речь	10	19
том же	2	2
пиаже не	3	4
до лет	2	8
так как	4	7
и мы	2	3
с ней	2	2
он как	2	2
речи ребенка	3	9
речи от	2	3
в известном	2	2
речью в	2	2
за собой	2	2
на то	6	5
вовсе не	6	3
как мы	6	5
на вопрос	4	2
он показывает	2	2
все эти	3	4
бы что	2	2
как это	6	2
мышление ребенка	7	3
не в	8	4
но все	2	2
об эгоцентрической	3	3
может быть	9	14
ни в	2	4
с таким	6	3
и все	3	5
о том	9	6
в этой	6	7
и к	6	4
что у	3	2
детской логики	2	10
характер детской	2	2
этом отношении	3	4
от речи	4	2
мы думаем	2	2
исследований и	2	2
как в	4	4
как и	6	14
в развитии	26	12
сам с	2	2
в течение	2	2
развития детского	7	2
показали что	2	4
самом деле	6	3
пиаже утверждает	2	2
мысль ребенка	3	7
функция речи	3	2
развитии мышления	5	8
вопроса относительно	2	2
на которых	2	2
деятельности ребенка	4	7
что мышление	3	2
речь и	5	2
их в	4	4
с развитием	4	2
и других	2	3
бы и	3	2
целый ряд	2	4
эгоцентрической речи	13	38
который в	4	3
по своей	6	5
только что	3	4
пиаже как	5	5
хотя бы	4	4
в основе	3	8
речи с	5	2
раньше всего	2	3
одной стороны	7	9
в один	2	2
там где	6	2
для пиаже	6	3
и что	8	5
с другой	6	10
речи мы	4	4
