2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
к его	2	2
мы имеем	3	4
связи с	9	3
из этих	4	3
в зависимости	6	5
для ребенка	9	6
с мышлением	5	2
так точно	2	2
у них	2	2
никогда не	8	8
так же	4	15
к развитию	3	2
видели что	5	3
которые он	2	2
можно было	5	7
действия и	3	3
так и	8	6
больше чем	2	3
несмотря на	4	2
в своей	4	2
это не	5	5
с точки	18	10
прежде всего	4	2
речи в	6	2
в высшей	7	2
показал что	5	4
которое мы	3	2
видим в	2	2
в данном	3	2
но если	2	4
и в	15	28
зависимости от	6	5
и составляет	2	3
в силу	2	17
в процессе	11	9
вместе с	6	7
если бы	8	7
оба эти	2	3
но не	3	10
для всех	4	2
к тому	7	10
в качестве	4	4
независимо от	4	3
развитии ребенка	4	2
для него	3	6
не станем	2	2
ребенка от	2	3
для нас	4	2
моментов в	2	2
в такой	2	2
именно в	2	4
нас в	2	2
у него	2	2
при этом	3	3
по сравнению	5	15
у ребенка	15	13
что оно	4	7
и развития	2	6
все это	4	2
и человека	3	2
психологического исследования	2	2
этот вопрос	5	3
с этим	3	4
мышления но	2	2
но на	3	2
переход от	4	4
к которому	6	2
и как	2	6
что мы	9	11
того что	17	24
в отношении	6	10
точки зрения	26	13
каким образом	2	2
того как	4	5
же самое	2	6
языка и	3	5
нам думается	3	5
в своем	9	7
что он	12	18
что с	5	3
что при	3	4
что эта	6	2
с несомненностью	2	4
все же	4	2
понятие о	2	2
развития в	6	6
мышления как	5	2
думается что	2	5
только тогда	2	4
что они	3	2
то же	5	7
в целом	10	3
детской речи	19	5
как бы	7	11
для всей	2	3
ребенка не	5	4
представляет собой	2	3
в исследовании	4	4
что в	14	17
развития ребенка	3	4
в которых	3	2
в этом	19	27
принадлежит к	2	2
этом смысле	2	2
том же	2	5
того же	3	7
своем развитии	2	4
путь развития	2	7
не могло	2	2
это есть	2	3
лежит в	3	3
той же	2	4
в их	2	3
в мышлении	2	6
детской мысли	7	11
но мы	3	3
из того	4	5
нас к	2	4
до лет	2	2
они не	3	4
и вообще	2	2
так как	4	10
понятия о	2	2
значение для	4	3
с другими	3	2
развития и	3	10
как раз	4	6
что переход	2	2
было бы	10	9
детского мышления	23	2
не обнаруживают	2	4
в самом	11	8
с ней	2	3
и др	5	2
мышления и	16	7
и той	2	3
таким образом	14	18
речи ребенка	3	2
а в	4	2
что если	2	2
ее в	2	2
последнее время	5	2
для данного	2	3
как известно	6	7
за собой	2	3
на то	6	4
на том	2	2
очевидно что	3	3
когда ребенок	2	3
вопрос о	5	5
как мы	6	10
на вопрос	4	2
на одном	2	2
все эти	3	2
и т.д	12	3
речь в	3	2
в других	2	2
не могут	2	5
рассматривается как	3	2
как это	6	3
увидим ниже	2	2
в ином	2	3
во всех	2	4
если мы	6	2
отношение между	6	3
друг с	2	5
не в	8	4
связь между	5	4
тогда когда	5	6
на основе	7	4
отношению к	5	10
точку зрения	6	2
его мысли	4	3
мышления в	9	5
мысль что	6	2
мы видим	4	7
ребенок усваивает	2	5
и не	7	11
может быть	9	13
всякий раз	2	3
и другое	2	2
с вещами	2	2
в себя	2	3
показать что	5	5
мы знаем	7	4
как по	2	4
и все	3	5
мы можем	10	9
в одном	2	2
с помощью	5	13
состоит в	3	2
в этой	6	5
на этой	2	5
и к	6	6
по существу	5	2
в связи	6	2
как показывают	2	3
что у	3	2
в себе	2	4
мы должны	6	3
этом отношении	3	3
только в	4	18
центральный пункт	2	3
но и	10	10
в другом	2	2
что нам	4	2
для этого	3	2
от этого	2	3
того чтобы	12	10
языка у	2	2
из них	3	2
остается в	2	2
ребенка и	4	2
не имеет	4	6
к установлению	3	3
речи и	15	5
и более	2	2
что и	2	4
в этих	2	2
казалось бы	8	2
для того	10	8
как в	4	3
то что	20	28
как и	6	6
мы видели	6	8
в развитии	26	24
потому что	7	22
в другой	2	3
что все	4	5
сравнению с	5	14
ступень в	3	5
в которой	4	7
в пользу	4	2
с другом	2	5
если ребенок	2	2
он должен	2	4
он сам	3	2
с этой	2	2
показали что	2	4
и его	4	3
когда он	3	2
что ребенок	8	13
ребенка в	10	8
ребенок в	4	7
ход развития	2	3
и только	3	3
не может	9	19
он не	7	7
самом деле	6	2
могли бы	4	9
в его	2	3
но что	2	4
чем в	2	2
с ним	3	2
заключается в	8	7
с его	4	3
не только	15	16
том что	27	19
по себе	7	3
можно сказать	2	6
мы уже	6	2
как только	2	2
животных и	3	2
тем самым	3	8
раз в	2	3
на этот	6	4
и тем	2	5
в них	4	3
ребенка с	4	2
развития на	2	3
были бы	2	2
мы могли	4	12
могут быть	2	5
от того	2	10
ту же	2	3
тем что	2	8
что мышление	3	3
с развитием	4	6
мы не	10	6
раньше чем	2	2
этого слова	3	2
же как	2	6
и обратно	2	4
а не	3	3
и других	2	7
целый ряд	2	4
ребенок не	2	3
детского развития	3	3
отношения между	3	4
что именно	3	2
мышлении ребенка	2	4
но с	2	2
в последнее	4	2
по своей	6	3
только что	3	2
по отношению	6	10
в котором	2	2
вот почему	3	2
пиаже как	5	3
в опытах	2	4
те же	3	3
как увидим	2	3
что на	2	4
сам пиаже	6	3
мысли с	4	2
все время	3	3
в основе	3	3
там где	6	7
в том	33	28
речи как	3	2
иначе говоря	2	3
ребенка это	3	2
и что	8	6
но в	6	5
с другой	6	2
друг друга	5	4
в сущности	9	7
и по	3	3
сказать что	6	13
в совершенно	4	2
приводит к	5	6
в частности	6	4
