2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
не так	2	2
и ее	2	3
мы имеем	12	14
и этим	3	5
вообще не	2	3
отсюда видно	4	2
из этих	3	4
эти случаи	7	2
в китае	2	4
никогда не	4	13
что это	6	2
под землей	2	4
так же	6	2
в нем	6	8
его в	3	5
так и	5	5
что она	5	3
это не	10	4
золотая окраска	3	3
после того	4	2
прежде всего	2	4
но это	3	4
в форме	2	2
и он	3	4
со стороны	2	3
в данном	4	3
в одной	2	2
и в	24	26
одна из	7	2
не будет	2	5
но не	6	2
в русской	5	6
вместе с	7	8
в качестве	3	3
она не	2	3
а потом	2	2
перед нами	2	2
во сне	2	3
данном случае	3	3
и т	17	10
для нас	6	2
здесь не	2	2
но вот	2	2
другой стороны	8	8
у него	10	7
при этом	4	3
знаем что	3	2
связь с	2	11
и другие	9	3
иногда это	2	4
с этим	2	2
что герой	12	2
на земле	2	4
что мы	3	2
того что	6	2
того как	3	3
что он	21	9
показывает что	8	3
такой случай	3	2
так что	3	3
после этого	3	4
царя или	2	2
что при	2	2
на первый	4	3
но для	2	2
здесь можно	2	7
есть и	4	4
что они	3	2
то же	8	5
к этому	2	3
как бы	4	4
близок к	2	2
представляет собой	4	2
сих пор	3	4
что в	13	12
уже не	2	7
в этом	12	12
представления о	4	10
и там	2	6
отличается от	2	2
в мифе	2	4
не всегда	4	4
того же	2	2
нет необходимости	2	2
с одной	5	7
кроме того	3	3
к сказке	2	2
совершенно ясно	4	4
в тридесятом	3	3
в царстве	2	2
этого мотива	5	4
еще не	8	9
видно что	5	2
в то	2	5
нас к	2	5
т е	16	22
герой получает	3	2
но здесь	2	4
они не	2	3
здесь нет	3	2
так как	8	18
в тех	5	3
за тридевять	5	3
было бы	2	2
другими словами	2	3
и др	2	2
обращается к	3	2
таким образом	7	12
царстве в	4	2
а в	10	3
есть еще	2	2
эти материалы	2	6
случаи когда	2	2
ее в	3	6
что золотая	2	2
этот обряд	2	3
своего рода	4	2
до сих	2	4
тогда как	3	2
на то	3	2
в приведенных	2	5
на том	2	8
уже выше	6	2
имеется в	2	3
а именно	6	9
то и	4	2
вопрос о	3	3
как мы	3	4
вовсе не	4	2
все эти	2	8
например в	3	7
показывают что	6	5
в других	4	4
точно так	2	2
как это	2	5
здесь и	2	2
в ином	12	6
приходит к	3	3
не в	9	3
должны быть	3	2
ее на	4	2
так например	2	3
этим он	2	2
но есть	3	3
имеем в	5	4
но все	4	2
со змеем	3	4
что эти	2	2
мы видим	10	5
сказке о	3	3
и не	4	10
или он	3	2
на небе	2	5
и другое	2	2
может быть	14	11
ни в	2	2
на него	2	2
связано с	3	4
и наконец	3	3
уже знаем	3	2
мы знаем	2	2
что из	2	2
мы можем	4	7
к себе	3	2
мы рассмотрим	3	3
с солнцем	2	3
с собой	7	2
так в	4	6
о том	9	7
почти всегда	2	3
при помощи	3	3
аф вар	4	4
е в	2	2
в тридесятое	4	4
мы должны	4	2
что у	4	2
тридесятое царство	4	6
сказке она	2	2
она в	3	2
не вполне	3	2
что здесь	7	3
только в	6	5
но и	11	9
что не	2	2
там же	2	3
ином мире	5	7
известно что	2	2
то время	2	3
как он	6	6
отсюда же	2	2
не имеет	4	2
представление о	3	9
в этих	13	2
что и	8	4
как в	12	6
чаще всего	3	5
то что	7	6
это представление	2	12
увидим что	2	2
мы видели	7	11
потому что	9	13
тридевять земель	5	3
т д	16	8
как и	6	5
этот случай	9	6
в мифах	3	4
один из	7	3
царства мертвых	3	5
стороны и	2	2
и это	2	8
что этот	2	2
с этой	6	2
общественного развития	2	2
можно указать	2	2
материалы показывают	3	2
и его	3	7
в сказках	4	3
когда он	3	3
него и	3	3
русская сказка	3	3
он не	6	2
не может	14	6
русской сказке	5	6
превратился в	2	3
связаны с	2	5
в образе	3	10
земель в	4	2
случаях когда	4	3
с ним	5	8
с его	3	4
не только	21	10
том что	10	10
мы уже	4	6
как только	2	3
та же	2	3
и тем	2	4
в них	3	3
попадает в	2	3
тем что	6	5
тех случаях	4	3
же как	4	3
мы не	4	6
а не	8	2
должны были	3	2
кажется что	3	2
то это	5	5
и на	2	12
случай мы	4	2
очень ясно	2	2
после смерти	3	2
это означает	2	2
эта связь	3	6
тридесятом царстве	4	4
этот мотив	3	5
еще яснее	2	2
или в	8	3
предположить что	3	3
ничего не	5	2
если он	3	3
но при	2	2
иной мир	2	3
одной стороны	5	7
после чего	2	6
там где	5	5
превращается в	3	7
в том	7	12
небо и	2	3
иное царство	2	6
но в	5	7
здесь мы	5	4
что сказка	4	3
в сказке	36	23
и что	10	5
долганский фольклор	2	2
на его	2	4
и от	2	3
но он	2	2
власть над	2	7
с другой	9	10
и эта	2	3
от него	3	3
время как	2	3
и по	3	4
сказать что	2	3
все же	9	8
его не	2	2
