2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
в отдельности	2	2
мы имеем	12	7
связи с	3	3
и этим	3	2
из этих	3	3
главе о	2	2
эти случаи	7	2
еще один	2	2
никогда не	4	2
что это	6	2
своего отца	4	3
так же	6	18
в нем	6	2
его в	3	9
к нему	7	6
так и	5	10
об этом	6	7
что она	5	3
это не	10	5
в лесу	2	12
после того	4	2
в свете	3	3
но это	3	3
в форме	2	2
и он	3	3
в одной	2	3
в данном	4	3
и в	24	26
одна из	7	2
в брак	4	2
но не	6	5
в русской	5	3
не случайно	3	2
вместе с	7	6
видеть в	3	2
в силу	2	5
этих случаях	16	8
еще другим	2	3
в качестве	3	7
она не	2	3
данном случае	3	3
перед нами	2	3
и т	17	27
для нас	6	3
должен был	2	3
здесь не	2	4
он стал	2	2
отношение к	5	2
другой стороны	8	4
все это	8	2
домой и	2	3
происходит в	3	2
знаем что	3	7
при этом	4	3
у него	10	5
связь с	2	12
герой в	2	3
этот вопрос	2	2
и другие	9	3
иногда это	2	2
с этим	2	2
что герой	12	2
уже в	3	2
по его	2	2
на земле	2	3
что мы	3	3
того что	6	2
того как	3	4
указать что	2	2
начинается с	4	2
не менее	5	2
что он	21	10
показывает что	8	10
так что	3	2
тем не	4	2
но для	2	2
здесь можно	2	2
в иной	2	6
есть и	4	2
что они	3	6
во всем	2	3
и тот	2	2
огонь и	2	4
то же	8	8
к этому	2	5
как бы	4	3
таких случаев	3	2
царство и	2	2
представляет собой	4	2
сих пор	3	5
что в	13	14
уже не	2	5
в этом	12	7
представления о	4	3
можно предположить	2	3
и там	2	2
этого не	2	2
видим что	3	2
в мифе	2	2
не всегда	4	6
в обряде	3	2
нет необходимости	2	3
волшебных предметов	2	7
на острове	2	2
к сказке	2	4
совершенно ясно	4	2
сад или	2	2
он в	2	4
этого мотива	5	3
еще не	8	6
связанные с	2	3
нас к	2	7
т е	16	18
герой получает	3	4
так как	8	9
и у	2	5
в тех	5	4
было бы	2	2
сказке он	2	4
сказке это	2	3
другими словами	2	2
с того	4	3
и др	2	5
этой стороны	3	2
с целью	2	2
таким образом	7	10
а в	10	8
они же	3	2
случаи когда	2	2
его на	2	4
до сих	2	5
сказка показывает	2	3
тогда как	3	4
на то	3	3
уже выше	6	2
на том	2	2
как мы	3	5
а именно	6	3
вопрос о	3	4
имеется в	2	2
вовсе не	4	4
представляют собой	5	4
все эти	2	3
например в	3	3
на вопрос	4	3
в других	4	2
показывают что	6	2
к ним	2	2
три года	2	4
не могут	2	2
точно так	2	5
как это	2	3
между прочим	3	2
не в	9	5
но эта	2	4
но есть	3	2
так например	2	2
имеем в	5	2
но все	4	5
у афанасьева	2	2
со змеем	3	2
случай показывает	2	2
сказке о	3	3
в русских	2	2
помощника и	3	2
мы видим	10	6
или он	3	3
и не	4	9
возможно что	3	2
может быть	14	14
ни в	2	2
на него	2	3
мы знаем	2	8
такое же	2	4
которой он	3	2
конечно не	2	2
и все	6	2
мы можем	4	6
к себе	3	3
он также	2	2
мы рассмотрим	3	7
с собой	7	5
так в	4	4
их не	2	2
это видно	2	2
при помощи	3	10
по существу	4	3
аф вар	4	3
в связи	2	2
героя а	2	2
е в	2	3
в тридесятое	4	4
мы должны	4	5
тридесятое царство	4	4
что у	4	3
что здесь	7	7
только в	6	3
не просто	2	4
но и	11	12
показывает как	3	2
мы здесь	2	2
в дальнейшем	3	6
дело не	5	2
аф неи	4	3
не по	2	2
известно что	2	2
из них	2	2
как он	6	6
не имеет	4	3
у нее	2	2
в этих	13	7
выше мы	3	2
что и	8	9
как в	12	7
сказка начинается	2	2
то что	7	16
о том	9	4
увидим что	2	2
мы видели	7	6
мы увидим	6	3
потому что	9	6
в другой	3	3
в американских	2	2
как и	6	7
т д	16	24
право на	5	2
на коне	2	8
отец и	2	2
этот случай	9	9
в особенности	2	2
царства мертвых	3	2
в мифах	3	2
и здесь	12	5
что этот	2	4
говорит о	2	2
с этой	6	2
можно указать	2	2
более поздняя	3	2
и его	3	10
когда он	3	6
не может	14	6
он не	6	7
русской сказке	5	4
превратился в	2	2
в образе	3	3
случаях когда	4	3
и если	3	3
когда герой	4	4
не только	21	15
мы пока	2	2
том что	10	3
мы уже	4	5
на этот	2	2
и тем	2	2
во время	6	7
на себя	2	4
он показывает	6	2
попадает в	2	3
тем что	6	5
тех случаях	4	2
же как	4	13
хотя и	3	2
раньше чем	3	5
а не	8	6
и даже	3	4
это происходит	3	2
то это	5	5
дает ему	2	4
и на	2	2
можно найти	2	2
эта связь	3	5
этот мотив	3	4
он говорит	2	2
или в	8	3
предположить что	3	6
он может	4	2
ничего не	5	5
иной мир	2	6
эта форма	3	2
представление об	5	3
превращается в	3	7
в том	7	3
в одну	2	2
там где	5	3
русских сказках	2	2
иное царство	2	6
но в	5	5
в таких	2	2
здесь мы	5	2
в сказке	36	47
и что	10	5
на его	2	3
с другой	9	4
от него	3	2
но он	2	4
власть над	2	11
и по	3	5
сказать что	2	2
все же	9	9
