2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
мы имеем	3	2
связи с	9	3
из этих	4	2
понятно что	2	2
интеллектуальных операций	2	3
наряду с	2	3
для ребенка	9	2
формы мышления	2	3
что это	6	2
никогда не	8	5
мышлением и	7	4
так же	4	11
видели что	5	2
можно было	5	6
эта проблема	5	2
и мышления	3	3
так и	8	5
в своей	4	7
это не	5	5
речь идет	2	5
с точки	18	11
развития детской	2	2
прежде всего	4	2
в высшей	7	2
которое мы	3	2
видим в	2	2
ребенка по	2	2
на одной	2	2
в данном	3	2
со стороны	3	3
и в	15	20
но не	3	3
зависимости от	6	2
в процессе	11	27
в силу	2	6
речи не	2	2
вместе с	6	8
если бы	8	5
процесса развития	2	4
тот же	7	9
к тому	7	6
в качестве	4	21
развития с	2	3
данном случае	3	2
развитии ребенка	4	2
для него	3	2
следующим образом	2	3
перед нами	2	5
для нас	4	4
процесс развития	3	13
именно в	2	3
нас в	2	3
что оно	4	4
у него	2	2
при этом	3	12
по сравнению	5	4
у ребенка	15	13
и развития	2	6
о развитии	7	5
связана с	4	2
мы будем	3	2
подобно тому	2	2
следующем виде	2	2
в результате	3	8
в истинном	2	2
с этим	3	5
и с	4	4
говорили выше	2	3
со всей	4	2
уже в	5	6
переход от	4	2
ребенка как	3	2
к которому	6	3
и как	2	9
что мы	9	7
мышлением ребенка	3	2
их в	4	2
того что	17	10
в отношении	6	10
точки зрения	26	24
едва ли	7	2
того как	4	2
же самое	2	7
тому как	2	2
в своем	9	4
столь же	2	3
что он	12	6
что с	5	4
взрослого человека	3	8
все же	4	5
понятие о	2	2
но для	2	2
также и	2	2
развития в	6	6
говорит что	5	3
что эта	6	3
возникает из	4	2
мышления как	5	2
что они	3	14
во всем	2	3
то же	5	16
в целом	10	11
детской речи	19	2
к этому	4	4
по пути	2	2
а также	2	2
как бы	7	7
на все	2	3
ребенка не	5	7
представляет собой	2	3
что в	14	19
развития ребенка	3	7
в этом	19	24
должно быть	2	3
этом смысле	2	8
том же	2	2
того же	3	9
с одной	7	9
с логической	3	3
той же	2	6
в их	2	12
пиаже не	3	2
в мышлении	2	21
детской мысли	7	17
и для	2	4
нас к	2	3
они не	3	2
так как	4	10
нисколько не	2	2
развития и	3	3
было бы	10	8
как уже	2	4
детского мышления	23	24
в самом	11	6
случае не	2	2
нас интересует	2	2
смысле этого	3	7
мышления и	16	14
отличие от	3	2
к выводу	6	2
и той	2	4
таким образом	14	25
на место	2	3
а в	4	2
в известном	2	2
мышления которая	2	3
мышления с	2	4
что если	2	2
высшей степени	7	2
как известно	6	3
которые не	2	2
этой теории	3	4
на то	6	5
относятся к	2	2
примитивного человека	2	3
на том	2	4
когда ребенок	2	2
и т.п	7	2
всем протяжении	2	2
как мы	6	13
на одном	2	2
все эти	3	5
и т.д	12	2
его к	2	4
не могут	2	3
как это	6	9
мышление ребенка	7	3
на деле	5	3
в ином	2	2
если мы	6	10
друг с	2	7
в эксперименте	2	3
не в	8	4
связь между	5	2
пиаже все	3	2
на основе	7	10
тогда когда	5	8
мышления в	9	16
научного мышления	2	3
мы видим	4	10
и не	7	8
может быть	9	12
даже в	4	2
ни в	2	3
с таким	6	3
мы можем	10	5
состоит в	3	4
о том	9	5
с помощью	5	31
в этой	6	3
что при	3	2
по существу	5	3
и к	6	5
в связи	6	3
приводит нас	2	3
в себе	2	10
мы должны	6	11
под этим	2	2
этом отношении	3	7
и тогда	2	2
мышления ребенка	3	4
что здесь	2	2
только в	4	10
но и	10	9
не является	9	5
истории развития	3	11
помощью которого	2	2
уже говорили	3	2
отношений которые	2	2
в истории	6	10
того чтобы	12	7
из них	3	4
как он	6	4
образом как	2	2
не имеет	4	2
ребенка и	4	9
и более	2	7
что и	2	9
слова ребенка	2	2
в этих	2	3
для того	10	5
как в	4	5
идет о	3	3
то что	20	15
как и	6	9
мы видели	6	6
в развитии	26	25
потому что	7	12
увидим что	2	5
таким же	3	2
что все	4	3
сравнению с	5	3
ступень в	3	3
в которой	4	3
интеллектуальной деятельности	2	2
в собственном	3	7
стадии своего	2	2
в другой	2	2
с другом	2	7
и это	3	2
стороны и	2	2
том числе	3	2
развития детского	7	11
с этой	2	4
показали что	2	4
к которым	4	2
говорит он	12	5
и его	4	5
когда он	3	3
что ребенок	8	12
ребенка в	10	4
и только	3	4
ход развития	2	6
числе и	3	2
не может	9	6
собственном смысле	3	7
самом деле	6	7
возникает в	2	4
могли бы	4	9
в его	2	11
но что	2	3
как говорит	2	2
чем в	2	3
заключается в	8	18
не только	15	15
том что	27	35
и речи	13	2
мы уже	6	5
интересующей нас	4	4
как только	2	2
животных и	3	2
тем самым	3	7
раз в	2	2
в следующем	3	2
развитие ребенка	2	3
и тем	2	8
одной из	3	3
на этот	6	3
отнюдь не	2	3
ребенка с	4	4
уже и	2	2
могут быть	2	7
мы могли	4	9
от того	2	3
ту же	2	2
ребенка на	2	2
тем что	2	7
процессе развития	7	2
раньше чем	2	5
в виду	6	3
уже сказано	3	4
указывает на	2	2
этого слова	3	11
же как	2	6
а не	3	7
которую можно	2	2
и других	2	3
целый ряд	2	5
ребенок не	2	2
детского развития	3	3
во всяком	7	4
мышлении ребенка	2	6
в отличие	3	2
по своей	6	6
развитии детского	5	9
только что	3	4
теории пиаже	8	2
том чтобы	4	2
в детском	2	4
те же	3	6
он говорит	3	2
что на	2	2
в начале	4	2
все время	3	4
в основе	3	17
одной стороны	7	9
всяком случае	6	3
мышления является	2	3
в один	2	3
в том	33	42
а с	4	2
ребенком и	2	3
ребенка это	3	2
и другой	2	3
и что	8	8
но в	6	3
