3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part7_wordlist_3gram
то есть в	4	2
во время пира	3	2
в романе рабле	5	7
в отрыве от	2	2
в эпоху рабле	3	3
гротескной концепции тела	2	3
в четвертой книге	3	3
как мы видели	4	4
в том что	3	6
в доме де	2	3
доме де баше	2	3
в этом отношении	2	5
но в то	3	5
в большинстве случаев	2	2
мы уже говорили	3	2
в третьей книге	2	2
о том как	2	2
в то же	9	9
с точки зрения	3	2
кн iii гл	4	3
можно было бы	2	2
том числе и	2	2
дело в том	2	2
в средние века	4	2
в эпизоде с	4	4
то же время	9	9
в материально-телесном плане	2	2
в том числе	4	4
