2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
связи с	9	3
которую мы	5	4
формы мышления	7	2
никогда не	4	2
так же	17	16
и мышления	2	11
к тому	4	4
перед нами	10	5
мы склонны	3	2
по сравнению	4	6
у ребенка	19	6
в результате	3	4
с этим	4	6
и как	5	5
самого начала	6	8
пути развития	3	2
едва ли	2	2
точки зрения	6	26
того как	3	2
значения и	5	2
экспериментальное исследование	3	3
главным образом	2	2
всеми остальными	2	2
что они	10	3
в целом	13	20
как бы	10	11
мы называем	2	3
что в	17	14
уже не	2	2
и речь	4	4
тем и	4	3
и основной	2	3
исследования пиаже	2	3
одного из	2	3
что как	2	2
той же	4	2
нас к	2	8
с другими	2	2
было бы	10	4
смысле этого	4	3
таким образом	17	26
а в	4	2
мышления с	2	6
высшей степени	6	4
развития мышления	5	4
значение как	3	2
пользу того	2	3
и т.д	5	5
речь в	2	2
экспериментальных исследований	2	3
приходит к	6	3
отношению к	2	7
что эти	3	2
всех этих	2	2
образом что	2	3
с помощью	42	13
этого исследования	2	4
в себе	2	6
только в	10	6
от этого	6	2
в генетическом	4	2
нас сейчас	2	2
сравнению с	3	5
школьного возраста	3	3
и это	4	3
наши исследования	2	4
и его	2	6
ребенка в	12	8
собственном смысле	6	5
речевого мышления	5	10
не может	6	12
он не	4	5
могли бы	11	6
значения слова	2	3
по себе	7	5
интересующей нас	2	2
со всеми	6	2
в них	2	2
тем что	8	6
хотя и	2	2
связи между	5	3
функции в	2	4
в котором	3	4
в том	23	24
все же	6	3
приводит к	4	4
в частности	4	2
между двумя	2	2
мышление с	2	2
что это	5	3
к мышлению	3	3
так и	5	5
об этом	2	3
является то	7	2
и в	25	23
вместе с	14	9
оба эти	3	3
в качестве	12	9
этой проблемы	2	8
не станем	4	5
другой стороны	3	9
все это	6	6
при этом	5	4
в изучении	2	2
связан с	2	5
этот вопрос	3	3
со всей	2	4
уже в	7	3
что мы	7	5
между мышлением	3	2
что он	6	7
столь же	7	6
показывает что	8	3
на первый	2	2
с тем	16	7
детской речи	6	9
мы говорили	4	3
в этом	14	17
понятий ребенка	2	3
должно быть	2	2
мы и	2	3
в поведении	5	3
в то	4	7
речевое мышление	2	3
как уже	6	7
в самом	3	7
на основании	11	5
речь не	2	3
мышления и	23	40
к выводу	2	4
об отношении	2	12
которые не	4	3
форм мышления	2	3
то и	4	3
это положение	2	4
связь между	4	6
мышления в	17	8
значение в	3	3
и не	10	9
смысле слова	2	3
в виде	3	2
известном смысле	2	2
функции и	2	6
мы можем	7	6
в одном	2	4
с самого	6	8
из основных	3	3
без этого	2	2
бы в	2	5
но и	4	14
того чтобы	8	17
ребенка и	17	5
для того	7	15
что говорит	2	2
потому что	6	6
в собственном	6	5
в пользу	5	4
которых мы	2	2
слова и	6	5
когда он	3	2
что ребенок	7	4
в его	15	14
факт что	5	3
бы сказать	3	2
не могли	3	2
и речи	20	38
тем самым	2	5
в каком	2	3
ребенка с	3	2
в своих	2	5
же как	6	6
мы не	9	7
одной и	2	2
к изучению	2	2
указывает на	2	2
этого слова	4	4
от всех	2	3
из которых	5	3
мы получили	3	2
ребенок не	9	4
в сфере	2	3
мышлении ребенка	7	2
все более	2	3
по отношению	3	7
в детском	4	9
с мы	4	3
а с	3	4
иначе говоря	2	2
в какой	4	5
и отношение	2	2
в зависимости	5	2
можно было	6	3
что она	5	4
в своей	2	4
к проблеме	2	2
в свете	2	4
прежде всего	4	10
в высшей	6	4
но не	6	4
если бы	5	5
независимо от	4	6
для него	5	2
именно в	5	6
что оно	4	3
поэтому в	2	2
и мышление	2	4
человека и	5	3
о котором	2	2
говорили выше	2	2
что с	4	2
и эти	2	2
взрослого человека	10	6
развития в	2	2
вопрос об	2	6
во всем	3	3
на этом	3	2
представляет собой	6	11
между ними	3	2
очень рано	2	2
все остальные	2	4
с одной	5	8
проблема мышления	2	2
возраста в	2	2
из того	2	5
детского мышления	8	34
в речи	2	2
и той	2	2
как известно	3	3
эти исследования	3	3
в связь	2	2
если мы	3	2
друг с	5	4
тогда когда	4	3
мышление и	5	3
мы видим	3	4
между собой	13	5
виде в	2	2
внутренней речи	19	9
в основу	4	2
мышления которые	3	3
обе эти	3	3
приводит нас	3	2
мы должны	6	5
мышления ребенка	7	5
не является	8	9
для этого	2	5
как он	3	3
к установлению	2	3
речи и	8	28
в этих	2	2
то что	15	17
мы видели	6	2
в области	7	3
с другом	5	4
говорит он	4	15
с этой	3	6
как говорит	5	2
его мышления	3	3
с его	2	4
заключается в	9	8
не только	6	16
том что	20	21
на этот	2	3
ступени развития	5	2
могут быть	5	3
мы могли	9	7
от того	4	6
