2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
и ее	2	3
связи с	3	6
мы имеем	12	19
из этих	3	3
эти случаи	7	3
но конечно	2	2
никогда не	4	3
не совсем	2	3
в нем	6	9
так же	6	3
его в	3	3
к нему	7	5
так и	5	2
что она	5	5
пребывание в	2	4
в лесу	2	26
это не	10	6
после того	4	2
в свете	3	5
прежде всего	2	3
но это	3	3
и он	3	2
со стороны	2	3
в данном	4	4
в одной	2	3
и в	24	22
но не	6	7
в брак	4	14
одна из	7	2
в русской	5	3
в силу	2	2
вместе с	7	9
этих случаях	16	7
в качестве	3	2
она не	2	4
данном случае	3	3
и т	17	16
следующим образом	3	3
для нас	6	4
должен был	2	3
здесь не	2	3
и так	2	2
здесь герой	6	3
другой стороны	8	7
у него	10	3
при этом	4	2
происходит в	3	2
знаем что	3	2
связь с	2	6
герой в	2	2
этот вопрос	2	2
и другие	9	4
с этим	2	8
что герой	12	3
большого дома	4	3
случаях мы	2	2
сказка сохранила	2	2
того что	6	5
а после	2	2
точки зрения	4	2
указать что	2	3
не все	3	6
не менее	5	5
в чем	5	3
если это	2	3
что он	21	9
показывает что	8	5
после этого	3	2
так что	3	5
отношение к	5	4
тем не	4	5
здесь можно	2	6
сказка здесь	3	6
есть и	4	5
вступает в	3	3
что они	3	8
для нее	2	2
то же	8	6
не имеют	2	2
к этому	2	7
и герой	3	2
представляет собой	4	3
и говорит	4	9
сих пор	3	5
во многих	2	2
что в	13	15
уже не	2	7
к ней	2	4
за него	4	2
в этом	12	17
возвращается домой	2	3
представления о	4	2
и там	2	4
волшебный помощник	3	2
что отец	2	2
дочери и	2	2
видим что	3	4
не всегда	4	4
в обряде	3	5
с одной	5	2
на острове	2	3
этого мотива	5	4
и о	2	2
еще не	8	10
ином царстве	6	2
в то	2	2
т е	16	16
его дочери	2	2
они не	2	4
видно что	5	2
жить в	2	3
так как	8	7
и у	2	3
в тех	5	2
этой сказки	2	2
очень много	2	2
было бы	2	3
с ней	3	6
с того	4	2
и др	2	2
царь и	2	2
и возвращается	2	2
сюда же	2	2
только на	2	2
таким образом	7	10
а в	10	6
эти материалы	2	2
случаи когда	2	4
ее в	3	3
его на	2	2
этот обряд	2	2
до сих	2	5
но по	2	3
худ неи	2	2
уже выше	6	2
на том	2	3
как мы	3	8
а именно	6	4
то и	4	6
вопрос о	3	2
вовсе не	4	2
представляют собой	5	4
поставлен вопрос	2	2
например в	3	2
все эти	2	4
в других	4	4
не знаю	3	8
как это	2	4
точно так	2	2
здесь и	2	2
в ином	12	6
но тем	2	2
между прочим	3	3
не в	9	4
но есть	3	2
имеем в	5	4
но все	4	2
сказке о	3	4
в русских	2	3
себе и	3	2
мы видим	10	8
и не	4	12
всех этих	6	2
возможно что	3	6
может быть	14	11
быть поставлен	2	3
большом доме	2	6
ни в	2	2
на ней	3	5
связано с	3	4
уже знаем	3	2
мы знаем	2	2
и все	6	3
мы можем	4	6
мы рассмотрим	3	2
о том	9	3
с собой	7	2
так в	4	6
при помощи	3	3
в связи	2	3
стоит в	2	2
что у	4	3
мы должны	4	7
см и	2	2
сказке она	2	4
не вполне	3	6
что здесь	7	6
только в	6	4
но и	11	12
пребыванием в	3	2
что не	2	2
образом мы	2	2
и сказка	2	2
в дальнейшем	3	4
аф неи	4	5
там же	2	2
ином мире	5	4
известно что	2	2
мы здесь	2	4
то время	2	2
из них	2	7
не имеет	4	2
у нее	2	2
представление о	3	3
в этих	13	11
выше мы	3	3
как в	12	2
что и	8	9
должно было	2	2
то что	7	7
как и	6	3
мы видели	7	13
девушки в	2	2
мы увидим	6	3
потому что	9	3
в другой	3	4
т д	16	15
герой также	2	2
а она	4	2
если не	4	2
этот случай	9	8
один из	7	5
в особенности	2	2
стороны и	2	3
и это	2	2
женится на	2	6
и здесь	12	7
он на	2	2
и его	3	4
в сказках	4	9
него и	3	2
не может	14	4
он не	6	5
русской сказке	5	2
и она	3	3
когда герой	4	2
не только	21	14
том что	10	8
мы уже	4	6
как только	2	2
с пребыванием	3	2
что по	2	2
на себя	2	2
во время	6	6
в них	3	6
попадает в	2	11
тем что	6	4
а не	8	6
же как	4	2
хотя и	3	2
раньше чем	3	3
и даже	3	2
должны были	3	3
то это	5	2
и на	2	4
случай мы	4	2
можно найти	2	4
неи здесь	3	2
после смерти	3	2
в котором	2	2
этот мотив	3	5
или в	8	11
предположить что	3	7
ничего не	5	6
если он	3	2
но они	3	2
к отцу	2	2
одной стороны	5	2
после чего	2	10
там где	5	7
превращается в	3	3
в том	7	9
об этой	2	2
русских сказках	2	2
в сказке	36	50
но в	5	10
здесь мы	5	5
что сказка	4	5
и что	10	2
на его	2	3
с другой	9	7
от него	3	2
и от	2	3
но он	2	4
власть над	2	4
друг друга	2	6
то не	4	2
а если	2	3
время как	2	2
вот тебе	3	2
сказать что	2	3
все же	9	5
его не	2	3
