3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
то есть в	3	4
о том что	2	2
в отличие от	2	3
себе еще не	2	2
о себе самом	6	3
друг с другом	3	5
по отношению к	11	5
в том что	7	2
как мы уже	2	2
но в то	2	2
в большинстве случаев	2	8
в самом деле	2	4
в романах достоевского	6	4
в то же	7	5
сами по себе	3	2
с точки зрения	15	9
нам кажется что	2	3
можно сказать что	2	2
с другой стороны	2	3
можно было бы	3	2
по себе еще	2	2
то перед нами	2	4
как бы в	2	3
в одной плоскости	3	2
не может быть	3	8
и не может	2	7
в этом смысле	9	2
то же время	7	5
до сих пор	2	8
в произведениях достоевского	2	2
в одном из	2	2
как нам кажется	2	2
