2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
мы имеем	2	3
связи с	3	9
из этих	2	4
понятно что	2	2
интеллектуальных операций	3	2
наряду с	3	2
для ребенка	2	9
формы мышления	3	2
что это	2	6
никогда не	5	8
мышлением и	4	7
так же	11	4
видели что	2	5
можно было	6	5
эта проблема	2	5
и мышления	3	3
так и	5	8
в своей	7	4
это не	5	5
речь идет	5	2
с точки	11	18
развития детской	2	2
прежде всего	2	4
в высшей	2	7
которое мы	2	3
видим в	2	2
ребенка по	2	2
на одной	2	2
в данном	2	3
со стороны	3	3
и в	20	15
но не	3	3
зависимости от	2	6
в процессе	27	11
в силу	6	2
речи не	2	2
вместе с	8	6
если бы	5	8
процесса развития	4	2
тот же	9	7
к тому	6	7
в качестве	21	4
развития с	3	2
данном случае	2	3
развитии ребенка	2	4
для него	2	3
следующим образом	3	2
перед нами	5	2
для нас	4	4
процесс развития	13	3
именно в	3	2
нас в	3	2
что оно	4	4
у него	2	2
при этом	12	3
по сравнению	4	5
у ребенка	13	15
и развития	6	2
о развитии	5	7
связана с	2	4
мы будем	2	3
подобно тому	2	2
следующем виде	2	2
в результате	8	3
в истинном	2	2
с этим	5	3
и с	4	4
говорили выше	3	2
со всей	2	4
уже в	6	5
переход от	2	4
ребенка как	2	3
к которому	3	6
и как	9	2
что мы	7	9
мышлением ребенка	2	3
их в	2	4
того что	10	17
в отношении	10	6
точки зрения	24	26
едва ли	2	7
того как	2	4
же самое	7	2
тому как	2	2
в своем	4	9
столь же	3	2
что он	6	12
что с	4	5
взрослого человека	8	3
все же	5	4
понятие о	2	2
но для	2	2
также и	2	2
развития в	6	6
говорит что	3	5
что эта	3	6
возникает из	2	4
мышления как	2	5
что они	14	3
во всем	3	2
то же	16	5
в целом	11	10
детской речи	2	19
к этому	4	4
по пути	2	2
а также	2	2
как бы	7	7
на все	3	2
ребенка не	7	5
представляет собой	3	2
что в	19	14
развития ребенка	7	3
в этом	24	19
должно быть	3	2
этом смысле	8	2
том же	2	2
того же	9	3
с одной	9	7
с логической	3	3
той же	6	2
в их	12	2
пиаже не	2	3
в мышлении	21	2
детской мысли	17	7
и для	4	2
нас к	3	2
они не	2	3
так как	10	4
нисколько не	2	2
развития и	3	3
было бы	8	10
как уже	4	2
детского мышления	24	23
в самом	6	11
случае не	2	2
нас интересует	2	2
смысле этого	7	3
мышления и	14	16
отличие от	2	3
к выводу	2	6
и той	4	2
таким образом	25	14
на место	3	2
а в	2	4
в известном	2	2
мышления которая	3	2
мышления с	4	2
что если	2	2
высшей степени	2	7
как известно	3	6
которые не	2	2
этой теории	4	3
на то	5	6
относятся к	2	2
примитивного человека	3	2
на том	4	2
когда ребенок	2	2
и т.п	2	7
всем протяжении	2	2
как мы	13	6
на одном	2	2
все эти	5	3
и т.д	2	12
его к	4	2
не могут	3	2
как это	9	6
мышление ребенка	3	7
на деле	3	5
в ином	2	2
если мы	10	6
друг с	7	2
в эксперименте	3	2
не в	4	8
связь между	2	5
пиаже все	2	3
на основе	10	7
тогда когда	8	5
мышления в	16	9
научного мышления	3	2
мы видим	10	4
и не	8	7
может быть	12	9
даже в	2	4
ни в	3	2
с таким	3	6
мы можем	5	10
состоит в	4	3
о том	5	9
с помощью	31	5
в этой	3	6
что при	2	3
по существу	3	5
и к	5	6
в связи	3	6
приводит нас	3	2
в себе	10	2
мы должны	11	6
под этим	2	2
этом отношении	7	3
и тогда	2	2
мышления ребенка	4	3
что здесь	2	2
только в	10	4
но и	9	10
не является	5	9
истории развития	11	3
помощью которого	2	2
уже говорили	2	3
отношений которые	2	2
в истории	10	6
того чтобы	7	12
из них	4	3
как он	4	6
образом как	2	2
не имеет	2	4
ребенка и	9	4
и более	7	2
что и	9	2
слова ребенка	2	2
в этих	3	2
для того	5	10
как в	5	4
идет о	3	3
то что	15	20
