3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part7_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram
в конце концов	4	4
то есть в	2	4
во время пира	2	3
с начала и	3	2
в романе рабле	8	5
в эпоху рабле	15	3
слов и выражений	2	2
как мы видели	2	4
в доме де	3	2
доме де баше	3	2
и до конца	3	2
в большинстве случаев	5	2
мы уже говорили	5	3
начала и до	3	2
то есть о	2	2
в то же	8	9
с точки зрения	2	3
кн iii гл	4	4
том числе и	2	2
более или менее	3	2
то же время	8	9
в материально-телесном плане	2	2
таким образом и	3	2
в том числе	3	4
