3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
материалы показывают что	2	2
в русской сказке	3	5
в ином мире	2	5
после того как	3	2
но это не	2	2
таким образом мы	2	2
о том что	4	5
т е в	3	2
но все же	4	2
мы здесь имеем	2	2
мы видим что	4	3
как и в	2	2
в этих случаях	6	10
в том что	2	4
здесь мы имеем	3	2
не только в	2	5
т д или	2	2
тем не менее	4	4
но и в	2	2
в данном случае	2	3
во время посвящения	2	2
с другой стороны	8	8
с одной стороны	7	4
и т д	18	16
за тридевять земель	3	5
не может быть	3	3
так же как	3	4
во время боя	3	3
до сих пор	2	2
в том чтобы	2	2
что и в	2	2
