3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_3gram
тем что оно	2	2
на то что	4	4
в первом случае	3	3
по сравнению с	14	7
для того чтобы	8	18
во втором случае	2	3
в сущности говоря	4	2
одной и той	3	2
и то что	2	3
друг с другом	5	2
как раз в	2	2
заключается в том	5	4
то время как	5	2
и тем самым	5	4
в себе ничего	2	2
не могут не	2	2
именно в этом	2	2
мы могли бы	9	4
по отношению к	10	5
как мы видели	4	3
в том что	19	13
к тому что	7	6
в то время	6	2
вместе с тем	2	4
привело нас к	3	2
в этом отношении	3	3
не только не	2	9
не иначе как	4	2
с точки зрения	10	21
с самого начала	7	7
и той же	3	2
из того что	3	2
то же самое	6	5
в этом случае	2	14
в последнее время	2	2
бы сказать что	2	2
при переходе от	5	3
так же точно	3	3
можно сказать что	6	3
в самом начале	4	3
потому что он	4	2
не может быть	2	4
так же как	6	7
развития научных понятий	5	2
до сих пор	3	3
могли бы сказать	2	2
состоит в том	2	3
