2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram
между тем	5	4
ни было	4	3
этого самосознания	2	2
в этот	2	2
голосов в	3	5
но конечно	2	2
никогда не	5	4
как будто	3	4
наконец в	2	4
так же	6	7
достоевского нет	3	3
в нем	20	16
можно было	3	2
друг другу	2	4
его в	4	4
к нему	3	13
так и	10	8
в своей	11	4
это не	10	3
для достоевского	6	2
с точки	15	2
прежде всего	7	12
раз и	3	3
говорить о	2	3
в форме	6	3
но это	5	6
в одной	4	3
и в	23	35
но не	8	6
вместе с	2	2
то есть	24	16
голоса в	2	2
тот же	2	4
но эти	2	2
должна была	4	2
для него	15	14
другой стороны	2	3
все это	7	14
при этом	3	2
у него	6	4
себя как	5	3
мире а	2	2
подобно тому	3	2
момент его	2	2
и с	4	12
однако в	2	2
уже в	5	3
да и	2	5
и как	8	2
самого начала	3	8
того что	2	3
в отношении	2	9
точки зрения	21	7
себя в	3	2
что он	10	24
именно потому	2	2
тому как	3	2
так сказать	3	2
в своем	8	2
но для	2	2
в большинстве	2	2
из подполья	11	35
романах достоевского	6	4
он все	2	2
то же	10	15
в целом	4	3
записок из	3	3
у ивана	2	2
может быть	21	14
как бы	28	31
что в	8	6
произведениях достоевского	5	2
сочетания голосов	2	2
уже не	8	3
творчестве достоевского	5	7
в которых	2	2
в этом	25	14
мы остановимся	3	3
с собою	2	5
в обычном	2	2
за ним	2	2
и самое	2	2
бы то	3	3
в жизни	6	2
этом смысле	9	3
героя и	5	10
эта особенность	4	2
лишь в	3	7
он знает	3	3
совпадает с	2	2
или как	5	3
героя в	4	5
но как	3	4
себе самом	6	5
для его	3	2
той же	6	2
он в	2	4
в каждой	2	2
в мире	7	4
еще не	5	7
в построении	5	2
в то	10	11
и для	3	8
так как	7	4
чужого сознания	2	4
как раз	4	4
и у	4	4
с другими	7	2
точек зрения	3	2
было бы	6	3
со своим	3	2
последним словом	2	2
в самом	8	6
отличие от	2	2
таким образом	11	7
а в	7	7
с миром	2	3
и тон	2	3
дело идет	6	3
это и	9	3
его целом	5	2
образа героя	3	3
у достоевского	24	12
ни одного	2	9
как другой	3	4
вовсе не	8	7
и т.п	3	6
в творчестве	5	4
вопрос о	4	2
как мы	5	8
на вопрос	2	2
из своего	3	4
например в	3	2
он и	5	5
все эти	8	3
как можно	2	2
нет ни	2	2
его к	4	3
достоевского в	19	3
конце концов	4	3
слово о	2	7
во всех	5	3
о нем	11	2
не в	6	10
друг с	3	4
но эта	4	2
но все	4	4
отношению к	11	7
сознания и	3	4
себе и	3	7
себе самому	3	18
за пределы	6	3
всех этих	3	2
и не	34	27
для других	2	3
достоевского по	2	2
даже в	2	5
себя самого	4	7
на него	2	5
только с	2	3
нему и	2	4
и наконец	5	7
одного сознания	4	3
мире достоевского	5	3
в плане	5	6
в первом	2	2
достоевского как	12	2
большинстве случаев	2	2
о себе	9	17
к себе	2	18
на самом	4	9
в одном	9	6
себя сам	2	2
из его	3	2
в произведениях	2	2
человека из	4	13
и все	3	15
о том	2	2
ее как	2	3
и во	2	3
с самого	2	8
я не	3	8
слова его	2	2
в себе	5	5
мы должны	2	3
и к	4	12
последнее слово	9	4
ивана карамазова	5	4
ни на	2	2
только в	8	6
бы в	3	4
себя и	2	8
но и	11	14
отношении к	2	7
но именно	4	2
сказать что	5	3
из них	2	3
как он	2	2
и сам	2	7
в этих	2	2
то ни	3	3
что и	5	3
как в	6	5
слово в	2	2
то что	18	10
как и	8	18
время не	2	3
потому что	12	8
благодаря этому	2	2
что все	3	2
достоевского и	12	2
в которой	4	2
в каждом	8	6
сознание и	3	2
с другом	3	4
и это	5	5
рядом с	13	4
говорит он	8	4
он сам	3	6
и его	13	14
самом деле	5	10
в пределах	9	11
до конца	5	4
к другому	2	16
он не	4	13
не может	11	18
в его	24	21
сливается с	2	4
в той	6	4
с ним	6	7
с его	6	7
не только	13	10
по себе	7	4
том что	9	3
мы уже	2	8
не как	12	3
на этот	2	2
бы уже	2	4
а как	6	2
в них	3	4
мысли в	2	2
тем что	3	4
а не	20	4
их в	2	2
и даже	3	5
этого слова	2	5
самого героя	8	3
кажется что	3	2
в кругозор	6	2
диалог в	2	2
бы и	4	2
же время	7	10
он есть	3	2
и на	10	6
во всяком	4	4
героев достоевского	3	3
тому что	2	2
самим собою	2	9
с ее	2	3
в отличие	2	2
слово героя	6	4
человек из	3	7
по отношению	11	6
в котором	2	3
в конце	5	5
для себя	2	7
в романах	7	5
хотя бы	2	2
ничего не	6	3
ни в	3	2
достоевский заставляет	2	2
всяком случае	3	4
чужому сознанию	2	3
там где	6	7
в том	11	5
это в	2	2
но в	4	19
другого человека	4	3
на его	2	4
с другой	2	4
слову героя	2	2
но он	2	4
друг друга	3	2
в сущности	5	14
и вот	2	4
и по	2	2
все равно	2	2
все же	5	8
человек и	2	4
приводит к	3	2
