2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
связи с	3	3
эти три	2	2
которую мы	2	4
никогда не	5	2
так же	15	16
друг другу	2	3
потому и	3	2
системы в	2	2
к тому	6	4
к мысли	4	2
по сравнению	5	6
у ребенка	9	6
в результате	4	4
с этим	3	6
и как	3	5
самого начала	5	8
пути развития	3	2
точки зрения	18	26
того как	5	2
отношения к	2	3
же самое	4	3
что мысль	3	2
говорит что	5	4
что они	5	3
в целом	4	20
как бы	5	11
что в	16	14
пиаже в	3	6
и основной	2	3
исследования пиаже	2	3
лежит в	2	2
он в	3	3
той же	4	2
нас к	3	8
учения о	2	6
было бы	10	4
таким образом	19	26
а в	3	2
речь ребенка	3	12
что если	4	2
что процессы	2	2
высшей степени	2	4
его на	2	2
представляют собой	2	2
и т.д	4	5
речь в	3	2
жизни и	2	2
приходит к	3	3
отношению к	12	7
в школьном	18	3
что эти	2	2
на пороге	4	2
к объяснению	2	4
образом что	2	3
с помощью	10	13
по существу	3	4
не с	2	2
только в	10	6
не имеет	4	2
только для	2	3
сравнению с	5	5
современной психологии	2	5
деятельность и	2	2
школьного возраста	12	3
наши исследования	2	4
гипотезы и	3	2
и его	3	6
мы пытались	2	5
ребенка в	5	8
не может	18	12
он не	8	5
могли бы	6	6
по себе	7	5
интересующей нас	3	2
со всеми	2	2
и тем	3	6
в них	2	2
мысли в	4	5
тем что	5	6
в теории	4	4
того факта	2	2
все основные	3	2
связей и	4	2
и следовательно	6	3
как чисто	2	3
функции в	3	4
в котором	2	4
мысли и	5	6
сам пиаже	3	4
он может	3	2
в том	18	24
но в	6	5
все же	3	3
пороге школьного	4	2
приводит к	7	4
в частности	3	2
между двумя	3	2
по мере	2	4
из этого	2	5
так и	7	5
с точки	9	18
является то	2	2
говорить о	3	2
допустить что	3	2
и в	16	23
вместе с	4	9
оба эти	4	3
в качестве	4	9
не станем	2	5
этом вопросе	2	4
в такой	5	3
другой стороны	2	9
все это	2	6
при этом	4	4
этот вопрос	6	3
на их	2	2
и с	3	9
что мы	4	5
в эгоцентризме	2	2
что он	25	7
показывает что	5	3
столь же	2	6
с тем	3	7
детской речи	2	9
мы говорили	2	3
ребенка не	3	2
в этом	25	17
своей природе	3	2
должно быть	8	2
и пиаже	2	3
стороны речи	3	8
о чем	2	2
мы и	5	3
в их	3	3
в то	5	7
пиаже и	2	7
как уже	3	7
в самом	4	7
на основании	2	5
в ходе	12	8
речь не	3	3
мышления и	4	40
об отношении	2	12
ее в	3	2
что для	2	5
которые не	2	3
до сих	3	4
то и	2	3
письменной речи	39	2
во всех	2	3
значение в	3	3
и не	12	9
за пределы	4	2
известном смысле	7	2
функции и	3	6
показать что	3	2
ничего другого	2	2
мы можем	6	6
в одном	3	4
с самого	5	8
из основных	3	3
и другим	2	2
непосредственно не	2	2
бы в	4	5
но и	6	14
в другом	6	7
учение о	2	3
того чтобы	17	17
этих двух	3	3
ребенка и	4	5
для того	14	15
и поэтому	2	2
друг от	4	3
потому что	21	6
в которой	5	3
он должен	5	2
тем более	4	5
что ребенок	11	4
когда он	2	2
в его	11	14
бы сказать	2	2
и отношений	3	2
можно сказать	5	5
тем самым	8	5
ребенка с	3	2
в своих	2	5
же как	7	6
мы не	3	7
указывает на	2	2
из которых	3	3
должны были	2	3
ребенок не	6	4
в сфере	5	3
по самой	4	2
по отношению	12	7
от друга	4	3
вот почему	3	2
но этот	2	2
исследования и	2	6
а с	2	4
речи является	2	4
на всем	2	2
в какой	6	5
и отношение	2	2
такой же	4	3
в зависимости	2	2
можно было	5	3
что она	2	4
в своей	2	4
межфункциональных связей	4	2
в свете	4	4
прежде всего	3	10
в высшей	2	4
в состоянии	4	2
но не	10	4
если бы	8	5
для него	5	2
именно в	4	6
в одинаковой	2	2
что оно	6	3
исследование посвященное	2	2
и мышление	3	4
к логике	2	6
что с	5	2
и эти	2	2
развития в	6	2
вопрос об	3	6
во всем	2	3
которая в	2	2
на этом	3	2
представляет собой	7	11
для современной	2	3
с одной	3	8
стоит только	2	4
детской мысли	12	13
что между	4	2
из того	11	5
развития научных	3	3
детского мышления	4	34
речи так	3	2
как известно	4	3
на нее	2	2
всем протяжении	2	2
вопрос о	12	7
и логической	2	2
если мы	7	2
друг с	7	4
тогда когда	5	3
его мысли	3	2
мы видим	4	4
между собой	13	5
внутренней речи	7	9
в первом	3	2
факта что	2	3
обе эти	5	3
приводит нас	2	2
я не	2	3
больше того	2	2
мы должны	8	5
мышления ребенка	2	5
не является	5	9
как он	6	3
речи и	6	28
и более	3	5
в этих	3	2
то что	26	17
мы видели	3	2
что все	6	4
ответ на	3	3
в области	12	3
с другом	7	4
говорит он	2	15
с этой	4	6
заключается в	5	8
не только	16	16
том что	15	21
на отдельные	2	3
на этот	4	3
всем остальным	2	2
ступени развития	2	2
могут быть	4	3
мы могли	7	7
этими двумя	2	2
от того	3	6
а не	10	3
и даже	2	2
речи но	2	3
который мы	2	2
и на	6	8
во всяком	2	3
чтобы выяснить	2	2
мыслью взрослого	2	2
теории пиаже	3	8
ничего не	5	3
вместо того	3	2
внутренняя речь	7	4
речи как	4	8
другом месте	4	6
и от	2	3
это речь	4	2
в сущности	13	6
сказать что	13	11
сознания в	3	2
в самых	4	3
между тем	3	9
к его	3	2
теории и	2	3
как на	3	4
речи в	6	14
нами в	2	2
зависимости от	2	2
в процессе	13	8
в силу	10	6
научных понятий	21	2
развитии ребенка	3	2
в свою	4	4
вслед за	2	2
и потому	2	2
ребенка как	2	4
того что	16	15
в отношении	9	10
в чем	3	4
в своем	5	3
что эта	3	2
то же	8	8
к этому	3	4
содержится в	3	2
мысли к	3	8
на все	5	3
сих пор	3	4
является для	2	2
это понятие	2	2
самого пиаже	2	4
до лет	3	8
так как	16	7
же мере	5	3
мысли которая	2	2
в известном	8	2
психологической природы	2	4
возрасте и	2	4
вовсе не	2	3
как мы	10	5
на вопрос	5	2
все эти	4	4
как это	8	2
обратиться к	2	3
мышление ребенка	3	3
не в	6	4
ребенка к	4	3
но все	2	2
сознания и	2	3
может быть	9	14
с таким	3	3
отношений между	2	4
о том	8	6
в этой	6	7
школьном возрасте	19	4
и к	2	4
на примере	3	2
что у	2	2
детской логики	2	10
этом отношении	5	4
свою очередь	3	3
по пиаже	3	2
то время	4	5
вопроса о	3	2
как в	5	4
как и	8	14
в развитии	28	12
понятий и	15	4
показали что	7	4
самом деле	3	3
мысль ребенка	4	7
речь как	2	3
в известной	3	2
и то	4	3
что мышление	2	2
речь и	4	2
их в	2	4
с развитием	2	2
процессов в	2	2
тому что	5	5
мысли как	2	3
у школьника	2	3
по своей	3	5
есть не	2	2
только что	5	4
пиаже как	5	5
у детей	2	3
хотя бы	5	4
мысли но	3	2
сущности говоря	4	2
в основе	8	8
речи с	2	2
что является	2	2
одной стороны	3	9
чем он	2	2
и что	12	5
в смысле	3	2
необходимо предполагает	3	3
