3gram	Losev_DialektikaMifa_partition_part3_wordlist_3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram
одно и то	4	2
той или иной	3	2
на то что	4	3
во всяком случае	2	2
но это –	3	2
я не буду	3	3
о том что	2	5
что не есть	2	2
сам по себе	6	5
если иметь в	2	2
сама по себе	8	4
случае не есть	2	2
ничего не говорит	4	3
по крайней мере	4	5
значит что он	3	4
то это значит	2	4
в том что	7	3
к тому что	2	2
не есть ни	6	3
ни в каком	8	3
но что такое	2	4
и в этом	3	2
д и т	2	5
миф сам по	2	2
это значит что	9	21
с точки зрения	12	14
иметь в виду	3	2
ровно ничего не	3	3
с другой стороны	4	2
само по себе	5	5
с одной стороны	2	3
что он –	5	3
т д и	2	6
и т д	19	23
не есть бытие	2	2
точно так же	2	2
что миф –	2	2
не может быть	3	6
это и есть	2	2
что миф есть	3	3
я утверждаю что	4	4
и то же	4	2
миф не есть	11	5
