3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram
для того чтобы	6	2
в романе рабле	7	14
в другом месте	2	3
в эпоху рабле	3	5
все эти образы	2	2
мы видим что	2	2
в четвертой книге	3	3
как мы видели	4	2
в том что	6	6
в то время	2	2
и др в	2	2
но в то	5	2
в большинстве случаев	2	6
мы уже говорили	2	7
в третьей книге	2	4
в то же	9	10
с точки зрения	2	2
сих пор еще	2	4
в данном случае	2	2
кн iii гл	3	2
можно сказать что	2	2
существенную роль в	2	2
том числе и	2	2
дело в том	2	2
в связи с	5	3
не может быть	2	2
в средние века	2	2
в эпизоде с	4	2
то же время	9	10
до сих пор	3	8
в том числе	4	3
