2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram
не об	3	3
никогда не	5	17
так же	6	5
образ героя	4	2
к нему	3	11
для достоевского	6	4
со стороны	2	4
на мир	8	2
как вы	2	2
перед нами	4	4
достоевского которая	2	2
и одновременно	3	2
не исчерпывается	2	2
в результате	4	3
и как	8	2
поэтому и	2	3
точки зрения	21	19
отношения к	2	2
из подполья	11	4
герой достоевского	6	5
в целом	4	5
как бы	28	15
что в	8	6
уже не	8	6
в жизни	6	3
этом смысле	9	5
романа в	4	5
точками зрения	2	2
но как	3	2
и о	3	2
и у	4	2
с другими	7	7
было бы	6	4
авторского слова	7	2
таким образом	11	11
а в	7	3
его творчества	7	5
ни одного	2	3
достоевского но	8	3
жизни и	6	15
достоевского в	19	4
отношению к	11	8
точку зрения	4	5
на него	2	2
мире достоевского	5	6
все то	4	2
в себе	5	5
от автора	3	4
только в	8	9
как не	4	5
и сам	2	3
творчества достоевского	7	2
полифоническом романе	3	3
сочетается с	3	4
достоевский в	7	5
и его	13	8
до конца	5	7
он не	4	9
не может	11	24
по себе	7	8
на материале	3	3
а как	6	4
в них	3	4
тем что	3	2
как у	2	2
в кругозор	6	2
же время	7	3
в условиях	2	2
в котором	2	7
мысли и	2	3
он может	3	2
эта форма	2	2
в том	11	8
но в	4	6
диалогические отношения	3	3
все же	5	4
не на	3	4
его в	4	3
так и	10	3
с точки	15	9
в форме	6	2
в одной	4	5
и в	23	45
она не	5	5
его личности	2	2
героев в	2	3
все это	7	5
при этом	3	2
в сознании	2	2
этот вопрос	2	4
и с	4	7
уже в	5	4
романа не	3	2
зрения на	8	5
все что	3	3
что он	10	7
тому как	3	2
не раз	2	2
авторского замысла	2	2
в этом	25	20
авторской позиции	3	5
своих героев	3	2
героя и	5	7
его художественного	4	4
в их	3	4
в мире	7	3
еще не	5	9
в то	10	5
как раз	4	6
в самом	8	13
романе достоевского	9	3
в литературе	3	6
что для	2	2
до сих	2	2
и т.п	3	6
конце концов	4	3
слово о	2	6
романа но	2	2
во всех	5	4
за пределы	6	5
и не	34	42
автора и	5	2
герои достоевского	3	2
большинстве случаев	2	2
в одном	9	6
в произведениях	2	3
не как	12	6
как же	3	2
бы в	3	5
себя и	2	2
но и	11	15
его романов	3	2
таким же	2	2
потому что	12	8
полифонический роман	9	2
в которой	4	2
в каждом	8	4
в его	24	22
одним из	8	3
в той	6	3
с ним	6	8
можно сказать	2	2
в своих	2	4
были бы	4	2
изображения и	4	2
этого слова	2	2
из которых	2	2
диалог в	2	2
в сфере	2	2
не было	3	2
человек из	3	2
по отношению	11	8
одного куска	2	2
героя с	2	2
а потому	2	2
в пределах	9	4
в зависимости	3	3
в художественном	2	3
в нем	20	20
можно было	3	2
что она	2	4
в своей	11	6
это не	10	3
прежде всего	7	11
но это	5	2
с идеей	3	2
не потому	2	2
но не	8	6
достоевский прежде	2	2
одна из	2	3
то есть	24	50
если бы	10	2
тот же	2	2
для него	15	9
именно в	6	3
у него	6	6
достоевский не	5	3
и поступков	2	2
по крайней	2	2
себя в	3	2
этого мира	4	2
так сказать	3	7
в большинстве	2	2
и их	2	6
между ними	2	4
произведениях достоевского	5	4
мы остановимся	3	2
лишь в	3	2
должна быть	2	3
у вас	2	2
героя в	4	5
пределы одного	2	3
видения и	8	3
и для	3	2
они не	3	2
личности в	4	3
европейского романа	4	3
творческого процесса	3	2
особенности произведений	2	3
дело идет	6	6
точка зрения	7	7
его целом	5	3
человеческой жизни	2	2
него не	2	3
например в	3	2
он и	5	4
нет ни	2	3
друг с	3	2
литературе о	3	2
мы видим	3	2
человека в	5	5
даже в	2	6
одного сознания	4	6
достоевского как	12	5
о себе	9	3
точке зрения	2	3
я не	3	6
мы должны	2	4
ивана карамазова	5	4
для понимания	3	2
в истории	2	2
как он	2	4
в этих	2	4
идет о	3	2
то что	18	5
что все	3	3
в области	3	2
автора в	2	3
с другом	3	2
рядом с	13	3
и здесь	3	2
он сам	3	6
ни один	2	3
сливается с	2	4
с его	6	8
и изображения	4	3
не только	13	16
том что	9	7
от того	2	2
а не	20	10
и даже	3	3
самого героя	8	2
само по	2	2
он есть	3	2
и на	10	7
героев достоевского	3	4
в самой	7	3
же что	2	3
для себя	2	3
в романах	7	8
он говорит	2	2
ничего не	6	3
конечно и	4	2
друг друга	3	7
в сущности	5	7
романа и	4	4
сказать что	5	5
мы уже	2	3
три плана	2	2
выражение в	4	3
как на	2	2
есть в	3	8
из одного	4	2
их мирами	4	3
зависимости от	3	3
в процессе	4	2
в художественной	2	2
в человеке	6	10
входит в	2	9
обычного типа	3	2
и потому	3	6
подобно тому	3	2
и другие	2	4
достоевского не	11	8
того что	2	3
в своем	8	5
была бы	2	3
романах достоевского	6	6
в единство	5	3
то же	10	5
идет не	3	3
к этому	2	4
во все	3	2
сих пор	2	2
одной плоскости	3	4
и самое	2	2
по достоевскому	2	3
для автора	3	4
себе самом	6	3
не значит	2	2
так как	7	5
полифонического романа	17	5
и другими	4	2
точек зрения	3	3
с их	5	4
образа героя	3	2
у достоевского	24	14
вовсе не	8	7
как мы	5	8
произведений достоевского	7	3
все возможные	3	2
все эти	8	4
но у	2	3
как человек	2	2
в романе	11	3
о нем	11	6
не в	6	8
но все	4	4
сознания и	3	6
может быть	21	18
ни в	3	2
слово автора	2	4
да ведь	2	2
о том	2	3
его творчестве	2	3
более того	3	5
и к	4	2
этом отношении	5	2
сам он	3	2
мир в	2	2
из них	2	9
по своим	2	2
самого достоевского	6	2
что и	5	5
как в	6	4
слово в	2	3
как и	8	14
достоевского и	12	2
один из	2	2
сознание и	3	4
самом деле	5	4
крайней мере	2	2
в полифоническом	2	4
в едином	4	2
их в	2	7
роман достоевского	11	2
и других	5	3
кажется что	3	2
бы и	4	3
это очень	3	2
идеи в	7	5
идея как	2	2
с ее	2	3
с авторским	2	4
в конце	5	4
хотя бы	2	5
лишь на	2	2
в основе	5	2
там где	6	6
в смысле	2	2
на его	2	5
и вот	2	2
и по	2	2
сам достоевский	2	2
