3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
в русской сказке	2	5
материалы показывают что	2	2
с того что	3	3
то что в	2	3
таким образом мы	2	2
о том что	3	5
что сказка сохранила	3	2
но все же	3	2
на первый взгляд	2	4
то время как	3	2
мы не можем	2	2
на этот вопрос	2	2
мы видим что	8	3
в этих случаях	2	10
в том что	4	4
здесь мы имеем	2	2
в то время	3	2
что в сказке	2	2
тем не менее	6	4
начинается с того	2	3
но и в	2	2
с другой стороны	5	8
с одной стороны	4	4
и т д	22	16
мы увидим что	5	2
точно так же	3	2
за тридевять земель	2	5
не может быть	7	3
так же как	2	4
до сих пор	5	2
