2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
и ее	3	3
мы имеем	19	14
относится к	2	2
далеко не	3	3
такой же	2	3
из этих	3	4
эти случаи	3	2
никогда не	3	13
как будто	2	3
в нем	9	8
так же	3	2
так часто	2	2
это еще	2	3
видели что	4	3
его в	3	5
так и	2	5
что она	5	3
это не	6	4
после того	2	2
прежде всего	3	4
сказке герой	4	5
но это	3	4
и он	2	4
со стороны	3	3
в данном	4	3
в одной	3	2
очень часто	3	5
и в	22	26
одна из	2	2
но не	7	2
в русской	3	6
приходит в	3	2
вместе с	9	8
если бы	6	3
стоит на	3	2
утверждать что	2	2
к тому	3	2
сказке в	4	2
она не	4	3
в качестве	2	3
данном случае	3	3
независимо от	2	3
сказка не	2	2
и т	16	10
для нас	4	2
здесь не	3	2
и некоторые	2	2
другой стороны	7	8
у него	3	7
при этом	2	3
еще одну	2	2
знаем что	2	2
живет в	5	2
связь с	6	11
связан с	2	6
герой встречает	2	2
связана с	3	3
в царство	4	11
и другие	4	3
с этим	8	2
и с	4	6
что герой	3	2
и как	3	2
того что	5	2
все что	3	4
что он	9	9
показывает что	5	3
из земли	4	2
так что	5	3
после этого	2	4
и эти	3	5
в своем	2	2
с появлением	4	6
здесь можно	6	7
есть и	5	4
что они	8	2
с тем	2	4
то же	6	5
к этому	7	3
а также	2	4
мотива в	2	2
представляет собой	3	2
сих пор	5	4
что в	15	12
говорилось выше	2	2
уже не	7	7
в которых	2	2
в этом	17	12
представления о	2	10
имеются в	2	2
и там	4	6
образом и	2	2
не всегда	4	4
могло быть	3	2
с одной	2	7
видели как	3	3
никого не	3	2
этого мотива	4	4
а через	3	2
еще не	10	9
видно что	2	2
в то	2	5
т е	16	22
этом случае	5	6
они не	4	3
что иное	3	2
имеем и	3	3
так как	7	18
в него	2	3
в тех	2	3
было бы	3	2
так на	2	2
же не	2	2
и др	2	2
на островах	2	3
себе в	2	4
таким образом	10	12
а в	6	3
эти материалы	2	6
случаи когда	4	2
ее в	3	6
этот обряд	2	3
уже только	2	2
до сих	5	4
смерть и	2	2
уже выше	2	2
на том	3	8
как мы	8	4
а именно	4	9
то и	6	2
вопрос о	2	3
вовсе не	2	2
все эти	4	8
например в	2	7
он и	3	2
в других	4	4
жизни и	2	2
в некоторых	5	2
точно так	2	2
как это	4	5
здесь и	2	2
в ином	6	6
не в	4	3
но есть	2	3
некоторых случаях	3	2
же можно	2	3
имеем в	4	4
у нас	4	5
отношению к	2	2
смерти в	3	2
но все	2	2
сказке о	4	3
мы видим	8	5
мы найдем	2	2
царство мертвых	3	4
и не	12	10
даже в	2	2
может быть	11	11
ни в	2	2
в виде	2	6
связано с	4	4
уже знаем	2	2
мы знаем	2	2
мы можем	6	7
в одном	2	3
мы рассмотрим	2	3
о том	3	7
с собой	2	2
так в	6	6
в этой	5	2
сказкой не	2	2
при помощи	3	3
что у	3	2
мы должны	7	2
тот свет	2	2
сказке она	4	2
не вполне	6	2
что здесь	6	3
только в	4	5
но и	12	9
не будем	3	2
что не	2	2
уже давно	2	2
дом он	2	2
там же	2	3
ином мире	4	7
известно что	2	2
то время	2	3
не имеет	2	2
что там	2	2
представление о	3	9
в этих	11	2
что и	9	4
как в	2	6
на землю	2	4
то что	7	6
как и	3	5
мы видели	13	11
т д	15	8
потому что	3	13
том свете	2	4
неи в	8	4
этот случай	8	6
один из	5	3
стороны и	3	2
и это	2	8
и его	4	7
в сказках	9	3
него и	2	3
с переходом	2	3
с ними	3	2
он не	5	2
не может	4	6
русской сказке	2	6
в его	3	5
и то	2	3
не только	14	10
этим объясняется	3	3
том что	8	10
можно сказать	2	2
мы уже	6	6
как только	2	3
уже видели	3	3
и они	4	2
в них	6	3
могут быть	5	3
попадает в	11	3
ту же	2	2
эти два	3	2
тем что	4	5
а не	6	2
же как	2	3
их в	3	3
должны были	3	2
в ней	2	5
то это	2	5
никто не	2	2
и действительно	2	3
целый ряд	3	2
и на	4	12
случай мы	2	2
во всяком	2	2
не было	2	3
после смерти	2	2
по отношению	2	2
вот почему	2	3
этот мотив	5	5
солнца и	3	3
или в	11	3
предположить что	7	3
ничего не	6	2
если он	2	3
все время	2	2
всяком случае	2	2
одной стороны	2	7
после чего	10	6
в северной	3	2
превращается в	3	7
в том	9	12
книге мертвых	2	2
там где	7	5
в сказке	50	23
но в	10	7
здесь мы	5	4
что сказка	5	3
и что	2	5
как указано	2	3
на его	3	4
с другой	7	10
и от	3	3
но он	4	2
власть над	4	7
от него	2	3
и вот	2	3
время как	2	3
сказать что	3	3
все же	5	8
его не	3	2
в частности	5	3
