3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram
одно и то	2	5
в свою очередь	6	3
точно так как	4	6
для того чтобы	2	3
и может быть	2	2
как бы ни	3	2
по мере того	4	3
сам по себе	4	5
сама по себе	2	2
смысле этого слова	3	7
так и в	2	2
только потому что	2	2
можно думать что	2	2
то есть не	3	4
не в том	2	5
не заключает в	2	2
по крайней мере	5	5
мы не можем	3	2
то что мы	2	2
в том что	7	16
не могут быть	3	2
в то время	4	4
от того что	4	5
не только по	2	3
в таком случае	2	2
подобно тому как	4	2
в то же	2	5
humboldt т с	10	14
тем не менее	5	3
лишь настолько насколько	2	3
lotze т с	6	2
а между тем	4	2
только тогда когда	2	7
с другой стороны	2	4
и т п	3	2
само по себе	2	3
с одной стороны	3	3
и т д	3	3
заключает в себе	4	5
не может быть	2	3
но тем не	3	2
в том смысле	4	3
более или менее	8	3
то же время	2	5
до сих пор	4	3
мере того как	4	3
и то же	2	5
