3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram
того же самого	2	3
на этом вопросе	2	2
на высшую ступень	2	5
в одинаковой мере	2	2
обучения и развития	4	11
в свою очередь	2	3
и тот же	7	3
для того чтобы	5	14
что научные понятия	6	3
по сравнению с	3	5
о том что	3	4
ступень в развитии	3	2
в процессе обучения	4	5
между обучением и	2	12
в отличие от	2	2
и тому же	4	2
не знает что	2	2
и то что	4	2
в свое время	2	2
то что они	2	2
и научных понятий	4	2
друг с другом	7	7
заключается в том	14	5
умственного развития ребенка	6	5
мы видим что	2	2
на всем протяжении	2	2
мы могли бы	9	6
с помощью которого	2	2
один и тот	7	3
как мы видели	2	2
в том что	31	11
вместе с тем	3	2
связей и отношений	2	3
в этом отношении	7	5
подобно тому как	2	4
с этой точки	4	4
в самом деле	6	2
не только не	5	3
это значит что	2	4
с точки зрения	11	9
проблемы обучения и	2	5
одному и тому	4	2
то же самое	7	4
обучением и развитием	2	11
в этом случае	3	3
этой точки зрения	4	4
и того же	5	3
с другой стороны	8	2
в высшей степени	2	2
а с другой	2	2
можно было бы	5	3
то обстоятельство что	3	2
таким образом что	4	2
ступени в развитии	5	2
понятий таким образом	3	2
с одной стороны	9	3
научных и житейских	2	4
в частности научных	2	2
в школьном возрасте	5	18
к одному и	4	2
активности детской мысли	2	2
так же как	5	7
научных понятий в	5	3
развития научных понятий	8	2
понятий в школьном	2	3
могли бы сказать	2	2
одного и того	5	3
состоит в том	3	3
