3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
в русской сказке	2	5
сказка начинается с	2	2
с того что	2	3
после того как	2	2
мы имеем в	2	4
о том что	2	5
т е в	3	2
тех случаях когда	2	3
так и в	2	2
но все же	4	2
так как он	2	2
с этой стороны	2	3
на этот вопрос	2	2
в этих случаях	7	10
что в сказке	4	2
не только в	2	5
можно предположить что	3	2
в русских сказках	2	2
в тридесятое царство	3	3
тем не менее	2	4
этот случай показывает	2	2
начинается с того	2	3
в данном случае	3	3
с другой стороны	4	8
и т д	24	16
мы увидим что	2	2
точно так же	5	2
не может быть	4	3
так же как	12	4
до сих пор	5	2
в тех случаях	2	4
