3gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram
на то что	6	4
по сравнению с	5	14
для того чтобы	10	8
ступень в развитии	3	4
то что он	2	2
в зависимости от	6	5
друг с другом	2	5
как раз в	2	2
заключается в том	7	5
на этот вопрос	5	2
мы могли бы	4	9
по отношению к	5	10
в том что	21	19
в этом отношении	3	3
в том же	2	2
с точки зрения	18	10
из того что	4	3
то же самое	2	6
в последнее время	4	2
нам думается что	2	5
можно было бы	5	5
мы не станем	2	2
потому что он	2	4
в своем развитии	2	4
как увидим ниже	2	2
в связи с	6	2
не может быть	6	2
в этом смысле	2	2
мы видим в	2	2
мы видели что	3	3
состоит в том	3	2
