3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
в русской сказке	3	5
после того как	3	2
на то что	2	2
о том что	4	2
но все же	4	4
мы здесь имеем	2	3
мы знаем что	4	10
в иной мир	6	4
мы видим что	4	5
по отношению к	2	3
в этих случаях	6	8
в том что	2	5
наряду с этим	2	2
вместе с тем	6	5
не только в	2	4
в таких случаях	2	2
и вместе с	2	2
мы не будем	2	2
в этом случае	7	5
но и в	2	2
с другой стороны	8	2
в некоторых случаях	2	2
потому что он	2	2
с одной стороны	7	3
и т д	18	18
мы увидим ниже	3	4
в связи с	4	4
не может быть	3	2
так как в	2	2
так же как	3	4
до сих пор	2	6
в иное царство	4	4
