2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram
всмотреться в	2	2
мы имеем	7	15
связи с	3	8
в античности	4	3
из этих	3	3
эти случаи	2	4
наряду с	3	6
никогда не	2	15
что это	2	6
в нем	2	7
так же	18	13
видели что	3	3
его в	9	10
к нему	6	5
так и	10	5
об этом	7	11
что она	3	5
это не	5	2
в лесу	12	15
после того	2	3
в свете	3	2
превращения в	2	2
но это	3	4
в одной	3	4
и в	26	15
одна из	2	2
но не	5	2
в русской	3	5
в силу	5	2
вместе с	6	7
в немецкой	2	2
этих случаях	8	10
сказке в	2	3
в качестве	7	3
она не	3	5
перед нами	3	2
и т	27	19
для нас	3	4
должен был	3	3
здесь не	4	2
он стал	2	2
он делает	2	2
другой стороны	4	2
все это	2	3
при этом	3	4
происходит в	2	2
знаем что	7	12
у него	5	4
к рассмотрению	2	2
живет в	2	2
связь с	12	4
связан с	3	5
герой в	3	3
связана с	2	6
в царство	2	7
и другие	3	4
с этим	2	5
и с	5	4
и есть	2	5
уже в	2	2
что герой	2	5
неи если	2	2
что мы	3	3
интересно что	4	2
того что	2	3
того как	4	4
указать что	2	3
к зеленин	5	2
леса и	2	2
что он	10	24
показывает что	10	4
так что	2	6
говорит что	2	3
что эта	3	2
главным образом	2	2
в америке	3	2
или на	2	4
здесь можно	2	5
в иной	6	5
есть и	2	2
что они	6	10
с тем	2	9
то же	8	10
входа в	3	3
а также	3	2
как бы	3	6
таких случаев	2	4
царство и	2	3
в иное	7	5
представляет собой	2	5
и их	2	2
здесь на	2	2
что в	14	12
в руки	3	2
сих пор	5	7
в которых	4	2
в этом	7	11
представления о	3	5
этого не	2	5
его и	2	4
видим что	2	5
в мифе	2	2
у тебя	2	2
не мог	3	3
в обряде	2	7
нет необходимости	3	2
на острове	2	2
к сказке	4	2
совершенно ясно	2	2
он в	4	3
этого мотива	3	5
еще не	6	9
т е	18	29
этом случае	3	5
с ягой	2	3
что иное	3	2
имеем и	2	2
случае мы	2	2
так как	9	14
в тех	4	2
было бы	2	5
смысле этого	2	2
другими словами	2	4
и др	5	4
помощника в	3	2
одном случае	3	2
таким образом	10	7
а в	8	12
в животное	5	2
его на	4	2
до сих	5	6
на то	3	3
со мной	2	2
вопрос о	4	4
а именно	3	3
имеется в	2	2
ж ст	2	6
представляют собой	4	3
на вопрос	3	2
например в	3	2
установить что	2	3
в других	2	3
на которой	2	2
три года	4	4
все еще	3	2
показывают что	2	2
все эти	3	4
boas неи	2	2
в лес	3	27
в некоторых	5	2
точно так	5	6
как это	3	3
над животными	4	3
между прочим	2	3
не в	5	7
но есть	2	2
некоторых случаях	4	2
имеем в	2	5
но все	5	5
в русских	2	3
мы видим	6	8
возможно что	2	2
и не	9	11
при посвящении	3	3
или он	3	3
может быть	14	17
ни в	2	2
на него	3	5
только с	2	2
мы знаем	8	11
д к	6	3
мы можем	6	8
к себе	3	2
в одном	5	5
мы рассмотрим	7	2
так в	4	3
у племени	3	2
о том	4	3
в этой	2	4
при помощи	10	2
обряда посвящения	5	3
по существу	3	2
в связи	2	5
в тридесятое	4	3
в себе	2	4
иное как	3	2
мы должны	5	4
что у	3	2
тридесятое царство	4	4
что здесь	7	4
только в	3	6
не просто	4	2
но и	12	14
в другом	5	9
не что	3	2
мы здесь	2	6
дело не	2	4
из них	2	2
как он	6	3
у нее	2	4
и более	3	2
то мы	2	2
выше мы	2	3
в доме	4	3
в этих	7	11
тут же	2	2
что и	9	6
как в	7	5
то что	16	12
как и	7	2
увидим что	2	3
мы видели	6	2
мы увидим	3	8
потому что	6	9
в другой	3	4
т д	24	18
право на	2	3
отец и	2	2
этот случай	9	4
в особенности	2	2
в мифах	2	4
и здесь	5	9
что этот	4	3
он должен	3	2
и пр	11	7
и его	10	3
и только	5	2
когда он	6	3
с ними	5	2
он не	7	8
не может	6	5
русской сказке	4	6
в его	5	6
и то	6	2
и если	3	2
когда герой	4	2
не только	15	18
том что	3	7
мы уже	5	6
а затем	3	2
и они	2	4
здесь имеется	2	2
во время	7	2
этот материал	2	2
могут быть	6	2
попадает в	3	5
тем что	5	4
а не	6	5
случаи показывают	2	2
же как	13	5
раньше чем	5	3
их в	7	2
то это	5	6
дает ему	4	2
и на	2	4
можно найти	2	5
то чего	3	3
таких случаях	2	2
из леса	2	2
животное в	4	2
эта связь	5	3
этот мотив	4	4
немецкой сказке	2	2
хотя бы	2	2
или в	3	2
предположить что	6	3
яги он	2	2
ничего не	5	7
на котором	3	2
иной мир	6	4
у яги	5	2
дает нам	4	2
же происходит	3	2
к этой	3	4
в северной	2	2
превращается в	7	2
в том	3	6
и стали	2	2
русских сказках	2	2
иное царство	6	4
но в	5	6
в таких	2	2
здесь мы	2	3
в сказке	47	21
и что	5	6
на его	3	2
как указано	2	3
с другой	4	2
но он	4	4
власть над	11	4
и по	5	2
сказать что	2	2
все же	9	9
