2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram
представлений о	3	7
мы имеем	13	14
связи с	4	8
и этим	2	2
еще один	2	2
наряду с	3	4
никогда не	14	3
на них	2	2
что это	8	5
так же	7	5
по мере	2	2
не совсем	3	6
в нем	2	7
видели что	3	2
его в	6	9
об этом	4	2
это не	7	6
в лесу	8	2
в свете	2	3
прежде всего	10	6
в ее	2	4
но это	4	7
в форме	3	3
и он	3	6
со стороны	2	2
и в	28	25
одна из	2	2
но не	5	5
в русской	2	3
вместе с	6	22
в избушке	2	2
если бы	8	2
этих случаях	2	8
еще в	2	2
сказке в	3	5
в качестве	5	7
и т	25	20
перед нами	3	2
в шкуру	4	15
для нас	13	5
это время	2	2
другой стороны	5	8
все это	4	4
этих народов	2	2
живет в	2	5
связь с	4	8
и потому	2	2
ему в	3	3
в царство	7	3
с этим	4	5
и с	4	3
что герой	9	3
и как	2	3
что мы	7	2
того что	4	2
предположение что	2	3
того как	3	4
не менее	6	4
сказки и	6	2
себя в	2	6
но так	2	2
что он	10	22
показывает что	3	5
так что	4	2
или на	3	2
тем не	6	4
здесь можно	2	2
в иной	4	7
с тем	4	8
во всем	3	2
то же	12	4
в целом	2	3
на этом	3	3
к этому	2	2
как бы	2	2
представляет собой	4	7
в иное	4	5
попасть в	3	2
то здесь	2	2
что в	12	8
сих пор	5	2
уже не	3	11
в этом	8	10
представления о	3	3
некоторое время	2	2
его и	2	2
видим что	9	5
в мифе	2	7
не всегда	8	4
в некотором	2	2
в которую	3	2
в обряде	3	5
нет необходимости	2	3
с одной	4	7
зашивает себя	2	2
к сказке	3	3
героя в	5	9
этого мотива	2	8
еще не	7	8
но мы	2	3
в то	3	3
т е	10	16
связанные с	2	2
и для	4	2
они не	4	3
так как	6	11
и мы	2	2
но уже	2	3
за тридевять	2	4
с ней	2	2
и др	7	3
этого обряда	5	3
таким образом	8	9
должен быть	3	2
а в	7	3
эти материалы	2	6
ее в	5	2
этот обряд	2	6
до сих	5	2
на нее	2	2
на то	4	2
как мы	3	5
а именно	4	4
вопрос о	5	2
неи но	2	2
вовсе не	2	2
представляют собой	6	3
в жертву	2	3
например в	5	5
все эти	4	8
показывают что	5	3
ли он	3	2
в некоторых	2	4
сказки в	3	3
во всех	2	2
о нем	2	3
увидим ниже	2	3
не в	9	6
друг с	4	2
тогда когда	2	2
так например	6	2
но все	4	5
отношению к	3	2
мы видим	11	8
находится в	4	2
царство мертвых	5	2
и не	9	11
даже в	4	2
а сам	2	2
может быть	25	17
на него	4	8
в виде	2	9
связано с	2	5
мы знаем	4	8
о том	9	7
так в	4	2
в этой	6	3
не как	3	4
в книге	3	3
при помощи	2	7
по существу	5	2
в связи	4	4
мы должны	13	4
что здесь	5	3
только в	11	7
но и	10	13
не будем	5	5
образом мы	2	2
мы здесь	3	4
в дальнейшем	5	4
от этого	2	4
сказать что	5	2
из них	3	2
в этих	7	6
выше мы	3	2
из дому	5	2
что и	6	6
как в	2	6
то что	9	7
это представление	2	2
мы видели	2	7
т д	22	18
мы увидим	10	5
потому что	4	7
тридевять земель	2	3
как и	4	7
миф о	2	5
один из	4	2
в особенности	2	3
том как	2	2
с другом	3	2
ясно что	2	5
и здесь	7	7
что этот	2	2
и пр	4	3
говорит о	2	2
доклассовых народов	4	3
материалы показывают	2	3
и его	3	9
в целях	3	3
когда он	6	2
это было	2	2
русская сказка	3	6
не может	15	6
он не	2	4
русской сказке	2	4
что мотив	2	8
в его	5	12
и она	2	3
в образе	3	5
одним из	2	2
на ступени	2	2
с ним	2	4
не знаем	2	3
не только	12	13
по себе	3	2
том что	7	8
а затем	2	7
и тем	2	4
во время	3	7
означает что	4	2
могут быть	4	6
попадает в	5	2
тем что	3	10
а не	15	2
же как	2	4
мы не	10	5
раньше чем	4	4
из которых	3	2
их в	5	3
в ней	7	5
бы мы	2	2
это происходит	2	2
никто не	2	3
то это	3	3
именно на	2	2
т д.<неи	2	2
и на	4	8
в основном	2	4
таких случаях	2	2
по отношению	3	2
том чтобы	2	2
или в	5	6
первобытных народов	2	2
ничего не	2	2
но оно	4	3
социальной жизни	4	2
иной мир	3	6
сказка знает	2	2
одной стороны	4	7
там где	4	6
превращается в	4	7
в том	9	6
что от	2	2
иное царство	6	4
в таких	2	3
здесь мы	7	5
в сказке	44	18
обряда и	2	2
и что	10	8
с другой	6	9
и по	3	2
в пределах	4	4
все же	10	10
в частности	2	7
