3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
в русской сказке	3	2
после того как	3	2
при помощи которой	2	2
на то что	2	3
о том что	4	2
т е в	3	3
но все же	4	4
мы знаем что	4	7
же как и	2	4
в иной мир	6	6
с представлением о	2	2
тем что он	2	2
в этих случаях	6	7
не только в	2	2
в таких случаях	2	2
тем не менее	4	2
в этом случае	7	3
в данном случае	2	3
с другой стороны	8	4
в некоторых случаях	2	3
и т д.<неи	2	3
и т д	18	24
в связи с	4	2
не может быть	3	4
так же как	3	12
до сих пор	2	5
в иное царство	4	6
мы видели что	2	3
во время обряда	2	2
