3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part7_wordlist_3gram
в значительной степени	2	2
с начала и	2	4
в романе рабле	5	15
хвалы и брани	2	4
хвала и брань	3	2
верх и низ	2	2
в эпоху рабле	3	6
все то что	3	2
в четвертой книге	3	4
как и в	2	2
по отношению к	2	2
как мы видели	4	2
и до конца	2	5
в этом отношении	2	2
но в то	3	4
мы уже говорили	3	3
начала и до	2	4
в то же	9	6
можно было бы	2	2
том числе и	2	2
то же время	9	6
в том числе	4	3
